Data from geel_Absorbance_10-57-55-140.txt Node
Date: Mon Feb 25 10:57:55 CET 2019
User: MyStuff
Spectrometer: S04994
Autoset integration time: false
Trigger mode: 0
Resolution mode: 1024 pixels
Integration Time (sec): 9,281000E-3
Scans to average: 10
Nonlinearity correction enabled: false
Boxcar width: 5
XAxis mode: Wavelengths
Baseline correction enabled: false
Stop averaging: false
Number of Pixels in Spectrum: 1024
>>>>>Begin Spectral Data<<<<<
336,281	0,01
336,738	-0
337,196	-0
337,654	-0,01
338,111	-0,03
338,569	-0,03
339,027	-0,03
339,484	-0,04
339,942	-0,04
340,4	-0,04
340,858	-0,05
341,315	-0,06
341,773	-0,04
342,231	-0,03
342,689	-0,04
343,147	-0,02
343,605	-0,02
344,063	-0,03
344,521	-0,03
344,98	-0,03
345,438	-0,03
345,896	-0,01
346,354	-0,02
346,813	-0,04
347,271	-0,04
347,729	-0,03
348,188	-0,04
348,646	-0,04
349,104	-0,04
349,563	-0,03
350,021	-0,03
350,48	-0,03
350,939	-0,03
351,397	-0,02
351,856	-0,02
352,315	-0,02
352,773	-0,02
353,232	-0,02
353,691	-0,01
354,15	-0,02
354,609	-0,01
355,068	0
355,526	0
355,985	0
356,444	0,01
356,904	0,01
357,363	0,02
357,822	0,03
358,281	0,02
358,74	0,02
359,199	0,02
359,659	0,02
360,118	0,02
360,577	0,02
361,037	0,03
361,496	0,02
361,955	0,02
362,415	0,02
362,874	0,02
363,334	0,03
363,793	0,04
364,253	0,05
364,713	0,05
365,172	0,05
365,632	0,06
366,092	0,06
366,552	0,07
367,011	0,08
367,471	0,08
367,931	0,09
368,391	0,09
368,851	0,1
369,311	0,09
369,771	0,09
370,231	0,1
370,691	0,1
371,151	0,1
371,612	0,1
372,072	0,1
372,532	0,1
372,992	0,1
373,453	0,1
373,913	0,1
374,373	0,11
374,834	0,11
375,294	0,11
375,755	0,11
376,215	0,12
376,676	0,11
377,136	0,11
377,597	0,12
378,058	0,13
378,518	0,13
378,979	0,13
379,44	0,13
379,901	0,14
380,362	0,14
380,822	0,14
381,283	0,15
381,744	0,16
382,205	0,17
382,666	0,17
383,127	0,17
383,588	0,17
384,049	0,18
384,511	0,19
384,972	0,19
385,433	0,19
385,894	0,2
386,356	0,2
386,817	0,2
387,278	0,21
387,74	0,21
388,201	0,22
388,663	0,22
389,124	0,23
389,586	0,23
390,047	0,23
390,509	0,23
390,97	0,23
391,432	0,24
391,894	0,24
392,356	0,24
392,817	0,24
393,279	0,25
393,741	0,25
394,203	0,25
394,665	0,25
395,127	0,25
395,589	0,26
396,051	0,27
396,513	0,27
396,975	0,26
397,437	0,27
397,899	0,27
398,362	0,27
398,824	0,28
399,286	0,28
399,748	0,28
400,211	0,29
400,673	0,29
401,135	0,29
401,598	0,3
402,06	0,3
402,523	0,3
402,986	0,31
403,448	0,31
403,911	0,32
404,373	0,32
404,836	0,32
405,299	0,32
405,762	0,32
406,224	0,32
406,687	0,32
407,15	0,32
407,613	0,33
408,076	0,33
408,539	0,33
409,002	0,33
409,465	0,33
409,928	0,34
410,391	0,34
410,854	0,34
411,318	0,34
411,781	0,35
412,244	0,35
412,707	0,35
413,171	0,35
413,634	0,35
414,097	0,35
414,561	0,35
415,024	0,36
415,488	0,36
415,951	0,36
416,415	0,36
416,879	0,36
417,342	0,36
417,806	0,37
418,27	0,37
418,733	0,37
419,197	0,37
419,661	0,37
420,125	0,37
420,589	0,37
421,053	0,37
421,517	0,37
421,981	0,37
422,445	0,37
422,909	0,37
423,373	0,38
423,837	0,37
424,301	0,37
424,765	0,37
425,23	0,38
425,694	0,38
426,158	0,38
426,623	0,38
427,087	0,38
427,551	0,38
428,016	0,38
428,48	0,38
428,945	0,38
429,409	0,38
429,874	0,39
430,339	0,39
430,803	0,39
431,268	0,39
431,733	0,39
432,198	0,39
432,662	0,39
433,127	0,39
433,592	0,38
434,057	0,38
434,522	0,38
434,987	0,38
435,452	0,38
435,917	0,38
436,382	0,38
436,847	0,38
437,312	0,38
437,778	0,38
438,243	0,38
438,708	0,38
439,173	0,38
439,639	0,38
440,104	0,38
440,57	0,38
441,035	0,38
441,5	0,38
441,966	0,38
442,431	0,38
442,897	0,38
443,363	0,38
443,828	0,37
444,294	0,37
444,76	0,37
445,226	0,37
445,691	0,37
446,157	0,37
446,623	0,36
447,089	0,36
447,555	0,36
448,021	0,36
448,487	0,36
448,953	0,35
449,419	0,35
449,885	0,35
450,351	0,35
450,817	0,35
451,284	0,34
451,75	0,34
452,216	0,34
452,683	0,34
453,149	0,33
453,615	0,33
454,082	0,33
454,548	0,32
455,015	0,32
455,481	0,32
455,948	0,31
456,414	0,31
456,881	0,31
457,348	0,31
457,814	0,3
458,281	0,3
458,748	0,3
459,215	0,29
459,682	0,29
460,149	0,29
460,615	0,28
461,082	0,28
461,549	0,28
462,016	0,27
462,484	0,27
462,951	0,27
463,418	0,26
463,885	0,26
464,352	0,26
464,819	0,25
465,287	0,25
465,754	0,25
466,221	0,24
466,689	0,24
467,156	0,24
467,624	0,23
468,091	0,23
468,559	0,23
469,026	0,22
469,494	0,22
469,961	0,22
470,429	0,21
470,897	0,21
471,364	0,21
471,832	0,2
472,3	0,2
472,768	0,2
473,236	0,19
473,704	0,19
474,172	0,19
474,64	0,18
475,108	0,18
475,576	0,18
476,044	0,17
476,512	0,17
476,98	0,17
477,448	0,16
477,917	0,16
478,385	0,16
478,853	0,15
479,321	0,15
479,79	0,14
480,258	0,14
480,727	0,14
481,195	0,13
481,664	0,13
482,132	0,13
482,601	0,12
483,069	0,12
483,538	0,11
484,007	0,11
484,476	0,11
484,944	0,1
485,413	0,1
485,882	0,1
486,351	0,09
486,82	0,09
487,289	0,09
487,758	0,08
488,227	0,08
488,696	0,08
489,165	0,07
489,634	0,07
490,103	0,07
490,572	0,06
491,041	0,06
491,511	0,06
491,98	0,05
492,449	0,05
492,919	0,05
493,388	0,05
493,858	0,04
494,327	0,04
494,796	0,04
495,266	0,04
495,736	0,04
496,205	0,03
496,675	0,03
497,145	0,03
497,614	0,03
498,084	0,03
498,554	0,03
499,024	0,02
499,494	0,02
499,963	0,02
500,433	0,02
500,903	0,02
501,373	0,02
501,843	0,02
502,313	0,02
502,784	0,01
503,254	0,01
503,724	0,01
504,194	0,01
504,664	0,01
505,135	0,01
505,605	0,01
506,075	0,01
506,546	0,01
507,016	0,01
507,487	0,01
507,957	0,01
508,428	0,01
508,898	0
509,369	0
509,839	0
510,31	0
510,781	0
511,252	0
511,722	0
512,193	0
512,664	0
513,135	0
513,606	0
514,077	0
514,548	-0
515,019	-0
515,49	-0
515,961	-0
516,432	-0
516,903	-0
517,375	-0
517,846	-0
518,317	-0
518,788	-0
519,26	-0
519,731	-0
520,203	-0
520,674	-0
521,145	-0
521,617	-0
522,089	-0
522,56	-0
523,032	-0
523,503	-0
523,975	-0
524,447	-0
524,919	-0
525,39	-0
525,862	-0
526,334	-0
526,806	-0
527,278	-0
527,75	-0
528,222	-0,01
528,694	-0,01
529,166	-0,01
529,638	-0,01
530,111	-0,01
530,583	-0,01
531,055	-0,01
531,527	-0,01
532	-0,01
532,472	-0,01
532,944	-0,01
533,417	-0,01
533,889	-0,01
534,362	-0,01
534,834	-0,01
535,307	-0,01
535,779	-0,01
536,252	-0,01
536,725	-0,01
537,197	-0,01
537,67	-0,01
538,143	-0,01
538,616	-0,01
539,088	-0,01
539,561	-0,01
540,034	-0,01
540,507	-0,01
540,98	-0,01
541,453	-0,01
541,926	-0,01
542,399	-0,01
542,872	-0,01
543,346	-0,01
543,819	-0,01
544,292	-0,01
544,765	-0,01
545,239	-0,01
545,712	-0,01
546,185	-0,01
546,659	-0,01
547,132	-0,01
547,606	-0,01
548,079	-0,01
548,553	-0,01
549,026	-0,01
549,5	-0,01
549,974	-0,01
550,447	-0,01
550,921	-0,01
551,395	-0,01
551,869	-0,01
552,342	-0,01
552,816	-0,01
553,29	-0,01
553,764	-0,01
554,238	-0,01
554,712	-0,01
555,186	-0,01
555,66	-0,01
556,134	-0,01
556,609	-0,01
557,083	-0,01
557,557	-0,01
558,031	-0,01
558,506	-0,01
558,98	-0,01
559,454	-0,01
559,929	-0,01
560,403	-0,01
560,878	-0,01
561,352	-0,01
561,827	-0,01
562,301	-0,01
562,776	-0,01
563,251	-0,01
563,725	-0,01
564,2	-0,01
564,675	-0,01
565,15	-0,01
565,624	-0,01
566,099	-0,01
566,574	-0,01
567,049	-0,01
567,524	-0,01
567,999	-0,01
568,474	-0,01
568,949	-0,01
569,424	-0,01
569,899	-0,01
570,375	-0,01
570,85	-0,01
571,325	-0,01
571,8	-0,01
572,276	-0,01
572,751	-0,01
573,227	-0,01
573,702	-0,01
574,177	-0,01
574,653	-0,01
575,129	-0,01
575,604	-0,01
576,08	-0,01
576,555	-0,01
577,031	-0,01
577,507	-0,01
577,983	-0,01
578,458	-0,01
578,934	-0,01
579,41	-0,01
579,886	-0,01
580,362	-0,01
580,838	-0,01
581,314	-0,01
581,79	-0,01
582,266	-0,01
582,742	-0,01
583,218	-0,02
583,694	-0,02
584,171	-0,02
584,647	-0,02
585,123	-0,02
585,6	-0,02
586,076	-0,02
586,552	-0,02
587,029	-0,02
587,505	-0,02
587,982	-0,02
588,458	-0,02
588,935	-0,02
589,412	-0,02
589,888	-0,02
590,365	-0,02
590,842	-0,02
591,318	-0,02
591,795	-0,02
592,272	-0,02
592,749	-0,02
593,226	-0,02
593,703	-0,02
594,18	-0,02
594,657	-0,02
595,134	-0,02
595,611	-0,02
596,088	-0,02
596,565	-0,02
597,042	-0,02
597,519	-0,02
597,997	-0,02
598,474	-0,02
598,951	-0,02
599,429	-0,02
