Laatste: Tijd (s),Laatste: Potential 1 (V),Laatste: Potential 2 (V)
0.3495,0.032,1.546
0.35,0.037000000000000005,1.57
0.3505,0.042,1.6
0.351,0.032,1.619
0.3515,0.037000000000000005,1.643
0.352,0.042,1.6680000000000001
0.3525,0.032,1.6869999999999998
0.353,0.037000000000000005,1.712
0.3535,0.037000000000000005,1.7409999999999999
0.354,0.037000000000000005,1.766
0.3545,0.037000000000000005,1.785
0.355,0.037000000000000005,1.81
0.3555,0.032,1.829
0.356,0.032,1.8530000000000002
0.3565,0.037000000000000005,1.8780000000000001
0.357,0.037000000000000005,1.9069999999999998
0.3575,0.032,1.9269999999999998
0.358,0.032,1.956
0.3585,0.037000000000000005,1.98
0.359,0.032,2.005
0.3595,0.037000000000000005,2.024
0.36,0.042,2.0540000000000003
0.3605,0.037000000000000005,2.073
0.361,0.037000000000000005,2.0980000000000003
0.3615,0.042,2.122
0.362,0.032,2.142
0.3625,0.037000000000000005,2.166
0.363,0.037000000000000005,2.195
0.3635,0.037000000000000005,2.22
0.364,0.032,2.234
0.3645,0.037000000000000005,2.2640000000000002
0.365,0.032,2.293
0.3655,0.032,2.303
0.366,0.032,2.332
0.3665,0.042,2.3609999999999998
0.367,0.027000000000000003,2.376
0.3675,0.037000000000000005,2.405
0.368,0.037000000000000005,2.43
0.3685,0.032,2.444
0.369,0.032,2.474
0.3695,0.042,2.503
0.37,0.027000000000000003,2.523
0.3705,0.037000000000000005,2.542
0.371,0.042,2.571
0.3715,0.037000000000000005,2.596
0.372,0.037000000000000005,2.611
0.3725,0.037000000000000005,2.635
0.373,0.037000000000000005,2.6639999999999997
0.3735,0.032,2.679
0.374,0.032,2.7030000000000003
0.3745,0.032,2.733
0.375,0.027000000000000003,2.747
0.3755,0.032,2.7769999999999997
0.376,0.032,2.801
0.3765,0.027000000000000003,2.8160000000000003
0.377,0.032,2.845
0.3775,0.037000000000000005,2.864
0.378,0.032,2.884
0.3785,0.037000000000000005,2.9130000000000003
0.379,0.037000000000000005,2.938
0.3795,0.032,2.957
0.38,0.037000000000000005,2.977
0.3805,0.042,3.0060000000000002
0.381,0.032,3.031
0.3815,0.032,3.045
0.382,0.037000000000000005,3.074
0.3825,0.032,3.0989999999999998
0.383,0.032,3.114
0.3835,0.037000000000000005,3.138
0.384,0.032,3.167
0.3845,0.027000000000000003,3.182
0.385,0.037000000000000005,3.2060000000000004
0.3855,0.032,3.236
0.386,0.027000000000000003,3.25
0.3865,0.032,3.27
0.387,0.037000000000000005,3.299
0.3875,0.027000000000000003,3.319
0.388,0.032,3.333
0.3885,0.037000000000000005,3.363
0.389,0.032,3.392
0.3895,0.032,3.407
0.39,0.037000000000000005,3.431
0.3905,0.032,3.455
0.391,0.037000000000000005,3.47
0.3915,0.037000000000000005,3.4989999999999997
0.392,0.032,3.5239999999999996
0.3925,0.027000000000000003,3.543
0.393,0.032,3.563
0.3935,0.027000000000000003,3.5869999999999997
0.394,0.032,3.6069999999999998
0.3945,0.032,3.6260000000000003
0.395,0.032,3.6510000000000002
0.3955,0.027000000000000003,3.67
0.396,0.032,3.695
