Laatste: Tijd (ms),Laatste: Potential 1 (V),Laatste: Potential 2 (V)
0.0,3.763,2.928
0.2,3.88,3.778
0.4,3.9389999999999996,4.553999999999999
0.6,3.895,5.199
0.8,3.7439999999999998,5.736000000000001
1.0,3.5039999999999996,6.132000000000001
1.2,3.182,6.371
1.4,2.7569999999999997,6.43
1.6,2.2640000000000002,6.332000000000001
1.8,1.722,6.093
2.0,1.136,5.722
2.2,0.5589999999999999,5.204
2.4,-0.061,4.5489999999999995
2.6,-0.6759999999999999,3.802
2.8,-1.272,2.943
3.0,-1.8530000000000002,2.029
3.2,-2.366,1.072
3.4,-2.821,0.076
3.6,-3.221,-0.9159999999999999
3.8,-3.553,-1.902
4.0,-3.792,-2.845
4.2,-3.944,-3.7089999999999996
4.4,-3.998,-4.486000000000001
4.6,-3.9389999999999996,-5.14
4.8,-3.7880000000000003,-5.648
5.0,-3.5239999999999996,-6.024
5.2,-3.182,-6.195
5.4,-2.694,-6.186
5.6,-2.151,-6.015
5.8,-1.565,-5.687
6.0,-0.9259999999999999,-5.194
6.2,-0.261,-4.564
6.4,0.39299999999999996,-3.7969999999999997
6.6,1.053,-2.943
6.8,1.6580000000000001,-2.024
7.0,2.215,-1.033
7.2,2.718,-0.037000000000000005
7.4,3.138,0.9690000000000001
7.6,3.48,1.956
7.8,3.7239999999999998,2.8739999999999997
8.0,3.875,3.748
8.2,3.929,4.525
8.4,3.89,5.178999999999999
8.6,3.7439999999999998,5.7170000000000005
8.8,3.509,6.122000000000001
9.0,3.201,6.3660000000000005
9.2,2.7769999999999997,6.425
9.4,2.278,6.337000000000001
9.6,1.736,6.103
9.8,1.155,5.731
10.0,0.574,5.218999999999999
10.2,-0.042,4.584
10.4,-0.657,3.832
10.6,-1.253,2.972
10.8,-1.834,2.059
11.0,-2.352,1.0959999999999999
11.2,-2.8160000000000003,0.11
11.4,-3.2110000000000003,-0.8859999999999999
11.6,-3.543,-1.8780000000000001
11.8,-3.7880000000000003,-2.806
12.0,-3.9339999999999997,-3.68
12.2,-3.9930000000000003,-4.462
12.4,-3.944,-5.1160000000000005
12.6,-3.7880000000000003,-5.638999999999999
12.8,-3.534,-6.005
13.0,-3.1919999999999997,-6.19
13.2,-2.7030000000000003,-6.19
13.4,-2.166,-6.024
13.6,-1.58,-5.707000000000001
13.8,-0.95,-5.204
14.0,-0.276,-4.579
14.2,0.374,-3.8169999999999997
14.4,1.033,-2.967
14.6,1.639,-2.0540000000000003
14.8,2.19,-1.062
15.0,2.7030000000000003,-0.061
15.2,3.133,0.955
15.4,3.47,1.922
15.6,3.7239999999999998,2.86
15.8,3.875,3.7239999999999998
16.0,3.9339999999999997,4.505
16.2,3.895,5.16
16.4,3.748,5.707000000000001
16.6,3.5239999999999996,6.112
16.8,3.2060000000000004,6.3660000000000005
17.0,2.786,6.43
17.2,2.298,6.337000000000001
17.4,1.751,6.103
17.6,1.17,5.736000000000001
17.8,0.589,5.233
18.0,-0.032,4.593
18.2,-0.642,3.846
18.4,-1.238,2.9960000000000004
18.6,-1.819,2.083
18.8,-2.3369999999999997,1.121
19.0,-2.801,0.129
19.2,-3.201,-0.857
19.4,-3.534,-1.8530000000000002
19.6,-3.783,-2.7960000000000003
19.8,-3.9389999999999996,-3.661
20.0,-3.9930000000000003,-4.374
