Laatste: Tijd (s),Laatste: Potential 1 (V),Laatste: Potential 2 (V)
0.1022,0.081,-7.148
0.1024,0.081,-7.122999999999999
0.1026,0.09,-7.099
0.1028,0.09,-7.074
0.103,0.095,-7.045
0.1032,0.095,-7.026
0.1034,0.095,-7.001
0.1036,0.095,-6.987
0.1038,0.095,-6.962000000000001
0.104,0.1,-6.928
0.1042,0.105,-6.904
0.1044,0.11,-6.874
0.1046,0.11,-6.85
0.1048,0.11,-6.825
0.105,0.11,-6.801
0.1052,0.11,-6.777
0.1054,0.11,-6.747000000000001
0.1056,0.12,-6.712999999999999
0.1058,0.12,-6.689
0.106,0.12,-6.659
0.1062,0.125,-6.625
0.1064,0.129,-6.601
0.1066,0.125,-6.571000000000001
0.1068,0.129,-6.542000000000001
0.107,0.125,-6.513
0.1072,0.129,-6.479
0.1074,0.134,-6.444
0.1076,0.134,-6.415
0.1078,0.139,-6.381
0.108,0.139,-6.352
0.1082,0.139,-6.317
0.1084,0.139,-6.287999999999999
0.1086,0.14400000000000002,-6.254
0.1088,0.14400000000000002,-6.22
0.109,0.149,-6.181
0.1092,0.149,-6.147
0.1094,0.154,-6.112
0.1096,0.159,-6.077999999999999
0.1098,0.154,-6.039
0.11,0.159,-6.01
0.1102,0.154,-5.976
0.1104,0.159,-5.932
0.1106,0.16399999999999998,-5.893
0.1108,0.168,-5.858
0.111,0.168,-5.819
0.1112,0.17300000000000001,-5.785
0.1114,0.168,-5.7410000000000005
0.1116,0.168,-5.712000000000001
0.1118,0.168,-5.672999999999999
0.112,0.17300000000000001,-5.624
0.1122,0.17300000000000001,-5.585
0.1124,0.17800000000000002,-5.541
0.1126,0.183,-5.507000000000001
0.1128,0.183,-5.462999999999999
0.113,0.183,-5.4239999999999995
0.1132,0.183,-5.388999999999999
0.1134,0.183,-5.346
0.1136,0.188,-5.3020000000000005
0.1138,0.188,-5.257999999999999
0.114,0.193,-5.218999999999999
0.1142,0.198,-5.17
0.1144,0.198,-5.136
0.1146,0.193,-5.096
0.1148,0.193,-5.053
0.115,0.188,-5.013
0.1152,0.198,-4.965
0.1154,0.203,-4.916
0.1156,0.203,-4.872
0.1158,0.203,-4.833
0.116,0.20800000000000002,-4.784
0.1162,0.203,-4.745
0.1164,0.203,-4.7010000000000005
0.1166,0.20800000000000002,-4.652
0.1168,0.20800000000000002,-4.6080000000000005
0.117,0.20800000000000002,-4.559
0.1172,0.212,-4.51
0.1174,0.212,-4.462
0.1176,0.217,-4.422
0.1178,0.217,-4.374
0.118,0.212,-4.33
0.1182,0.212,-4.281000000000001
0.1184,0.217,-4.237
0.1186,0.222,-4.183
0.1188,0.222,-4.1339999999999995
0.119,0.22699999999999998,-4.085
0.1192,0.222,-4.042
0.1194,0.22699999999999998,-3.998
0.1196,0.222,-3.949
0.1198,0.222,-3.895
0.12,0.23199999999999998,-3.846
0.1202,0.22699999999999998,-3.792
0.1204,0.23199999999999998,-3.7439999999999998
0.1206,0.237,-3.695
0.1208,0.23199999999999998,-3.6460000000000004
0.121,0.22699999999999998,-3.602
0.1212,0.22699999999999998,-3.548
0.1214,0.23199999999999998,-3.495
0.1216,0.237,-3.446
0.1218,0.237,-3.392
0.122,0.242,-3.343
0.1222,0.242,-3.2889999999999997
0.1224,0.237,-3.241
0.1226,0.242,-3.1919999999999997
0.1228,0.242,-3.138
