Laatste: Tijd (ms),Laatste: Potential 1 (V),Laatste: Potential 2 (V)
0.0,1.419,-0.94
0.2,1.443,-0.637
0.4,1.453,-0.335
0.6,1.4680000000000002,-0.027000000000000003
0.8,1.4869999999999999,0.28600000000000003
1.0,1.4969999999999999,0.593
1.2,1.507,0.9009999999999999
1.4,1.5119999999999998,1.209
1.6,1.516,1.507
1.8,1.5119999999999998,1.81
2.0,1.507,2.1069999999999998
2.2,1.507,2.396
2.4,1.5019999999999998,2.6889999999999996
2.6,1.492,2.977
2.8,1.482,3.26
3.0,1.473,3.5380000000000003
3.2,1.453,3.807
3.4,1.429,4.066
3.6,1.409,4.32
3.8,1.38,4.569
4.0,1.36,4.8180000000000005
4.2,1.331,5.048
4.4,1.3019999999999998,5.282
4.6,1.272,5.492000000000001
4.8,1.2329999999999999,5.707000000000001
5.0,1.199,5.902
5.2,1.16,6.093
5.4,1.121,6.278
5.6,1.082,6.449
5.8,1.038,6.62
6.0,0.9940000000000001,6.772
6.2,0.95,6.9079999999999995
6.4,0.8959999999999999,7.035
6.6,0.847,7.153
6.8,0.799,7.26
7.0,0.745,7.358
7.2,0.696,7.446000000000001
7.4,0.642,7.519
7.6,0.589,7.582000000000001
7.8,0.535,7.636
8.0,0.48100000000000004,7.665
8.2,0.413,7.68
8.4,0.344,7.68
8.6,0.281,7.675
8.8,0.217,7.656000000000001
9.0,0.154,7.621
9.2,0.09,7.582000000000001
9.4,0.032,7.524
9.6,-0.032,7.455
9.8,-0.095,7.372000000000001
10.0,-0.159,7.28
10.2,-0.212,7.182
10.4,-0.271,7.07
10.6,-0.335,6.943
10.8,-0.38799999999999996,6.811
11.0,-0.452,6.664
11.2,-0.505,6.502999999999999
11.4,-0.564,6.337000000000001
11.6,-0.623,6.156000000000001
11.8,-0.6759999999999999,5.971
12.0,-0.73,5.78
12.2,-0.779,5.575
12.4,-0.828,5.36
12.6,-0.877,5.14
12.8,-0.93,4.9110000000000005
13.0,-0.9740000000000001,4.676
13.2,-1.023,4.427
13.4,-1.057,4.183
13.6,-1.101,3.929
13.8,-1.136,3.661
14.0,-1.179,3.392
14.2,-1.219,3.109
14.4,-1.258,2.825
14.6,-1.2919999999999998,2.542
14.8,-1.321,2.259
15.0,-1.35,1.966
15.2,-1.375,1.6680000000000001
15.4,-1.399,1.375
15.6,-1.4240000000000002,1.077
15.8,-1.443,0.764
16.0,-1.463,0.462
16.2,-1.4769999999999999,0.159
16.4,-1.492,-0.14400000000000002
16.6,-1.4969999999999999,-0.442
16.8,-1.507,-0.745
17.0,-1.5119999999999998,-1.043
17.2,-1.516,-1.35
17.4,-1.526,-1.653
17.6,-1.526,-1.9509999999999998
17.8,-1.521,-2.244
18.0,-1.516,-2.532
18.2,-1.5119999999999998,-2.821
18.4,-1.5019999999999998,-3.1039999999999996
18.6,-1.4869999999999999,-3.3819999999999997
18.8,-1.473,-3.661
19.0,-1.463,-3.929
19.2,-1.443,-4.1930000000000005
19.4,-1.429,-4.447
19.6,-1.399,-4.691
19.8,-1.375,-4.935
20.0,-1.3459999999999999,-5.165
20.2,-1.311,-5.385
20.4,-1.2770000000000001,-5.6
20.6,-1.2429999999999999,-5.805
20.8,-1.209,-6.005
21.0,-1.17,-6.186
21.2,-1.126,-6.357
21.4,-1.082,-6.523
21.6,-1.033,-6.669
21.8,-0.9840000000000001,-6.811
22.0,-0.935,-6.943
22.2,-0.882,-7.065
22.4,-0.833,-7.172000000000001
22.6,-0.784,-7.27
22.8,-0.72,-7.343
23.0,-0.667,-7.4110000000000005
23.2,-0.603,-7.46
23.4,-0.545,-7.5089999999999995
23.6,-0.48100000000000004,-7.524
23.8,-0.40299999999999997,-7.524
24.0,-0.335,-7.519
24.2,-0.266,-7.495
24.4,-0.193,-7.4510000000000005
24.6,-0.125,-7.402
24.8,-0.051,-7.337999999999999
25.0,0.017,-7.26
25.2,0.081,-7.1770000000000005
25.4,0.149,-7.079
25.6,0.212,-6.962000000000001
25.8,0.276,-6.84
26.0,0.33899999999999997,-6.6979999999999995
26.2,0.413,-6.547000000000001
26.4,0.47600000000000003,-6.386
26.6,0.54,-6.21
26.8,0.603,-6.024
27.0,0.662,-5.829
27.2,0.72,-5.624
27.4,0.774,-5.404
27.6,0.838,-5.178999999999999
27.8,0.8909999999999999,-4.945
28.0,0.95,-4.7010000000000005
28.2,0.9990000000000001,-4.442
28.4,1.048,-4.1930000000000005
28.6,1.092,-3.924
28.8,1.136,-3.661
29.0,1.175,-3.3819999999999997
29.2,1.219,-3.0989999999999998
29.4,1.253,-2.8160000000000003
29.6,1.2919999999999998,-2.5180000000000002
29.8,1.321,-2.234
30.0,1.35,-1.932
30.2,1.37,-1.643
30.4,1.389,-1.3359999999999999
30.6,1.419,-1.033
30.8,1.4380000000000002,-0.725
31.0,1.453,-0.418
31.2,1.473,-0.11
31.4,1.482,0.193
31.6,1.492,0.501
31.8,1.4969999999999999,0.799
32.0,1.5019999999999998,1.1059999999999999
32.2,1.5119999999999998,1.4140000000000001
