Laatste: Tijd (ms),Laatste: Potential 1 (V),Laatste: Potential 2 (V)
24.2,-0.20800000000000002,-6.082999999999999
24.4,0.11,-5.736000000000001
24.6,0.418,-5.3260000000000005
24.8,0.725,-4.867
25.0,1.033,-4.354
25.2,1.321,-3.807
25.4,1.59,-3.236
25.6,1.834,-2.615
25.8,2.073,-1.966
26.0,2.2880000000000003,-1.3159999999999998
26.2,2.474,-0.637
26.4,2.635,0.037000000000000005
26.6,2.772,0.706
26.8,2.884,1.375
27.0,2.967,2.039
27.2,3.0210000000000004,2.6689999999999996
27.4,3.045,3.284
27.6,3.04,3.866
27.8,3.0060000000000002,4.4030000000000005
28.0,2.947,4.916
28.2,2.86,5.37
28.4,2.747,5.785
28.6,2.611,6.142
28.8,2.449,6.454
29.0,2.269,6.6979999999999995
29.2,2.063,6.888999999999999
29.4,1.8530000000000002,7.001
29.6,1.585,7.04
29.8,1.3159999999999998,7.021
30.0,1.038,6.938
30.2,0.755,6.811
30.4,0.486,6.615
30.6,0.198,6.357
30.8,-0.1,6.029
31.0,-0.39299999999999996,5.6579999999999995
31.2,-0.6759999999999999,5.228
31.4,-0.955,4.774
31.6,-1.219,4.261
31.8,-1.4869999999999999,3.7
32.0,-1.7309999999999999,3.1180000000000003
32.2,-1.9609999999999999,2.5180000000000002
32.4,-2.166,1.883
32.6,-2.3609999999999998,1.2429999999999999
32.8,-2.5269999999999997,0.584
33.0,-2.6689999999999996,-0.085
33.2,-2.801,-0.745
33.4,-2.908,-1.4140000000000001
33.6,-2.987,-2.063
33.8,-3.035,-2.698
34.0,-3.065,-3.3139999999999996
34.2,-3.065,-3.895
34.4,-3.031,-4.437
34.6,-2.967,-4.935
34.8,-2.8689999999999998,-5.385
35.0,-2.752,-5.785
35.2,-2.6010000000000004,-6.122000000000001
35.4,-2.435,-6.41
35.6,-2.239,-6.635
35.8,-2.024,-6.791
36.0,-1.775,-6.855
36.2,-1.492,-6.855
36.4,-1.199,-6.777
36.6,-0.8959999999999999,-6.63
36.8,-0.579,-6.41
37.0,-0.261,-6.1370000000000005
37.2,0.046,-5.8
37.4,0.364,-5.404
37.6,0.6759999999999999,-4.945
37.8,0.9840000000000001,-4.437
38.0,1.2770000000000001,-3.9
38.2,1.551,-3.324
38.4,1.795,-2.7230000000000003
38.6,2.0340000000000003,-2.0780000000000003
38.8,2.244,-1.4240000000000002
39.0,2.444,-0.755
39.2,2.611,-0.076
39.4,2.7569999999999997,0.598
39.6,2.8689999999999998,1.272
39.8,2.952,1.922
40.0,3.016,2.503
