Laatste: Tijd (ms),Laatste: Potential 1 (V),Laatste: Potential 2 (V)
0.0,2.532,-0.613
0.2,2.8789999999999996,0.261
0.4,3.167,1.14
0.6,3.387,2.005
0.8,3.548,2.835
1.0,3.641,3.6069999999999998
1.2,3.661,4.315
1.4,3.6210000000000004,4.94
1.6,3.514,5.482
1.8,3.343,5.941
2.0,3.1180000000000003,6.292999999999999
2.2,2.845,6.547000000000001
2.4,2.503,6.64
2.6,2.103,6.615
2.8,1.6680000000000001,6.4879999999999995
3.0,1.214,6.249
3.2,0.75,5.9270000000000005
3.4,0.271,5.477
3.6,-0.212,4.935
3.8,-0.696,4.315
4.0,-1.165,3.612
4.2,-1.619,2.845
4.4,-2.044,2.0340000000000003
4.6,-2.425,1.194
4.8,-2.762,0.32
5.0,-3.06,-0.545
5.2,-3.3089999999999997,-1.4240000000000002
5.4,-3.4989999999999997,-2.274
5.6,-3.636,-3.074
5.8,-3.7,-3.8360000000000003
6.0,-3.7,-4.525
6.2,-3.6310000000000002,-5.1160000000000005
6.4,-3.495,-5.619
6.6,-3.2889999999999997,-6.015
6.8,-3.016,-6.297999999999999
7.0,-2.6889999999999996,-6.42
7.2,-2.274,-6.415
7.4,-1.824,-6.292999999999999
7.6,-1.35,-6.053999999999999
7.8,-0.8420000000000001,-5.672999999999999
8.0,-0.315,-5.189
8.2,0.20800000000000002,-4.6080000000000005
8.4,0.73,-3.924
8.6,1.238,-3.1919999999999997
8.8,1.6969999999999998,-2.396
9.0,2.1319999999999997,-1.541
9.2,2.5269999999999997,-0.667
9.4,2.864,0.20800000000000002
9.6,3.153,1.082
9.8,3.372,1.946
10.0,3.5380000000000003,2.7769999999999997
10.2,3.636,3.5580000000000003
10.4,3.665,4.271
10.6,3.6310000000000002,4.9110000000000005
10.8,3.5239999999999996,5.457999999999999
11.0,3.358,5.912000000000001
11.2,3.138,6.278
11.4,2.86,6.532
11.6,2.5269999999999997,6.63
11.8,2.1319999999999997,6.62
12.0,1.6969999999999998,6.502999999999999
12.2,1.248,6.274
12.4,0.784,5.946000000000001
12.6,0.3,5.502000000000001
12.8,-0.188,4.968999999999999
13.0,-0.667,4.343999999999999
13.2,-1.136,3.6510000000000002
13.4,-1.595,2.8789999999999996
13.6,-2.02,2.083
13.8,-2.396,1.248
14.0,-2.737,0.38299999999999995
14.2,-3.04,-0.496
14.4,-3.2939999999999996,-1.375
14.6,-3.49,-2.225
14.8,-3.6310000000000002,-3.035
15.0,-3.7,-3.7880000000000003
15.2,-3.7,-4.476
15.4,-3.6310000000000002,-5.082
15.6,-3.5039999999999996,-5.585
15.8,-3.299,-5.99
16.0,-3.04,-6.2829999999999995
16.2,-2.718,-6.42
16.4,-2.303,-6.425
16.6,-1.8530000000000002,-6.308
16.8,-1.38,-6.063
17.0,-0.872,-5.692
17.2,-0.335,-5.218999999999999
17.4,0.17800000000000002,-4.6419999999999995
17.6,0.701,-3.9730000000000003
17.8,1.204,-3.241
18.0,1.6680000000000001,-2.44
18.2,2.1069999999999998,-1.595
18.4,2.503,-0.72
18.6,2.85,0.168
18.8,3.138,1.043
19.0,3.363,1.9069999999999998
19.2,3.5239999999999996,2.728
19.4,3.6210000000000004,3.5039999999999996
19.6,3.661,4.232
19.8,3.6310000000000002,4.877
20.0,3.534,5.433
20.2,3.372,5.897
20.4,3.153,6.254
20.6,2.8789999999999996,6.518
20.8,2.5469999999999997,6.63
21.0,2.147,6.62
21.2,1.7169999999999999,6.513
21.4,1.2770000000000001,6.287999999999999
21.6,0.8079999999999999,5.971
21.8,0.335,5.5360000000000005
22.0,-0.154,5.004
22.2,-0.642,4.398
22.4,-1.111,3.695
22.6,-1.57,2.928
22.8,-2.0,2.137
23.0,-2.376,1.297
23.2,-2.718,0.43200000000000005
23.4,-3.0210000000000004,-0.447
23.6,-3.275,-1.3159999999999998
23.8,-3.48,-2.176
24.0,-3.6210000000000004,-2.987
24.2,-3.7,-3.753
24.4,-3.705,-4.447
24.6,-3.641,-5.048
24.8,-3.509,-5.556
25.0,-3.3089999999999997,-5.966
25.2,-3.05,-6.263999999999999
25.4,-2.737,-6.415
25.6,-2.332,-6.425
25.8,-1.8880000000000001,-6.322
26.0,-1.4140000000000001,-6.087999999999999
26.2,-0.9109999999999999,-5.722
26.4,-0.374,-5.252999999999999
26.6,0.149,-4.681
26.8,0.672,-4.007
27.0,1.175,-3.284
27.2,1.643,-2.498
27.4,2.073,-1.6480000000000001
27.6,2.479,-0.779
27.8,2.825,0.105
28.0,3.123,0.9890000000000001
28.2,3.353,1.849
28.4,3.5239999999999996,2.6839999999999997
28.6,3.6210000000000004,3.465
28.8,3.665,4.1930000000000005
29.0,3.6310000000000002,4.833
29.2,3.534,5.394
29.4,3.377,5.867999999999999
29.6,3.162,6.239
29.8,2.8989999999999996,6.513
30.0,2.576,6.615
