Laatste: Tijd (ms),Laatste: Potential 1 (V),Laatste: Potential 2 (V)
28.6,0.9990000000000001,-4.7010000000000005
28.8,1.219,-4.242
29.0,1.429,-3.748
29.2,1.624,-3.236
29.4,1.8,-2.698
29.6,1.976,-2.1319999999999997
29.8,2.1319999999999997,-1.56
30.0,2.2640000000000002,-0.9740000000000001
30.2,2.391,-0.39799999999999996
30.4,2.4930000000000003,0.198
30.6,2.576,0.794
30.8,2.65,1.375
31.0,2.7030000000000003,1.956
31.2,2.733,2.513
31.4,2.742,3.055
31.6,2.733,3.5780000000000003
31.8,2.7030000000000003,4.0760000000000005
32.0,2.659,4.545
32.2,2.6010000000000004,4.989
32.4,2.523,5.404
32.6,2.43,5.775
32.8,2.3169999999999997,6.107
33.0,2.186,6.391
33.2,2.044,6.65
33.4,1.8880000000000001,6.86
33.6,1.726,7.026
33.8,1.556,7.153
34.0,1.355,7.2010000000000005
34.2,1.145,7.211
34.4,0.9259999999999999,7.167000000000001
34.6,0.706,7.0889999999999995
34.8,0.491,6.962000000000001
35.0,0.276,6.7860000000000005
35.2,0.046,6.571000000000001
35.4,-0.17300000000000001,6.308
35.6,-0.39799999999999996,6.005
35.8,-0.618,5.6579999999999995
36.0,-0.823,5.292000000000001
36.2,-1.033,4.877
36.4,-1.238,4.422
36.6,-1.433,3.944
36.8,-1.629,3.451
37.0,-1.795,2.923
37.2,-1.956,2.386
37.4,-2.0980000000000003,1.839
37.6,-2.225,1.2770000000000001
37.8,-2.347,0.696
38.0,-2.449,0.12
38.2,-2.542,-0.466
38.4,-2.615,-1.048
38.6,-2.6689999999999996,-1.624
38.8,-2.718,-2.19
39.0,-2.737,-2.737
39.2,-2.747,-3.28
39.4,-2.737,-3.7969999999999997
39.6,-2.708,-4.291
39.8,-2.659,-4.745
40.0,-2.591,-5.126
