Laatste: Tijd (ms),Laatste: Potential 1 (V),Laatste: Potential 2 (V)
0.0,-2.938,-5.419
0.2,-2.029,-4.7989999999999995
0.4,-0.9990000000000001,-3.895
0.6,0.081,-2.767
0.8,1.14,-1.5019999999999998
1.0,2.103,-0.154
1.2,2.967,1.214
1.4,3.6460000000000004,2.523
1.6,4.1339999999999995,3.675
1.8,4.388,4.657
2.0,4.398,5.385
2.2,4.183,5.8629999999999995
2.4,3.748,5.99
2.6,3.0789999999999997,5.814
2.8,2.2640000000000002,5.341
3.0,1.321,4.623
3.2,0.354,3.636
3.4,-0.667,2.488
3.6,-1.6480000000000001,1.194
3.8,-2.537,-0.149
4.0,-3.3139999999999996,-1.4869999999999999
4.2,-3.924,-2.767
4.4,-4.3389999999999995,-3.9
4.6,-4.51,-4.803
4.8,-4.4319999999999995,-5.443
5.0,-4.129,-5.751
5.2,-3.5239999999999996,-5.687
5.4,-2.7230000000000003,-5.292000000000001
5.6,-1.78,-4.5889999999999995
5.8,-0.72,-3.6210000000000004
6.0,0.359,-2.44
6.2,1.409,-1.16
6.4,2.347,0.198
6.6,3.162,1.556
6.8,3.792,2.83
7.0,4.212,3.944
7.2,4.408,4.867
7.4,4.364,5.541
7.6,4.1,5.937
7.8,3.592,5.98
8.0,2.884,5.726
8.2,2.039,5.178999999999999
8.4,1.077,4.393
8.6,0.09,3.3680000000000003
8.8,-0.9259999999999999,2.166
9.0,-1.8969999999999998,0.862
9.2,-2.747,-0.47600000000000003
9.4,-3.485,-1.819
9.6,-4.046,-3.07
9.8,-4.4030000000000005,-4.159
10.0,-4.52,-4.994
10.2,-4.388,-5.565
10.4,-4.012,-5.77
10.6,-3.338,-5.614
10.8,-2.488,-5.14
11.0,-1.516,-4.359
11.2,-0.442,-3.343
11.4,0.623,-2.1319999999999997
11.6,1.6340000000000001,-0.833
11.8,2.5669999999999997,0.54
12.0,3.333,1.883
12.2,3.9189999999999996,3.1180000000000003
12.4,4.2860000000000005,4.203
12.6,4.422,5.067
12.8,4.32,5.678
13.0,4.002,5.976
13.2,3.426,5.941
13.4,2.679,5.609
13.6,1.795,4.989
13.8,0.833,4.149
14.0,-0.168,3.065
14.2,-1.17,1.834
14.4,-2.122,0.52
14.6,-2.943,-0.833
14.8,-3.6460000000000004,-2.156
15.0,-4.164,-3.3680000000000003
15.2,-4.462,-4.388
15.4,-4.51,-5.165
15.6,-4.305,-5.653
15.8,-3.8510000000000004,-5.751
16.0,-3.133,-5.516
16.2,-2.239,-4.965
16.4,-1.253,-4.125
16.6,-0.17300000000000001,-3.045
16.8,0.8859999999999999,-1.805
17.0,1.883,-0.47600000000000003
17.2,2.781,0.8959999999999999
17.4,3.514,2.22
17.6,4.042,3.4160000000000004
17.8,4.349,4.447
18.0,4.418,5.242999999999999
18.2,4.256,5.78
18.4,3.885,5.99
18.6,3.245,5.888
18.8,2.469,5.477
19.0,1.556,4.808
19.2,0.589,3.895
19.4,-0.42700000000000005,2.781
19.6,-1.433,1.507
19.8,-2.347,0.17300000000000001
20.0,-3.1430000000000002,-1.038
