Laatste: Tijd (ms),Laatste: Potential 1 (V),Laatste: Potential 2 (V)
0.0,0.071,-6.567
0.2,0.22699999999999998,-6.3420000000000005
0.4,0.39299999999999996,-6.087999999999999
0.6,0.569,-5.795
0.8,0.735,-5.468
1.0,0.9009999999999999,-5.131
1.2,1.062,-4.755
1.4,1.214,-4.349
1.6,1.365,-3.9389999999999996
1.8,1.4969999999999999,-3.509
2.0,1.619,-3.06
2.2,1.736,-2.6010000000000004
2.4,1.849,-2.122
2.6,1.9509999999999998,-1.6340000000000001
2.8,2.044,-1.136
3.0,2.127,-0.637
3.2,2.2,-0.129
3.4,2.254,0.374
3.6,2.3080000000000003,0.872
3.8,2.342,1.365
4.0,2.366,1.8530000000000002
4.2,2.376,2.327
4.4,2.381,2.806
4.6,2.376,3.26
4.8,2.3569999999999998,3.705
5.0,2.327,4.129
5.2,2.283,4.53
5.4,2.234,4.916
5.6,2.166,5.277
5.8,2.0980000000000003,5.614
6.0,2.02,5.922000000000001
6.2,1.9269999999999998,6.21
6.4,1.829,6.4639999999999995
6.6,1.726,6.6979999999999995
6.8,1.604,6.894
7.0,1.4869999999999999,7.06
7.2,1.36,7.197
7.4,1.2229999999999999,7.309
7.6,1.092,7.3629999999999995
7.8,0.9259999999999999,7.377000000000001
8.0,0.764,7.367999999999999
8.2,0.603,7.324
8.4,0.447,7.25
8.6,0.29100000000000004,7.148
8.8,0.125,7.006
9.0,-0.037000000000000005,6.84
9.2,-0.188,6.64
9.4,-0.354,6.405
9.6,-0.51,6.147
9.8,-0.662,5.858
10.0,-0.818,5.546
10.2,-0.9690000000000001,5.204
10.4,-1.111,4.842
10.6,-1.253,4.462
10.8,-1.385,4.056
11.0,-1.516,3.6310000000000002
11.2,-1.6340000000000001,3.1919999999999997
11.4,-1.746,2.733
11.6,-1.849,2.274
11.8,-1.9409999999999998,1.805
12.0,-2.029,1.3159999999999998
12.2,-2.0980000000000003,0.833
12.4,-2.166,0.349
12.6,-2.23,-0.14400000000000002
12.8,-2.278,-0.642
13.0,-2.313,-1.131
13.2,-2.3569999999999998,-1.619
13.4,-2.376,-2.1069999999999998
13.6,-2.391,-2.5810000000000004
13.8,-2.391,-3.04
14.0,-2.376,-3.49
14.2,-2.352,-3.924
14.4,-2.322,-4.335
14.6,-2.274,-4.73
14.8,-2.225,-5.101
15.0,-2.161,-5.4479999999999995
15.2,-2.083,-5.775
15.4,-1.98,-6.059
15.6,-1.8880000000000001,-6.317
15.8,-1.78,-6.5520000000000005
16.0,-1.6580000000000001,-6.747000000000001
16.2,-1.531,-6.917999999999999
16.4,-1.409,-7.06
16.6,-1.2770000000000001,-7.162000000000001
16.8,-1.121,-7.206
17.0,-0.945,-7.206
17.2,-0.774,-7.1770000000000005
17.4,-0.593,-7.104
17.6,-0.413,-6.996
17.8,-0.237,-6.86
18.0,-0.061,-6.694
18.2,0.115,-6.4879999999999995
18.4,0.28600000000000003,-6.239
18.6,0.462,-5.966
18.8,0.632,-5.662999999999999
19.0,0.8079999999999999,-5.331
19.2,0.9740000000000001,-4.968999999999999
19.4,1.131,-4.593
19.6,1.2770000000000001,-4.188
19.8,1.4140000000000001,-3.7680000000000002
20.0,1.541,-3.3280000000000003
20.2,1.6680000000000001,-2.8739999999999997
20.4,1.785,-2.4
20.6,1.893,-1.9169999999999998
20.8,1.995,-1.429
21.0,2.0780000000000003,-0.93
21.2,2.156,-0.43200000000000005
21.4,2.22,0.076
21.6,2.274,0.574
21.8,2.3169999999999997,1.077
22.0,2.3569999999999998,1.57
22.2,2.376,2.0540000000000003
22.4,2.386,2.532
22.6,2.381,2.991
22.8,2.371,3.446
23.0,2.342,3.8710000000000004
23.2,2.3080000000000003,4.291
23.4,2.2640000000000002,4.691
23.6,2.21,5.067
23.8,2.147,5.4239999999999995
24.0,2.068,5.746
24.2,1.98,6.044
24.4,1.883,6.313
24.6,1.78,6.557
24.8,1.673,6.777
25.0,1.565,6.962000000000001
25.2,1.4380000000000002,7.122999999999999
25.4,1.311,7.25
25.6,1.179,7.337999999999999
25.8,1.023,7.372000000000001
26.0,0.862,7.372000000000001
26.2,0.696,7.348
26.4,0.535,7.2989999999999995
26.6,0.38299999999999995,7.211
26.8,0.22699999999999998,7.099
27.0,0.071,6.947
27.2,-0.095,6.7620000000000005
27.4,-0.261,6.547000000000001
27.6,-0.42200000000000004,6.297999999999999
27.8,-0.579,6.02
28.0,-0.73,5.731
28.2,-0.882,5.409
28.4,-1.028,5.067
28.6,-1.16,4.696000000000001
28.8,-1.3019999999999998,4.295
29.0,-1.443,3.875
29.2,-1.565,3.446
29.4,-1.6869999999999998,2.9960000000000004
