Laatste: Tijd (ms),Laatste: Potential 1 (V),Laatste: Potential 2 (V)
0.0,-0.042,1.3459999999999999
0.2,-1.8530000000000002,-0.818
0.4,-3.46,-2.8789999999999996
0.6,-4.579,-4.462
0.8,-4.955,-5.297000000000001
1.0,-4.481,-5.106
1.2,-3.187,-4.042
1.4,-1.385,-2.283
1.6,0.632,-0.168
1.8,2.464,1.98
2.0,3.905,3.841
2.2,4.696000000000001,5.101
2.4,4.74,5.58
2.6,3.998,5.175
2.8,2.625,3.978
3.0,0.867,2.225
3.2,-1.048,0.105
3.4,-2.806,-2.039
3.6,-4.178,-3.8560000000000003
3.8,-4.896,-5.043
4.0,-4.813,-5.3020000000000005
4.2,-3.822,-4.5889999999999995
4.4,-2.195,-3.1039999999999996
4.6,-0.252,-1.082
4.8,1.692,1.077
5.0,3.358,3.1039999999999996
5.2,4.437,4.652
5.4,4.813,5.492000000000001
5.6,4.413,5.443
5.8,3.2939999999999996,4.584
6.0,1.6480000000000001,3.05
6.2,-0.237,1.033
6.4,-2.088,-1.131
6.6,-3.656,-3.128
6.8,-4.681,-4.632
7.0,-4.94,-5.331
7.2,-4.335,-5.0089999999999995
7.4,-2.947,-3.832
7.6,-1.1159999999999999,-2.01
7.8,0.9009999999999999,0.134
8.0,2.708,2.2880000000000003
8.2,4.056,4.056
8.4,4.755,5.218999999999999
8.6,4.686,5.57
8.8,3.841,5.048
9.0,2.396,3.763
9.2,0.589,1.9269999999999998
9.4,-1.331,-0.212
9.6,-3.035,-2.3169999999999997
9.8,-4.33,-4.081
10.0,-4.93,-5.072
