Laatste: Tijd (ms),Laatste: Potential 1 (V),Laatste: Potential 2 (V)
0.0,-1.819,-6.707999999999999
0.2,-1.5019999999999998,-6.65
0.4,-1.15,-6.492999999999999
0.6,-0.774,-6.239
0.8,-0.38299999999999995,-5.922000000000001
1.0,-0.002,-5.526
1.2,0.374,-5.067
1.4,0.75,-4.53
1.6,1.1159999999999999,-3.9339999999999997
1.8,1.463,-3.324
2.0,1.77,-2.645
2.2,2.073,-1.9369999999999998
2.4,2.352,-1.209
2.6,2.596,-0.462
2.8,2.801,0.281
3.0,2.967,1.018
3.2,3.1039999999999996,1.751
3.4,3.197,2.459
3.6,3.255,3.138
3.8,3.275,3.783
4.0,3.255,4.388
4.2,3.197,4.945
4.4,3.1039999999999996,5.4239999999999995
4.6,2.967,5.853
4.8,2.801,6.21
5.0,2.6010000000000004,6.507999999999999
5.2,2.381,6.742000000000001
5.4,2.1319999999999997,6.869
5.6,1.824,6.9079999999999995
5.8,1.507,6.874
6.0,1.179,6.752000000000001
6.2,0.828,6.571000000000001
6.4,0.496,6.317
6.6,0.149,5.98
6.8,-0.20800000000000002,5.585
7.0,-0.5589999999999999,5.121
7.2,-0.8959999999999999,4.603
7.4,-1.2229999999999999,4.037
7.6,-1.551,3.4019999999999997
7.8,-1.8530000000000002,2.742
8.0,-2.1319999999999997,2.059
8.2,-2.381,1.3459999999999999
8.4,-2.596,0.632
8.6,-2.7960000000000003,-0.105
8.8,-2.9619999999999997,-0.8420000000000001
9.0,-3.0989999999999998,-1.57
9.2,-3.2060000000000004,-2.2880000000000003
9.4,-3.275,-2.9819999999999998
9.6,-3.3089999999999997,-3.6310000000000002
9.8,-3.2939999999999996,-4.242
10.0,-3.241,-4.808
10.2,-3.148,-5.297000000000001
10.4,-3.016,-5.726
10.6,-2.84,-6.087999999999999
10.8,-2.64,-6.381
11.0,-2.41,-6.601
11.2,-2.1319999999999997,-6.6979999999999995
11.4,-1.81,-6.702999999999999
11.6,-1.4680000000000002,-6.63
11.8,-1.1159999999999999,-6.468999999999999
12.0,-0.74,-6.22
12.2,-0.349,-5.888
12.4,0.022000000000000002,-5.492000000000001
12.6,0.40299999999999997,-5.018
12.8,0.779,-4.486000000000001
13.0,1.145,-3.885
13.2,1.4869999999999999,-3.26
13.4,1.8,-2.5860000000000003
13.6,2.0980000000000003,-1.883
13.8,2.376,-1.15
14.0,2.611,-0.408
14.2,2.8160000000000003,0.33899999999999997
14.4,2.977,1.077
14.6,3.114,1.814
14.8,3.2060000000000004,2.513
15.0,3.26,3.197
15.2,3.28,3.841
15.4,3.255,4.4319999999999995
15.6,3.1919999999999997,4.979
15.8,3.089,5.462999999999999
16.0,2.952,5.882999999999999
16.2,2.781,6.239
16.4,2.5860000000000003,6.537000000000001
16.6,2.3609999999999998,6.757000000000001
16.8,2.112,6.879
17.0,1.8,6.9079999999999995
17.2,1.4769999999999999,6.86
17.4,1.14,6.737
17.6,0.799,6.5520000000000005
17.8,0.47100000000000003,6.292999999999999
18.0,0.115,5.956
18.2,-0.237,5.551
18.4,-0.584,5.087
18.6,-0.9259999999999999,4.559
18.8,-1.253,3.968
19.0,-1.58,3.338
19.2,-1.8880000000000001,2.6839999999999997
19.4,-2.151,2.0
19.6,-2.391,1.3019999999999998
19.8,-2.615,0.569
20.0,-2.8110000000000004,-0.17300000000000001
20.2,-2.977,-0.9059999999999999
20.4,-3.114,-1.639
20.6,-3.216,-2.3609999999999998
20.8,-3.28,-3.035
21.0,-3.304,-3.69
21.2,-3.2889999999999997,-4.295
21.4,-3.236,-4.842
21.6,-3.133,-5.336
21.8,-3.0010000000000003,-5.766
22.0,-2.83,-6.127000000000001
22.2,-2.62,-6.405
22.4,-2.386,-6.615
22.6,-2.1069999999999998,-6.694
22.8,-1.78,-6.6979999999999995
23.0,-1.443,-6.62
23.2,-1.087,-6.449
23.4,-0.706,-6.195
23.6,-0.325,-5.8629999999999995
23.8,0.051,-5.457999999999999
24.0,0.43700000000000006,-4.979
24.2,0.813,-4.4319999999999995
24.4,1.179,-3.8360000000000003
24.6,1.521,-3.201
24.8,1.829,-2.5269999999999997
25.0,2.122,-1.819
25.2,2.391,-1.087
25.4,2.625,-0.344
25.6,2.83,0.408
25.8,2.9960000000000004,1.145
26.0,3.123,1.8780000000000001
26.2,3.216,2.5860000000000003
26.4,3.27,3.25
26.6,3.275,3.885
26.8,3.245,4.481
27.0,3.182,5.023
27.2,3.0789999999999997,5.507000000000001
27.4,2.943,5.917000000000001
27.6,2.767,6.278
27.8,2.571,6.557
28.0,2.342,6.772
28.2,2.0780000000000003,6.874
28.4,1.766,6.904
28.6,1.453,6.855
28.8,1.1159999999999999,6.728
29.0,0.779,6.542000000000001
29.2,0.442,6.278
29.4,0.095,5.9270000000000005
29.6,-0.266,5.5120000000000005
29.8,-0.618,5.038
30.0,-0.955,4.564
