"Laatste: Tijd (ms)";"Laatste: Potential 1 (V)";"Laatste: Potential 2 (V)";"Latest: Time (s)";"Latest: Potential 1 (V)";"Latest: Potential 2 (V)";"Meting 1: Tijd (ms)";"Meting 1: Potential 1 (V)";"Meting 1: Potential 2 (V)";"Meting 2: Tijd (s)";"Meting 2: Potential 1 (V)";"Meting 2: Potential 2 (V)";"Meting 3: Tijd (ms)";"Meting 3: Potential 1 (V)";"Meting 3: Potential 2 (V)";"Meting 4: Tijd (s)";"Meting 4: Potential 1 (V)";"Meting 4: Potential 2 (V)"
34,8000;-0,486;2,659;0,696;6,508;0,056;121,800000;7,578;7,705;0,174;-2,606;7,636;34,8;-0,286;7,109;0,0348;-0,364;-6,215
35,0000;-0,481;2,567;0,700;7,875;-0,027;122,500000;7,582;7,700;0,175;-2,503;7,651;35,0;-0,315;7,016;0,0350;-0,359;-6,283
35,2000;-0,486;2,464;0,704;4,222;-0,061;123,200000;7,582;7,705;0,176;-2,400;7,646;35,2;-0,339;6,928;0,0352;-0,359;-6,347
35,4000;-0,496;2,361;0,708;-8,398;-0,046;123,900000;7,573;7,705;0,177;-2,303;7,651;35,4;-0,364;6,835;0,0354;-0,354;-6,400
35,6000;-0,496;2,264;0,712;-7,416;0,022;124,600000;7,582;7,705;0,178;-2,200;7,646;35,6;-0,388;6,737;0,0356;-0,344;-6,464
35,8000;-0,501;2,166;0,716;-2,010;0,042;125,300000;7,573;7,700;0,179;-2,107;7,651;35,8;-0,413;6,635;0,0358;-0,335;-6,513
36,0000;-0,501;2,068;0,720;8,344;-0,027;126,000000;7,578;7,700;0,180;-2,010;7,651;36,0;-0,437;6,523;0,0360;-0,330;-6,571
36,2000;-0,505;1,971;0,724;6,762;-0,056;126,700000;7,578;7,709;0,181;-1,912;7,651;36,2;-0,466;6,405;0,0362;-0,325;-6,625
36,4000;-0,501;1,873;0,728;-1,873;-0,012;127,400000;7,582;7,705;0,182;-1,819;7,651;36,4;-0,491;6,283;0,0364;-0,315;-6,684
36,6000;-0,505;1,770;0,732;-8,100;0,022;128,100000;7,582;7,700;0,183;-1,726;7,651;36,6;-0,515;6,156;0,0366;-0,315;-6,733
36,8000;-0,510;1,668;0,736;-5,775;0,042;128,800000;7,573;7,700;0,184;-1,634;7,646;36,8;-0,540;6,034;0,0368;-0,315;-6,786
37,0000;-0,510;1,565;0,740;6,855;-0,061;129,500000;7,582;7,705;0,185;-1,541;7,651;37,0;-0,554;5,902;0,0370;-0,300;-6,835
37,2000;-0,515;1,468;0,744;7,856;-0,066;130,200000;7,582;7,700;0,186;-1,448;7,651;37,2;-0,579;5,770;0,0372;-0,295;-6,884
37,4000;-0,515;1,365;0,748;4,115;-0,017;130,900000;7,582;7,695;0,187;-1,360;7,651;37,4;-0,598;5,634;0,0374;-0,286;-6,928
37,6000;-0,515;1,267;0,752;-8,388;0,022;131,600000;7,582;7,705;0,188;-1,263;7,656;37,6;-0,623;5,487;0,0376;-0,281;-6,972
37,8000;-0,520;1,170;0,756;-7,387;0,046;132,300000;7,573;7,700;0,189;-1,175;7,646;37,8;-0,642;5,341;0,0378;-0,271;-7,021
38,0000;-0,515;1,062;0,760;-1,814;-0,066;133,000000;7,582;7,705;0,190;-1,092;7,656;38,0;-0,667;5,184;0,0380;-0,266;-7,060
38,2000;-0,515;0,965;0,764;8,330;-0,071;133,700000;7,582;7,705;0,191;-1,004;7,651;38,2;-0,691;5,033;0,0382;-0,261;-7,109
38,4000;-0,520;0,857;0,768;6,708;-0,022;134,400000;7,582;7,700;0,192;-0,926;7,651;38,4;-0,706;4,877;0,0384;-0,256;-7,148
38,6000;-0,520;0,755;0,772;-2,230;0,051;135,100000;7,582;7,705;0,193;-0,833;7,656;38,6;-0,725;4,720;0,0386;-0,252;-7,182
38,8000;-0,530;0,652;0,776;-8,085;0,046;135,800000;7,582;7,695;0,194;-0,750;7,646;38,8;-0,745;4,554;0,0388;-0,242;-7,221
39,0000;-0,535;0,549;0,780;-5,692;-0,066;136,500000;7,582;7,705;0,195;-0,672;7,651;39,0;-0,764;4,388;0,0390;-0,232;-7,255
39,2000;-0,525;0,452;0,784;7,226;-0,085;137,200000;7,578;7,700;0,196;-0,584;7,656;39,2;-0,774;4,212;0,0392;-0,222;-7,289
39,4000;-0,530;0,349;0,788;7,832;-0,022;137,900000;7,587;7,705;0,197;-0,505;7,651;39,4;-0,799;4,042;0,0394;-0,217;-7,324
39,6000;-0,525;0,247;0,792;3,968;0,061;138,600000;7,582;7,705;0,198;-0,422;7,656;39,6;-0,818;3,866;0,0396;-0,212;-7,363
39,8000;-0,525;0,144;0,796;-8,383;0,051;139,300000;7,587;7,700;0,199;-0,344;7,661;39,8;-0,838;3,675;0,0398;-0,208;-7,392
40,0000;-0,530;0,042;0,800;-7,363;-0,066;140,000000;7,587;7,709;0,200;-0,266;7,656;40,0;-0,852;3,504;0,0400;-0,203;-7,426
40,2000;-0,530;-0,061;0,804;-1,648;-0,110;140,700000;7,587;7,700;0,201;-0,183;7,656;40,2;-0,867;3,324;0,0402;-0,198;-7,446
40,4000;-0,535;-0,168;0,808;8,325;-0,027;141,400000;7,587;7,705;0,202;-0,110;7,651;40,4;-0,877;3,133;0,0404;-0,188;-7,475
40,6000;-0,530;-0,266;0,812;6,654;0,051;142,100000;7,582;7,700;0,203;-0,032;7,661;40,6;-0,891;2,943;0,0406;-0,178;-7,499
40,8000;-0,530;-0,369;0,816;-2,381;0,081;142,800000;7,587;7,700;0,204;0,046;7,656;40,8;-0,906;2,752;0,0408;-0,168;-7,519
41,0000;-0,530;-0,466;0,820;-8,071;-0,056;143,500000;7,587;7,705;0,205;0,120;7,665;41,0;-0,921;2,557;0,0410;-0,164;-7,548
41,2000;-0,530;-0,569;0,824;-5,629;-0,100;144,200000;7,587;7,700;0,206;0,198;7,661;41,2;-0,935;2,361;0,0412;-0,164;-7,573
41,4000;-0,530;-0,676;0,828;7,543;-0,046;144,900000;7,582;7,705;0,207;0,266;7,661;41,4;-0,945;2,166;0,0414;-0,154;-7,592
41,6000;-0,530;-0,779;0,832;7,807;0,046;145,600000;7,587;7,700;0,208;0,344;7,661;41,6;-0,955;1,971;0,0416;-0,149;-7,612
41,8000;-0,535;-0,882;0,836;3,900;0,076;146,300000;7,592;7,705;0,209;0,413;7,656;41,8;-0,965;1,770;0,0418;-0,139;-7,626
42,0000;-0,530;-0,984;0,840;-8,383;-0,061;147,000000;7,582;7,705;0,210;0,486;7,661;42,0;-0,974;1,575;0,0420;-0,134;-7,641
42,2000;-0,535;-1,087;0,844;-7,324;-0,100;147,700000;7,592;7,700;0,211;0,559;7,661;42,2;-0,984;1,380;0,0422;-0,125;-7,661
42,4000;-0,535;-1,189;0,848;-1,516;-0,056;148,400000;7,587;7,705;0,212;0,623;7,661;42,4;-0,994;1,170;0,0424;-0,115;-7,661
42,6000;-0,530;-1,287;0,852;8,310;0,046;149,100000;7,582;7,695;0,213;0,696;7,665;42,6;-1,004;0,965;0,0426;-0,115;-7,680
42,8000;-0,525;-1,385;0,856;6,625;0,076;149,800000;7,592;7,709;0,214;0,764;7,661;42,8;-1,013;0,755;0,0428;-0,105;-7,695
43,0000;-0,525;-1,492;0,860;-2,762;-0,027;150,500000;7,587;7,700;0,215;0,828;7,656;43,0;-1,018;0,549;0,0430;-0,100;-7,709
43,2000;-0,525;-1,595;0,864;-8,061;-0,095;151,200000;7,592;7,700;0,216;0,906;7,661;43,2;-1,018;0,354;0,0432;-0,100;-7,724
43,4000;-0,530;-1,697;0,868;-5,551;-0,056;151,900000;7,587;7,705;0,217;0,969;7,661;43,4;-1,023;0,154;0,0434;-0,090;-7,719
43,6000;-0,530;-1,800;0,872;7,885;0,032;152,600000;7,587;7,705;0,218;1,033;7,670;43,6;-1,028;-0,056;0,0436;-0,071;-7,714
43,8000;-0,530;-1,897;0,876;7,792;0,071;153,300000;7,592;7,705;0,219;1,101;7,665;43,8;-1,033;-0,266;0,0438;-0,061;-7,709
44,0000;-0,525;-1,995;0,880;3,739;-0,022;154,000000;7,587;7,700;0,220;1,160;7,661;44,0;-1,038;-0,471;0,0440;-0,046;-7,705
44,2000;-0,525;-2,093;0,884;-8,374;-0,095;154,700000;7,592;7,705;0,221;1,228;7,661;44,2;-1,043;-0,676;0,0442;-0,042;-7,705
44,4000;-0,520;-2,195;0,888;-7,294;-0,051;155,400000;7,587;7,705;0,222;1,292;7,661;44,4;-1,048;-0,882;0,0444;-0,032;-7,700
44,6000;-0,520;-2,298;0,892;-1,287;0,017;156,100000;7,592;7,705;0,223;1,355;7,665;44,6;-1,048;-1,082;0,0446;-0,027;-7,695
44,8000;-0,525;-2,396;0,896;8,300;0,076;156,800000;7,592;7,705;0,224;1,419;7,670;44,8;-1,043;-1,287;0,0448;-0,012;-7,685
45,0000;-0,525;-2,493;0,900;6,557;-0,027;157,500000;7,597;7,700;0,225;1,477;7,665;45,0;-1,043;-1,487;0,0450;-0,007;-7,670
45,2000;-0,520;-2,596;0,904;-2,977;-0,056;158,200000;7,587;7,705;0,226;1,541;7,670;45,2;-1,043;-1,692;0,0452;0,002;-7,656
45,4000;-0,520;-2,694;0,908;-8,046;-0,056;158,900000;7,592;7,700;0,227;1,600;7,665;45,4;-1,038;-1,893;0,0454;0,017;-7,641
45,6000;-0,515;-2,786;0,912;-5,463;0,017;159,600000;7,592;7,705;0,228;1,658;7,670;45,6;-1,043;-2,098;0,0456;0,022;-7,621
45,8000;-0,515;-2,884;0,916;8,256;0,056;160,300000;7,587;7,700;0,229;1,722;7,665;45,8;-1,038;-2,298;0,0458;0,027;-7,612
46,0000;-0,510;-2,977;0,920;7,773;-0,027;161,000000;7,592;7,700;0,230;1,775;7,665;46,0;-1,038;-2,498;0,0460;0,037;-7,592
46,2000;-0,505;-3,079;0,924;3,636;-0,056;161,700000;7,592;7,705;0,231;1,839;7,665;46,2;-1,033;-2,689;0,0462;0,042;-7,573
46,4000;-0,510;-3,177;0,928;-8,369;-0,051;162,400000;7,592;7,700;0,232;1,893;7,665;46,4;-1,023;-2,884;0,0464;0,042;-7,553
46,6000;-0,510;-3,270;0,932;-7,270;0,012;163,100000;7,592;7,705;0,233;1,946;7,665;46,6;-1,018;-3,074;0,0466;0,056;-7,529
46,8000;-0,505;-3,368;0,936;-1,140;0,037;163,800000;7,592;7,705;0,234;2,010;7,670;46,8;-1,013;-3,260;0,0468;0,066;-7,499
47,0000;-0,501;-3,460;0,940;8,291;-0,027;164,500000;7,597;7,705;0,235;2,059;7,661;47,0;-1,004;-3,451;0,0470;0,081;-7,475
47,2000;-0,501;-3,553;0,944;6,508;-0,066;165,200000;7,592;7,700;0,236;2,122;7,670;47,2;-0,994;-3,641;0,0472;0,085;-7,446
47,4000;-0,501;-3,641;0,948;-3,245;-0,017;165,900000;7,592;7,700;0,237;2,176;7,665;47,4;-0,994;-3,822;0,0474;0,090;-7,421
47,6000;-0,491;-3,734;0,952;-8,032;0,032;166,600000;7,592;7,705;0,238;2,225;7,670;47,6;-0,979;-4,007;0,0476;0,100;-7,392
47,8000;-0,491;-3,832;0,956;-5,399;0,042;167,300000;7,592;7,700;0,239;2,283;7,670;47,8;-0,974;-4,178;0,0478;0,105;-7,363
48,0000;-0,491;-3,924;0,960;8,510;-0,051;168,000000;7,597;7,705;0,240;2,327;7,665;48,0;-0,960;-4,349;0,0480;0,110;-7,328
48,2000;-0,486;-4,012;0,964;7,744;-0,066;168,700000;7,592;7,700;0,241;2,386;7,670;48,2;-0,940;-4,520;0,0482;0,120;-7,294
48,4000;-0,486;-4,100;0,968;3,529;-0,017;169,400000;7,597;7,700;0,242;2,435;7,665;48,4;-0,930;-4,686;0,0484;0,129;-7,255
48,6000;-0,481;-4,188;0,972;-8,359;0,027;170,100000;7,592;7,705;0,243;2,484;7,670;48,6;-0,916;-4,857;0,0486;0,134;-7,211
48,8000;-0,481;-4,281;0,976;-7,226;0,046;170,800000;7,597;7,700;0,244;2,537;7,670;48,8;-0,901;-5,018;0,0488;0,149;-7,177
49,0000;-0,476;-4,364;0,980;-0,926;-0,056;171,500000;7,597;7,705;0,245;2,586;7,670;49,0;-0,896;-5,175;0,0490;0,149;-7,138
49,2000;-0,471;-4,447;0,984;8,281;-0,066;172,200000;7,592;7,695;0,246;2,640;7,675;49,2;-0,877;-5,326;0,0492;0,154;-7,094
49,4000;-0,471;-4,540;0,988;6,464;-0,017;172,900000;7,597;7,700;0,247;2,694;7,675;49,4;-0,857;-5,477;0,0494;0,159;-7,055
49,6000;-0,466;-4,623;0,992;-3,578;0,056;173,600000;7,597;7,700;0,248;2,737;7,670;49,6;-0,842;-5,619;0,0496;0,164;-7,011
49,8000;-0,466;-4,711;0,996;-8,012;0,042;174,300000;7,597;7,700;0,249;2,791;7,675;49,8;-0,823;-5,761;0,0498;0,178;-6,967
50,0000;-0,457;-4,794;1,000;-5,306;-0,066;175,000000;7,597;7,700;0,250;2,830;7,665;50,0;-0,803;-5,893;0,0500;0,183;-6,918
50,2000;-0,452;-4,872;1,004;8,510;-0,081;175,700000;7,597;7,705;0,251;2,884;7,675;50,2;-0,779;-6,029;0,0502;0,193;-6,864
50,4000;-0,452;-4,950;1,008;7,739;-0,022;176,400000;7,597;7,705;0,252;2,928;7,670;50,4;-0,769;-6,161;0,0504;0,203;-6,816
50,6000;-0,442;-5,033;1,012;3,348;0,061;177,100000;7,592;7,700;0,253;2,977;7,670;50,6;-0,750;-6,288;0,0506;0,208;-6,767
50,8000;-0,437;-5,106;1,016;-8,359;0,046;177,800000;7,597;7,705;0,254;3,026;7,675;50,8;-0,730;-6,405;0,0508;0,212;-6,718
51,0000;-0,432;-5,189;1,020;-7,192;-0,061;178,500000;7,592;7,705;0,255;3,070;7,675;51,0;-0,706;-6,513;0,0510;0,217;-6,669
51,2000;-0,432;-5,267;1,024;-0,759;-0,105;179,200000;7,597;7,700;0,256;3,114;7,675;51,2;-0,676;-6,620;0,0512;0,222;-6,606
51,4000;-0,427;-5,350;1,028;8,271;-0,032;179,900000;7,597;7,705;0,257;3,158;7,675;51,4;-0,657;-6,723;0,0514;0,237;-6,552
51,6000;-0,427;-5,424;1,032;6,391;0,051;180,600000;7,597;7,700;0,258;3,201;7,675;51,6;-0,632;-6,821;0,0516;0,242;-6,488
51,8000;-0,418;-5,497;1,036;-3,836;0,076;181,300000;7,597;7,700;0,259;3,250;7,675;51,8;-0,613;-6,918;0,0518;0,252;-6,435
52,0000;-0,408;-5,565;1,040;-7,998;-0,056;182,000000;7,592;7,700;0,260;3,284;7,670;52,0;-0,589;-7,006;0,0520;0,256;-6,376
52,2000;-0,403;-5,639;1,044;-5,228;-0,100;182,700000;7,597;7,705;0,261;3,333;7,675;52,2;-0,564;-7,089;0,0522;0,261;-6,313
52,4000;-0,398;-5,712;1,048;8,505;-0,042;183,400000;7,592;7,700;0,262;3,377;7,680;52,4;-0,545;-7,162;0,0524;0,266;-6,254
52,6000;-0,393;-5,780;1,052;7,690;0,042;184,100000;7,597;7,705;0,263;3,416;7,675;52,6;-0,510;-7,236;0,0526;0,271;-6,190
52,8000;-0,393;-5,853;1,056;3,260;0,076;184,800000;7,602;7,705;0,264;3,460;7,680;52,8;-0,486;-7,304;0,0528;0,281;-6,117
53,0000;-0,388;-5,922;1,060;-8,349;-0,061;185,500000;7,602;7,700;0,265;3,499;7,675;53,0;-0,457;-7,358;0,0530;0,286;-6,054
53,2000;-0,388;-5,990;1,064;-7,153;-0,100;186,200000;7,602;7,700;0,266;3,538;7,675;53,2;-0,432;-7,411;0,0532;0,295;-5,985
53,4000;-0,374;-6,059;1,068;-0,535;-0,066;186,900000;7,592;7,705;0,267;3,582;7,675;53,4;-0,403;-7,470;0,0534;0,300;-5,917
53,6000;-0,374;-6,117;1,072;8,256;0,051;187,600000;7,602;7,709;0,268;3,621;7,680;53,6;-0,383;-7,514;0,0536;0,310;-5,849
53,8000;-0,364;-6,181;1,076;6,342;0,076;188,300000;7,592;7,705;0,269;3,665;7,680;53,8;-0,354;-7,553;0,0538;0,310;-5,775
54,0000;-0,359;-6,244;1,080;-4,203;-0,032;189,000000;7,597;7,700;0,270;3,695;7,670;54,0;-0,335;-7,582;0,0540;0,315;-5,712
54,2000;-0,359;-6,308;1,084;-7,983;-0,095;189,700000;7,597;7,705;0,271;3,739;7,680;54,2;-0,300;-7,612;0,0542;0,320;-5,639
54,4000;-0,349;-6,371;1,088;-5,136;-0,061;190,400000;7,597;7,700;0,272;3,783;7,680;54,4;-0,271;-7,631;0,0544;0,325;-5,560
54,6000;-0,344;-6,430;1,092;8,496;0,032;191,100000;7,597;7,705;0,273;3,812;7,680;54,6;-0,242;-7,641;0,0546;0,335;-5,487
54,8000;-0,339;-6,493;1,096;7,675;0,076;191,800000;7,592;7,700;0,274;3,861;7,685;54,8;-0,198;-7,636;0,0548;0,344;-5,409
55,0000;-0,330;-6,547;1,100;3,089;-0,022;192,500000;7,602;7,705;0,275;3,890;7,675;55,0;-0,168;-7,636;0,0550;0,349;-5,331
55,2000;-0,325;-6,601;1,104;-8,339;-0,090;193,200000;7,597;7,705;0,276;3,934;7,680;55,2;-0,129;-7,626;0,0552;0,349;-5,258
55,4000;-0,320;-6,654;1,108;-7,109;-0,056;193,900000;7,602;7,700;0,277;3,968;7,680;55,4;-0,105;-7,612;0,0554;0,359;-5,175
55,6000;-0,310;-6,703;1,112;-0,281;0,012;194,600000;7,607;7,709;0,278;3,998;7,680;55,6;-0,071;-7,578;0,0556;0,359;-5,096
55,8000;-0,310;-6,757;1,116;8,247;0,066;195,300000;7,597;7,700;0,279;4,046;7,685;55,8;-0,037;-7,553;0,0558;0,364;-5,013
56,0000;-0,305;-6,806;1,120;6,269;-0,037;196,000000;7,607;7,709;0,280;4,076;7,675;56,0;-0,002;-7,514;0,0560;0,374;-4,935
56,2000;-0,300;-6,860;1,124;-4,559;-0,071;196,700000;7,602;7,705;0,281;4,105;7,680;56,2;0,032;-7,475;0,0562;0,379;-4,847
56,4000;-0,291;-6,913;1,128;-7,958;-0,056;197,400000;7,602;7,705;0,282;4,144;7,680;56,4;0,061;-7,426;0,0564;0,383;-4,764
56,6000;-0,286;-6,957;1,132;-5,018;0,017;198,100000;7,597;7,705;0,283;4,173;7,670;56,6;0,090;-7,377;0,0566;0,388;-4,676
56,8000;-0,281;-6,996;1,136;8,501;0,066;198,800000;7,602;7,705;0,284;4,212;7,685;56,8;0,120;-7,324;0,0568;0,393;-4,593
57,0000;-0,271;-7,040;1,140;7,641;-0,027;199,500000;7,602;7,705;0,285;4,252;7,680;57,0;0,149;-7,260;0,0570;0,398;-4,505
57,2000;-0,261;-7,084;1,144;2,913;-0,061;200,200000;7,602;7,700;0,286;4,281;7,680;57,2;0,178;-7,187;0,0572;0,398;-4,422
57,4000;-0,256;-7,123;1,148;-8,335;-0,051;200,900000;7,602;7,705;0,287;4,320;7,685;57,4;0,212;-7,109;0,0574;0,403;-4,335
57,6000;-0,252;-7,167;1,152;-7,065;0,017;201,600000;7,597;7,700;0,288;4,349;7,675;57,6;0,242;-7,026;0,0576;0,413;-4,242
57,8000;-0,247;-7,206;1,156;-0,095;0,042;202,300000;7,602;7,700;0,289;4,379;7,685;57,8;0,271;-6,933;0,0578;0,418;-4,154
58,0000;-0,247;-7,245;1,160;8,237;-0,032;203,000000;7,597;7,705;0,290;4,413;7,680;58,0;0,300;-6,850;0,0580;0,422;-4,061
58,2000;-0,232;-7,275;1,164;6,195;-0,066;203,700000;7,602;7,695;0,291;4,437;7,680;58,2;0,325;-6,752;0,0582;0,427;-3,963
58,4000;-0,227;-7,314;1,168;-4,926;-0,022;204,400000;7,602;7,705;0,292;4,476;7,680;58,4;0,354;-6,654;0,0584;0,432;-3,875
58,6000;-0,217;-7,343;1,172;-7,944;0,027;205,100000;7,597;7,700;0,293;4,505;7,685;58,6;0,383;-6,547;0,0586;0,432;-3,788
58,8000;-0,212;-7,372;1,176;-4,940;0,042;205,800000;7,607;7,705;0,294;4,540;7,685;58,8;0,418;-6,425;0,0588;0,437;-3,695
59,0000;-0,203;-7,407;1,180;8,491;-0,042;206,500000;7,602;7,705;0,295;4,569;7,680;59,0;0,442;-6,303;0,0590;0,442;-3,602
59,2000;-0,198;-7,441;1,184;7,612;-0,071;207,200000;7,607;7,705;0,296;4,598;7,690;59,2;0,471;-6,181;0,0592;0,442;-3,499
59,4000;-0,193;-7,470;1,188;2,762;-0,027;207,900000;7,607;7,709;0,297;4,632;7,685;59,4;0,501;-6,054;0,0594;0,452;-3,397
59,6000;-0,188;-7,499;1,192;-8,325;0,022;208,600000;7,607;7,700;0,298;4,657;7,685;59,6;0,525;-5,917;0,0596;0,457;-3,309
59,8000;-0,178;-7,519;1,196;-7,026;0,042;209,300000;7,607;7,705;0,299;4,686;7,690;59,8;0,549;-5,785;0,0598;0,457;-3,206
60,0000;-0,178;-7,538;1,200;0,237;-0,071;210,000000;7,597;7,700;0,300;4,716;7,685;60,0;0,574;-5,643;0,0600;0,462;-3,114
60,2000;-0,164;-7,558;1,204;8,227;-0,061;210,700000;7,607;7,709;0,301;4,740;7,680;60,2;0,598;-5,497;0,0602;0,462;-3,021
60,4000;-0,154;-7,578;1,208;6,132;-0,017;211,400000;7,602;7,705;0,302;4,774;7,685;60,4;0,628;-5,341;0,0604;0,466;-2,923
60,6000;-0,149;-7,597;1,212;-5,370;0,051;212,100000;7,607;7,705;0,303;4,803;7,680;60,6;0,647;-5,184;0,0606;0,466;-2,825
60,8000;-0,144;-7,621;1,216;-7,929;0,042;212,800000;7,612;7,705;0,304;4,833;7,690;60,8;0,672;-5,023;0,0608;0,471;-2,723
61,0000;-0,139;-7,646;1,220;-4,794;-0,066;213,500000;7,602;7,700;0,305;4,857;7,685;61,0;0,696;-4,862;0,0610;0,476;-2,620
61,2000;-0,134;-7,651;1,224;8,486;-0,071;214,200000;7,612;7,705;0,306;4,882;7,685;61,2;0,716;-4,696;0,0612;0,481;-2,518
61,4000;-0,125;-7,665;1,228;7,582;-0,027;214,900000;7,602;7,705;0,307;4,916;7,690;61,4;0,740;-4,530;0,0614;0,486;-2,415
61,6000;-0,115;-7,675;1,232;2,547;0,066;215,600000;7,607;7,705;0,308;4,940;7,685;61,6;0,755;-4,364;0,0616;0,486;-2,317
61,8000;-0,110;-7,685;1,236;-8,315;0,051;216,300000;7,602;7,705;0,309;4,969;7,685;61,8;0,779;-4,178;0,0618;0,486;-2,225
62,0000;-0,100;-7,700;1,240;-6,967;-0,061;217,000000;7,607;7,705;0,310;4,994;7,685;62,0;0,799;-3,998;0,0620;0,486;-2,122
62,2000;-0,095;-7,709;1,244;0,476;-0,100;217,700000;7,607;7,709;0,311;5,009;7,680;62,2;0,818;-3,817;0,0622;0,486;-2,024
62,4000;-0,090;-7,719;1,248;8,212;-0,027;218,400000;7,607;7,700;0,312;5,048;7,685;62,4;0,838;-3,621;0,0624;0,491;-1,917
62,6000;-0,085;-7,719;1,252;6,029;0,061;219,100000;7,612;7,705;0,313;5,067;7,680;62,6;0,857;-3,436;0,0626;0,496;-1,814
62,8000;-0,071;-7,714;1,256;-5,712;0,076;219,800000;7,602;7,705;0,314;5,096;7,690;62,8;0,867;-3,245;0,0628;0,501;-1,707
63,0000;-0,056;-7,709;1,260;-7,900;-0,056;220,500000;7,602;7,700;0,315;5,126;7,690;63,0;0,877;-3,055;0,0630;0,501;-1,604
63,2000;-0,042;-7,705;1,264;-4,676;-0,095;221,200000;7,602;7,700;0,316;5,145;7,690;63,2;0,896;-2,864;0,0632;0,496;-1,502
63,4000;-0,032;-7,695;1,268;8,486;-0,017;221,900000;7,607;7,700;0,317;5,170;7,690;63,4;0,911;-2,659;0,0634;0,501;-1,399
63,6000;-0,027;-7,685;1,272;7,534;0,051;222,600000;7,607;7,705;0,318;5,194;7,685;63,6;0,926;-2,464;0,0636;0,501;-1,297
63,8000;-0,017;-7,680;1,276;2,376;0,081;223,300000;7,597;7,700;0,319;5,214;7,690;63,8;0,940;-2,264;0,0638;0,501;-1,189
64,0000;-0,007;-7,675;1,280;-8,305;-0,056;224,000000;7,612;7,705;0,320;5,243;7,690;64,0;0,950;-2,059;0,0640;0,510;-1,087
64,2000;-0,002;-7,661;1,284;-6,908;-0,100;224,700000;7,607;7,705;0,321;5,258;7,685;64,2;0,960;-1,863;0,0642;0,505;-0,984
64,4000;0,002;-7,646;1,288;0,774;-0,066;225,400000;7,607;7,700;0,322;5,292;7,690;64,4;0,969;-1,658;0,0644;0,510;-0,877
64,6000;0,022;-7,636;1,292;8,188;0,056;226,100000;7,607;7,705;0,323;5,311;7,695;64,6;0,974;-1,453;0,0646;0,515;-0,769
64,8000;0,027;-7,617;1,296;5,966;0,076;226,800000;7,612;7,700;0,324;5,331;7,690;64,8;0,979;-1,248;0,0648;0,510;-0,672
65,0000;0,037;-7,597;1,300;-6,244;-0,032;227,500000;7,612;7,709;0,325;5,360;7,690;65,0;0,994;-1,038;0,0650;0,510;-0,569
65,2000;0,042;-7,578;1,304;-7,880;-0,095;228,200000;7,602;7,700;0,326;5,375;7,690;65,2;1,004;-0,833;0,0652;0,510;-0,466
65,4000;0,046;-7,558;1,308;-4,559;-0,066;228,900000;7,607;7,705;0,327;5,404;7,690;65,4;1,009;-0,628;0,0654;0,501;-0,364
65,6000;0,051;-7,538;1,312;8,466;0,051;229,600000;7,607;7,705;0,328;5,424;7,690;65,6;1,018;-0,413;0,0656;0,510;-0,256
65,8000;0,066;-7,519;1,316;7,504;0,071;230,300000;7,607;7,700;0,329;5,443;7,690;65,8;1,018;-0,208;0,0658;0,510;-0,149
66,0000;0,071;-7,485;1,320;2,132;-0,027;231,000000;7,607;7,705;0,330;5,473;7,695;66,0;1,018;-0,002;0,0660;0,515;-0,046
66,2000;0,081;-7,460;1,324;-8,291;-0,095;231,700000;7,607;7,700;0,331;5,482;7,685;66,2;1,018;0,198;0,0662;0,515;0,051
66,4000;0,090;-7,431;1,328;-6,860;-0,051;232,400000;7,612;7,705;0,332;5,512;7,690;66,4;1,023;0,413;0,0664;0,510;0,159
66,6000;0,095;-7,402;1,332;1,126;0,012;233,100000;7,607;7,700;0,333;5,531;7,695;66,6;1,028;0,613;0,0666;0,510;0,261
66,8000;0,105;-7,368;1,336;8,168;0,071;233,800000;7,607;7,700;0,334;5,551;7,690;66,8;1,028;0,823;0,0668;0,510;0,364
67,0000;0,110;-7,338;1,340;5,844;-0,027;234,500000;7,607;7,709;0,335;5,575;7,695;67,0;1,028;1,033;0,0670;0,510;0,471
67,2000;0,115;-7,309;1,344;-6,659;-0,076;235,200000;7,612;7,700;0,336;5,590;7,690;67,2;1,033;1,233;0,0672;0,515;0,579
67,4000;0,120;-7,275;1,348;-7,856;-0,056;235,900000;7,612;7,709;0,337;5,614;7,700;67,4;1,028;1,438;0,0674;0,515;0,681
67,6000;0,129;-7,236;1,352;-4,383;0,022;236,600000;7,612;7,700;0,338;5,629;7,690;67,6;1,023;1,643;0,0676;0,515;0,789
67,8000;0,139;-7,197;1,356;8,471;0,071;237,300000;7,612;7,705;0,339;5,648;7,690;67,8;1,018;1,829;0,0678;0,520;0,896
68,0000;0,144;-7,158;1,360;7,455;-0,032;238,000000;7,607;7,705;0,340;5,673;7,690;68,0;1,013;2,044;0,0680;0,515;0,989
68,2000;0,154;-7,114;1,364;1,927;-0,061;238,700000;7,612;7,709;0,341;5,692;7,685;68,2;1,018;2,239;0,0682;0,505;1,096
68,4000;0,164;-7,074;1,368;-8,286;-0,056;239,400000;7,612;7,705;0,342;5,712;7,695;68,4;1,013;2,440;0,0684;0,510;1,189
68,6000;0,168;-7,035;1,372;-6,786;0,017;240,100000;7,607;7,700;0,343;5,726;7,685;68,6;1,009;2,635;0,0686;0,505;1,302
