"Laatste: Tijd (s)";"Laatste: Potential 1 (V)";"Laatste: Potential 2 (V)";"Latest: Time (s)";"Latest: Potential 1 (V)";"Latest: Potential 2 (V)";"Meting 1: Tijd (ms)";"Meting 1: Potential 1 (V)";"Meting 1: Potential 2 (V)";"Meting 2: Tijd (s)";"Meting 2: Potential 1 (V)";"Meting 2: Potential 2 (V)";"Meting 3: Tijd (ms)";"Meting 3: Potential 1 (V)";"Meting 3: Potential 2 (V)"
0,5848;-0,281;-2,972;;;;2046,800000;-6,547;-7,050;2,924;-5,223;-7,035;;;
0,5850;-0,281;-3,021;;;;2047,500000;-6,547;-7,040;2,925;-5,243;-7,040;;;
0,5852;-0,276;-3,065;;;;2048,200000;-6,557;-7,050;2,926;-5,258;-7,040;;;
0,5854;-0,276;-3,114;;;;2048,900000;-6,552;-7,045;2,927;-5,272;-7,035;;;
0,5856;-0,271;-3,167;;;;2049,600000;-6,562;-7,050;2,928;-5,292;-7,045;;;
0,5858;-0,271;-3,216;;;;2050,300000;-6,562;-7,050;2,929;-5,311;-7,040;;;
0,5860;-0,271;-3,270;;;;2051,000000;-6,567;-7,045;2,930;-5,326;-7,040;;;
0,5862;-0,276;-3,324;;;;2051,700000;-6,571;-7,055;2,931;-5,346;-7,040;;;
0,5864;-0,271;-3,377;;;;2052,400000;-6,571;-7,050;2,932;-5,360;-7,040;;;
0,5866;-0,276;-3,416;;;;2053,100000;-6,581;-7,050;2,933;-5,385;-7,045;;;
0,5868;-0,271;-3,470;;;;2053,800000;-6,576;-7,050;2,934;-5,389;-7,040;;;
0,5870;-0,266;-3,524;;;;2054,500000;-6,581;-7,050;2,935;-5,404;-7,040;;;
0,5872;-0,266;-3,568;;;;2055,200000;-6,586;-7,045;2,936;-5,424;-7,035;;;
0,5874;-0,266;-3,617;;;;2055,900000;-6,581;-7,045;2,937;-5,433;-7,040;;;
0,5876;-0,266;-3,665;;;;2056,600000;-6,591;-7,050;2,938;-5,453;-7,045;;;
0,5878;-0,266;-3,719;;;;2057,300000;-6,586;-7,050;2,939;-5,468;-7,035;;;
0,5880;-0,266;-3,768;;;;2058,000000;-6,596;-7,050;2,940;-5,482;-7,045;;;
0,5882;-0,271;-3,817;;;;2058,700000;-6,596;-7,050;2,941;-5,502;-7,045;;;
0,5884;-0,261;-3,861;;;;2059,400000;-6,601;-7,050;2,942;-5,512;-7,045;;;
0,5886;-0,261;-3,910;;;;2060,100000;-6,601;-7,055;2,943;-5,531;-7,045;;;
0,5888;-0,261;-3,958;;;;2060,800000;-6,606;-7,045;2,944;-5,541;-7,040;;;
0,5890;-0,261;-4,007;;;;2061,500000;-6,611;-7,055;2,945;-5,556;-7,040;;;
0,5892;-0,261;-4,051;;;;2062,200000;-6,611;-7,050;2,946;-5,570;-7,040;;;
0,5894;-0,261;-4,105;;;;2062,900000;-6,615;-7,050;2,947;-5,580;-7,045;;;
0,5896;-0,261;-4,154;;;;2063,600000;-6,611;-7,050;2,948;-5,600;-7,045;;;
0,5898;-0,261;-4,198;;;;2064,300000;-6,615;-7,045;2,949;-5,609;-7,040;;;
0,5900;-0,256;-4,242;;;;2065,000000;-6,620;-7,045;2,950;-5,624;-7,050;;;
0,5902;-0,252;-4,286;;;;2065,700000;-6,615;-7,045;2,951;-5,639;-7,045;;;
0,5904;-0,252;-4,330;;;;2066,400000;-6,625;-7,050;2,952;-5,653;-7,045;;;
0,5906;-0,247;-4,374;;;;2067,100000;-6,625;-7,045;2,953;-5,668;-7,045;;;
0,5908;-0,247;-4,427;;;;2067,800000;-6,630;-7,045;2,954;-5,678;-7,040;;;
0,5910;-0,252;-4,471;;;;2068,500000;-6,635;-7,050;2,955;-5,687;-7,040;;;
0,5912;-0,256;-4,520;;;;2069,200000;-6,635;-7,045;2,956;-5,702;-7,040;;;
0,5914;-0,252;-4,564;;;;2069,900000;-6,635;-7,055;2,957;-5,712;-7,040;;;
0,5916;-0,242;-4,603;;;;2070,600000;-6,635;-7,050;2,958;-5,736;-7,045;;;
0,5918;-0,247;-4,647;;;;2071,300000;-6,645;-7,050;2,959;-5,741;-7,040;;;
0,5920;-0,242;-4,691;;;;2072,000000;-6,640;-7,050;2,960;-5,751;-7,045;;;
0,5922;-0,237;-4,735;;;;2072,700000;-6,650;-7,050;2,961;-5,770;-7,045;;;
0,5924;-0,242;-4,784;;;;2073,400000;-6,650;-7,050;2,962;-5,775;-7,045;;;
0,5926;-0,242;-4,828;;;;2074,100000;-6,650;-7,050;2,963;-5,795;-7,045;;;
0,5928;-0,247;-4,877;;;;2074,800000;-6,654;-7,055;2,964;-5,800;-7,040;;;
0,5930;-0,242;-4,921;;;;2075,500000;-6,654;-7,045;2,965;-5,814;-7,045;;;
0,5932;-0,237;-4,960;;;;2076,200000;-6,664;-7,055;2,966;-5,829;-7,040;;;
0,5934;-0,237;-4,999;;;;2076,900000;-6,654;-7,045;2,967;-5,834;-7,045;;;
0,5936;-0,232;-5,038;;;;2077,600000;-6,664;-7,050;2,968;-5,849;-7,050;;;
0,5938;-0,232;-5,077;;;;2078,300000;-6,664;-7,050;2,969;-5,858;-7,045;;;
0,5940;-0,232;-5,126;;;;2079,000000;-6,664;-7,045;2,970;-5,868;-7,045;;;
0,5942;-0,232;-5,170;;;;2079,700000;-6,669;-7,055;2,971;-5,883;-7,050;;;
0,5944;-0,232;-5,214;;;;2080,400000;-6,669;-7,050;2,972;-5,893;-7,045;;;
0,5946;-0,232;-5,253;;;;2081,100000;-6,674;-7,050;2,973;-5,902;-7,045;;;
0,5948;-0,227;-5,292;;;;2081,800000;-6,674;-7,050;2,974;-5,912;-7,035;;;
0,5950;-0,222;-5,331;;;;2082,500000;-6,679;-7,050;2,975;-5,922;-7,040;;;
0,5952;-0,222;-5,370;;;;2083,200000;-6,679;-7,050;2,976;-5,937;-7,040;;;
0,5954;-0,217;-5,409;;;;2083,900000;-6,679;-7,045;2,977;-5,941;-7,040;;;
0,5956;-0,222;-5,458;;;;2084,600000;-6,684;-7,050;2,978;-5,951;-7,050;;;
0,5958;-0,227;-5,492;;;;2085,300000;-6,679;-7,045;2,979;-5,961;-7,040;;;
0,5960;-0,222;-5,536;;;;2086,000000;-6,689;-7,050;2,980;-5,976;-7,045;;;
0,5962;-0,222;-5,575;;;;2086,700000;-6,684;-7,050;2,981;-5,985;-7,040;;;
0,5964;-0,217;-5,609;;;;2087,400000;-6,694;-7,045;2,982;-5,990;-7,045;;;
0,5966;-0,217;-5,648;;;;2088,100000;-6,694;-7,055;2,983;-6,005;-7,050;;;
0,5968;-0,212;-5,683;;;;2088,800000;-6,694;-7,045;2,984;-6,010;-7,035;;;
0,5970;-0,212;-5,722;;;;2089,500000;-6,698;-7,055;2,985;-6,024;-7,045;;;
0,5972;-0,212;-5,766;;;;2090,200000;-6,694;-7,050;2,986;-6,034;-7,045;;;
0,5974;-0,212;-5,805;;;;2090,900000;-6,703;-7,050;2,987;-6,034;-7,045;;;
0,5976;-0,212;-5,844;;;;2091,600000;-6,703;-7,050;2,988;-6,049;-7,045;;;
0,5978;-0,212;-5,878;;;;2092,300000;-6,708;-7,050;2,989;-6,059;-7,045;;;
0,5980;-0,208;-5,912;;;;2093,000000;-6,708;-7,055;2,990;-6,068;-7,045;;;
0,5982;-0,203;-5,941;;;;2093,700000;-6,703;-7,050;2,991;-6,078;-7,045;;;
0,5984;-0,203;-5,976;;;;2094,400000;-6,713;-7,055;2,992;-6,083;-7,045;;;
0,5986;-0,203;-6,020;;;;2095,100000;-6,713;-7,045;2,993;-6,098;-7,050;;;
0,5988;-0,203;-6,054;;;;2095,800000;-6,718;-7,050;2,994;-6,103;-7,040;;;
0,5990;-0,203;-6,093;;;;2096,500000;-6,713;-7,050;2,995;-6,112;-7,045;;;
0,5992;-0,203;-6,127;;;;2097,200000;-6,718;-7,045;2,996;-6,122;-7,045;;;
0,5994;-0,203;-6,156;;;;2097,900000;-6,718;-7,050;2,997;-6,132;-7,045;;;
0,5996;-0,193;-6,190;;;;2098,600000;-6,713;-7,045;2,998;-6,142;-7,045;;;
0,5998;-0,193;-6,225;;;;2099,300000;-6,728;-7,050;2,999;-6,147;-7,040;;;
0,6000;-0,193;-6,254;;;;2100,000000;-6,723;-7,050;3,000;-6,156;-7,050;;;
0,6002;-0,183;-6,293;;;;2100,700000;-6,728;-7,050;3,001;-6,166;-7,045;;;
0,6004;-0,183;-6,322;;;;2101,400000;-6,728;-7,055;3,002;-6,171;-7,050;;;
0,6006;-0,188;-6,361;;;;2102,100000;-6,733;-7,045;3,003;-6,186;-7,050;;;
0,6008;-0,188;-6,396;;;;2102,800000;-6,733;-7,055;3,004;-6,186;-7,045;;;
0,6010;-0,188;-6,420;;;;2103,500000;-6,728;-7,050;3,005;-6,195;-7,050;;;
0,6012;-0,183;-6,449;;;;2104,200000;-6,737;-7,055;3,006;-6,200;-7,045;;;
0,6014;-0,178;-6,479;;;;2104,900000;-6,733;-7,045;3,007;-6,210;-7,045;;;
0,6016;-0,173;-6,508;;;;2105,600000;-6,742;-7,050;3,008;-6,220;-7,050;;;
0,6018;-0,178;-6,542;;;;2106,300000;-6,737;-7,050;3,009;-6,225;-7,045;;;
0,6020;-0,173;-6,571;;;;2107,000000;-6,737;-7,040;3,010;-6,230;-7,045;;;
0,6022;-0,173;-6,606;;;;2107,700000;-6,742;-7,050;3,011;-6,239;-7,050;;;
0,6024;-0,168;-6,635;;;;2108,400000;-6,737;-7,045;3,012;-6,244;-7,050;;;
0,6026;-0,168;-6,654;;;;2109,100000;-6,752;-7,055;3,013;-6,264;-7,050;;;
0,6028;-0,164;-6,689;;;;2109,800000;-6,747;-7,050;3,014;-6,259;-7,045;;;
0,6030;-0,164;-6,713;;;;2110,500000;-6,752;-7,055;3,015;-6,269;-7,050;;;
0,6032;-0,159;-6,737;;;;2111,200000;-6,752;-7,055;3,016;-6,278;-7,050;;;
0,6034;-0,154;-6,767;;;;2111,900000;-6,752;-7,050;3,017;-6,278;-7,045;;;
0,6036;-0,159;-6,796;;;;2112,600000;-6,757;-7,055;3,018;-6,298;-7,050;;;
0,6038;-0,159;-6,825;;;;2113,300000;-6,752;-7,050;3,019;-6,298;-7,045;;;
0,6040;-0,159;-6,855;;;;2114,000000;-6,762;-7,050;3,020;-6,303;-7,045;;;
0,6042;-0,154;-6,874;;;;2114,700000;-6,757;-7,045;3,021;-6,317;-7,045;;;
0,6044;-0,149;-6,899;;;;2115,400000;-6,762;-7,045;3,022;-6,313;-7,045;;;
0,6046;-0,149;-6,923;;;;2116,100000;-6,762;-7,050;3,023;-6,327;-7,050;;;
0,6048;-0,149;-6,947;;;;2116,800000;-6,757;-7,045;3,024;-6,327;-7,045;;;
0,6050;-0,144;-6,977;;;;2117,500000;-6,767;-7,050;3,025;-6,337;-7,050;;;
0,6052;-0,144;-7,001;;;;2118,200000;-6,762;-7,050;3,026;-6,342;-7,040;;;
0,6054;-0,149;-7,026;;;;2118,900000;-6,772;-7,055;3,027;-6,342;-7,045;;;
0,6056;-0,149;-7,050;;;;2119,600000;-6,767;-7,050;3,028;-6,361;-7,045;;;
0,6058;-0,144;-7,070;;;;2120,300000;-6,772;-7,050;3,029;-6,357;-7,040;;;
0,6060;-0,139;-7,089;;;;2121,000000;-6,777;-7,050;3,030;-6,366;-7,055;;;
0,6062;-0,134;-7,109;;;;2121,700000;-6,772;-7,050;3,031;-6,376;-7,050;;;
0,6064;-0,134;-7,133;;;;2122,400000;-6,777;-7,055;3,032;-6,381;-7,045;;;
0,6066;-0,129;-7,158;;;;2123,100000;-6,777;-7,050;3,033;-6,391;-7,050;;;
0,6068;-0,129;-7,177;;;;2123,800000;-6,781;-7,055;3,034;-6,391;-7,045;;;
0,6070;-0,129;-7,201;;;;2124,500000;-6,777;-7,045;3,035;-6,396;-7,045;;;
0,6072;-0,129;-7,216;;;;2125,200000;-6,781;-7,050;3,036;-6,405;-7,040;;;
0,6074;-0,125;-7,241;;;;2125,900000;-6,781;-7,055;3,037;-6,405;-7,045;;;
0,6076;-0,125;-7,260;;;;2126,600000;-6,786;-7,045;3,038;-6,420;-7,050;;;
0,6078;-0,120;-7,280;;;;2127,300000;-6,786;-7,055;3,039;-6,420;-7,045;;;
0,6080;-0,115;-7,294;;;;2128,000000;-6,786;-7,050;3,040;-6,425;-7,050;;;
0,6082;-0,120;-7,314;;;;2128,700000;-6,791;-7,050;3,041;-6,435;-7,050;;;
0,6084;-0,115;-7,333;;;;2129,400000;-6,786;-7,050;3,042;-6,435;-7,050;;;
0,6086;-0,115;-7,353;;;;2130,100000;-6,791;-7,050;3,043;-6,449;-7,050;;;
0,6088;-0,120;-7,372;;;;2130,800000;-6,791;-7,060;3,044;-6,449;-7,045;;;
0,6090;-0,115;-7,382;;;;2131,500000;-6,791;-7,050;3,045;-6,449;-7,050;;;
0,6092;-0,110;-7,402;;;;2132,200000;-6,796;-7,050;3,046;-6,459;-7,050;;;
0,6094;-0,105;-7,416;;;;2132,900000;-6,796;-7,050;3,047;-6,459;-7,045;;;
0,6096;-0,100;-7,436;;;;2133,600000;-6,796;-7,050;3,048;-6,474;-7,050;;;
0,6098;-0,100;-7,451;;;;2134,300000;-6,796;-7,050;3,049;-6,474;-7,045;;;
0,6100;-0,100;-7,465;;;;2135,000000;-6,796;-7,045;3,050;-6,479;-7,055;;;
0,6102;-0,100;-7,480;;;;2135,700000;-6,796;-7,050;3,051;-6,484;-7,055;;;
0,6104;-0,100;-7,495;;;;2136,400000;-6,796;-7,050;3,052;-6,484;-7,050;;;
0,6106;-0,095;-7,509;;;;2137,100000;-6,806;-7,050;3,053;-6,498;-7,055;;;
0,6108;-0,090;-7,519;;;;2137,800000;-6,801;-7,050;3,054;-6,493;-7,050;;;
0,6110;-0,090;-7,529;;;;2138,500000;-6,806;-7,050;3,055;-6,503;-7,045;;;
0,6112;-0,085;-7,538;;;;2139,200000;-6,806;-7,050;3,056;-6,508;-7,045;;;
0,6114;-0,085;-7,558;;;;2139,900000;-6,806;-7,050;3,057;-6,513;-7,045;;;
0,6116;-0,090;-7,568;;;;2140,600000;-6,811;-7,055;3,058;-6,523;-7,055;;;
0,6118;-0,085;-7,582;;;;2141,300000;-6,806;-7,050;3,059;-6,523;-7,045;;;
0,6120;-0,085;-7,592;;;;2142,000000;-6,816;-7,050;3,060;-6,527;-7,050;;;
0,6122;-0,081;-7,602;;;;2142,700000;-6,811;-7,055;3,061;-6,532;-7,050;;;
0,6124;-0,076;-7,612;;;;2143,400000;-6,816;-7,045;3,062;-6,532;-7,050;;;
0,6126;-0,076;-7,617;;;;2144,100000;-6,811;-7,055;3,063;-6,542;-7,060;;;
0,6128;-0,066;-7,626;;;;2144,800000;-6,816;-7,050;3,064;-6,542;-7,045;;;
0,6130;-0,071;-7,636;;;;2145,500000;-6,821;-7,050;3,065;-6,547;-7,050;;;
0,6132;-0,071;-7,646;;;;2146,200000;-6,816;-7,050;3,066;-6,552;-7,045;;;
0,6134;-0,071;-7,661;;;;2146,900000;-6,821;-7,045;3,067;-6,557;-7,045;;;
0,6136;-0,071;-7,665;;;;2147,600000;-6,821;-7,050;3,068;-6,562;-7,055;;;
0,6138;-0,066;-7,665;;;;2148,300000;-6,821;-7,050;3,069;-6,562;-7,050;;;
0,6140;-0,061;-7,675;;;;2149,000000;-6,821;-7,055;3,070;-6,567;-7,050;;;
0,6142;-0,056;-7,685;;;;2149,700000;-6,821;-7,050;3,071;-6,571;-7,050;;;
0,6144;-0,051;-7,685;;;;2150,400000;-6,825;-7,050;3,072;-6,571;-7,050;;;
0,6146;-0,051;-7,700;;;;2151,100000;-6,825;-7,050;3,073;-6,586;-7,055;;;
0,6148;-0,056;-7,709;;;;2151,800000;-6,825;-7,055;3,074;-6,586;-7,045;;;
0,6150;-0,056;-7,714;;;;2152,500000;-6,825;-7,055;3,075;-6,586;-7,050;;;
0,6152;-0,056;-7,714;;;;2153,200000;-6,830;-7,045;3,076;-6,591;-7,050;;;
0,6154;-0,046;-7,719;;;;2153,900000;-6,830;-7,055;3,077;-6,591;-7,045;;;
0,6156;-0,046;-7,724;;;;2154,600000;-6,825;-7,050;3,078;-6,601;-7,050;;;
0,6158;-0,042;-7,729;;;;2155,300000;-6,835;-7,050;3,079;-6,601;-7,045;;;
0,6160;-0,042;-7,734;;;;2156,000000;-6,830;-7,050;3,080;-6,606;-7,050;;;
0,6162;-0,046;-7,739;;;;2156,700000;-6,830;-7,045;3,081;-6,615;-7,050;;;
0,6164;-0,046;-7,739;;;;2157,400000;-6,835;-7,050;3,082;-6,615;-7,050;;;
0,6166;-0,042;-7,744;;;;2158,100000;-6,835;-7,045;3,083;-6,615;-7,060;;;
0,6168;-0,032;-7,734;;;;2158,800000;-6,840;-7,055;3,084;-6,620;-7,045;;;
0,6170;-0,027;-7,734;;;;2159,500000;-6,835;-7,045;3,085;-6,620;-7,050;;;
0,6172;-0,022;-7,729;;;;2160,200000;-6,845;-7,050;3,086;-6,630;-7,045;;;
0,6174;-0,017;-7,729;;;;2160,900000;-6,835;-7,055;3,087;-6,625;-7,050;;;
0,6176;-0,012;-7,729;;;;2161,600000;-6,845;-7,050;3,088;-6,635;-7,055;;;
0,6178;-0,012;-7,724;;;;2162,300000;-6,840;-7,060;3,089;-6,640;-7,045;;;
0,6180;-0,012;-7,724;;;;2163,000000;-6,835;-7,050;3,090;-6,640;-7,050;;;
0,6182;-0,007;-7,719;;;;2163,700000;-6,845;-7,055;3,091;-6,650;-7,050;;;
0,6184;-0,007;-7,709;;;;2164,400000;-6,845;-7,050;3,092;-6,645;-7,050;;;
0,6186;-0,002;-7,705;;;;2165,100000;-6,845;-7,050;3,093;-6,650;-7,055;;;
0,6188;-0,002;-7,700;;;;2165,800000;-6,845;-7,050;3,094;-6,654;-7,050;;;
0,6190;0,002;-7,685;;;;2166,500000;-6,845;-7,045;3,095;-6,659;-7,050;;;
0,6192;0,007;-7,690;;;;2167,200000;-6,845;-7,055;3,096;-6,664;-7,050;;;
0,6194;0,002;-7,680;;;;2167,900000;-6,845;-7,045;3,097;-6,659;-7,050;;;
0,6196;0,007;-7,670;;;;2168,600000;-6,855;-7,050;3,098;-6,664;-7,055;;;
0,6198;0,007;-7,670;;;;2169,300000;-6,850;-7,050;3,099;-6,669;-7,050;;;
0,6200;0,007;-7,656;;;;2170,000000;-6,850;-7,055;3,100;-6,674;-7,050;;;
0,6202;0,012;-7,646;;;;2170,700000;-6,850;-7,055;3,101;-6,679;-7,055;;;
0,6204;0,022;-7,636;;;;2171,400000;-6,855;-7,050;3,102;-6,679;-7,050;;;
0,6206;0,022;-7,626;;;;2172,100000;-6,855;-7,060;3,103;-6,684;-7,060;;;
0,6208;0,027;-7,612;;;;2172,800000;-6,850;-7,055;3,104;-6,689;-7,045;;;
0,6210;0,027;-7,607;;;;2173,500000;-6,860;-7,055;3,105;-6,684;-7,050;;;
0,6212;0,027;-7,597;;;;2174,200000;-6,855;-7,050;3,106;-6,694;-7,050;;;
0,6214;0,027;-7,592;;;;2174,900000;-6,860;-7,050;3,107;-6,689;-7,050;;;
0,6216;0,032;-7,573;;;;2175,600000;-6,860;-7,050;3,108;-6,698;-7,060;;;
0,6218;0,032;-7,558;;;;2176,300000;-6,850;-7,045;3,109;-6,703;-7,050;;;
0,6220;0,037;-7,548;;;;2177,000000;-6,864;-7,050;3,110;-6,703;-7,050;;;
0,6222;0,042;-7,534;;;;2177,700000;-6,855;-7,050;3,111;-6,708;-7,055;;;
0,6224;0,046;-7,524;;;;2178,400000;-6,864;-7,050;3,112;-6,708;-7,050;;;
0,6226;0,042;-7,514;;;;2179,100000;-6,860;-7,050;3,113;-6,713;-7,050;;;
0,6228;0,042;-7,499;;;;2179,800000;-6,864;-7,045;3,114;-6,713;-7,050;;;
0,6230;0,042;-7,490;;;;2180,500000;-6,864;-7,055;3,115;-6,713;-7,045;;;
0,6232;0,046;-7,465;;;;2181,200000;-6,860;-7,050;3,116;-6,718;-7,055;;;
0,6234;0,051;-7,451;;;;2181,900000;-6,869;-7,055;3,117;-6,718;-7,045;;;
0,6236;0,051;-7,436;;;;2182,600000;-6,864;-7,050;3,118;-6,723;-7,050;;;
0,6238;0,056;-7,416;;;;2183,300000;-6,869;-7,050;3,119;-6,723;-7,050;;;
0,6240;0,056;-7,402;;;;2184,000000;-6,869;-7,055;3,120;-6,728;-7,050;;;
0,6242;0,061;-7,387;;;;2184,700000;-6,869;-7,045;3,121;-6,733;-7,060;;;
0,6244;0,061;-7,372;;;;2185,400000;-6,869;-7,055;3,122;-6,737;-7,050;;;
0,6246;0,061;-7,358;;;;2186,100000;-6,864;-7,045;3,123;-6,737;-7,055;;;
0,6248;0,066;-7,333;;;;2186,800000;-6,874;-7,050;3,124;-6,742;-7,050;;;
0,6250;0,066;-7,314;;;;2187,500000;-6,869;-7,050;3,125;-6,737;-7,050;;;
0,6252;0,071;-7,299;;;;2188,200000;-6,869;-7,050;3,126;-6,747;-7,050;;;
0,6254;0,076;-7,275;;;;2188,900000;-6,874;-7,050;3,127;-6,742;-7,045;;;
0,6256;0,071;-7,260;;;;2189,600000;-6,869;-7,045;3,128;-6,747;-7,055;;;
0,6258;0,071;-7,241;;;;2190,300000;-6,874;-7,055;3,129;-6,752;-7,055;;;
0,6260;0,071;-7,226;;;;2191,000000;-6,874;-7,050;3,130;-6,747;-7,055;;;
0,6262;0,071;-7,201;;;;2191,700000;-6,879;-7,055;3,131;-6,757;-7,055;;;
0,6264;0,081;-7,182;;;;2192,400000;-6,874;-7,050;3,132;-6,757;-7,050;;;
0,6266;0,081;-7,158;;;;2193,100000;-6,874;-7,050;3,133;-6,757;-7,050;;;
0,6268;0,085;-7,133;;;;2193,800000;-6,884;-7,055;3,134;-6,762;-7,045;;;
0,6270;0,085;-7,109;;;;2194,500000;-6,874;-7,045;3,135;-6,762;-7,050;;;
0,6272;0,090;-7,094;;;;2195,200000;-6,884;-7,050;3,136;-6,772;-7,055;;;
0,6274;0,090;-7,074;;;;2195,900000;-6,874;-7,050;3,137;-6,767;-7,050;;;
0,6276;0,085;-7,055;;;;2196,600000;-6,879;-7,050;3,138;-6,767;-7,055;;;
0,6278;0,090;-7,026;;;;2197,300000;-6,874;-7,050;3,139;-6,772;-7,050;;;
0,6280;0,095;-7,001;;;;2198,000000;-6,879;-7,050;3,140;-6,772;-7,050;;;
0,6282;0,100;-6,972;;;;2198,700000;-6,879;-7,055;3,141;-6,777;-7,055;;;
0,6284;0,100;-6,947;;;;2199,400000;-6,874;-7,050;3,142;-6,777;-7,050;;;
0,6286;0,105;-6,923;;;;2200,100000;-6,884;-7,050;3,143;-6,777;-7,055;;;
0,6288;0,100;-6,899;;;;2200,800000;-6,884;-7,050;3,144;-6,786;-7,055;;;
0,6290;0,105;-6,874;;;;2201,500000;-6,884;-7,050;3,145;-6,781;-7,050;;;
0,6292;0,105;-6,850;;;;2202,200000;-6,884;-7,055;3,146;-6,786;-7,055;;;
0,6294;0,105;-6,821;;;;2202,900000;-6,889;-7,050;3,147;-6,786;-7,045;;;
0,6296;0,110;-6,796;;;;2203,600000;-6,889;-7,060;3,148;-6,786;-7,050;;;
0,6298;0,110;-6,762;;;;2204,300000;-6,884;-7,050;3,149;-6,796;-7,050;;;
0,6300;0,120;-6,737;;;;2205,000000;-6,894;-7,050;3,150;-6,791;-7,050;;;
0,6302;0,120;-6,703;;;;2205,700000;-6,889;-7,050;3,151;-6,796;-7,055;;;
0,6304;0,125;-6,679;;;;2206,400000;-6,889;-7,045;3,152;-6,796;-7,050;;;
0,6306;0,120;-6,650;;;;2207,100000;-6,889;-7,050;3,153;-6,801;-7,050;;;
0,6308;0,120;-6,625;;;;2207,800000;-6,889;-7,050;3,154;-6,801;-7,050;;;
0,6310;0,125;-6,596;;;;2208,500000;-6,899;-7,050;3,155;-6,796;-7,050;;;
0,6312;0,129;-6,562;;;;2209,200000;-6,889;-7,050;3,156;-6,801;-7,060;;;
0,6314;0,129;-6,527;;;;2209,900000;-6,894;-7,050;3,157;-6,801;-7,050;;;
0,6316;0,134;-6,498;;;;2210,600000;-6,894;-7,055;3,158;-6,806;-7,055;;;
0,6318;0,139;-6,459;;;;2211,300000;-6,894;-7,050;3,159;-6,811;-7,055;;;
0,6320;0,139;-6,435;;;;2212,000000;-6,894;-7,055;3,160;-6,806;-7,050;;;
0,6322;0,139;-6,405;;;;2212,700000;-6,894;-7,050;3,161;-6,811;-7,055;;;
0,6324;0,139;-6,376;;;;2213,400000;-6,899;-7,060;3,162;-6,816;-7,050;;;
0,6326;0,139;-6,342;;;;2214,100000;-6,894;-7,050;3,163;-6,816;-7,055;;;
0,6328;0,144;-6,303;;;;2214,800000;-6,899;-7,055;3,164;-6,821;-7,050;;;
0,6330;0,144;-6,274;;;;2215,500000;-6,894;-7,050;3,165;-6,816;-7,055;;;
0,6332;0,149;-6,234;;;;2216,200000;-6,899;-7,045;3,166;-6,825;-7,055;;;
0,6334;0,154;-6,200;;;;2216,900000;-6,899;-7,050;3,167;-6,821;-7,050;;;
0,6336;0,149;-6,171;;;;2217,600000;-6,894;-7,050;3,168;-6,825;-7,055;;;
0,6338;0,154;-6,137;;;;2218,300000;-6,904;-7,055;3,169;-6,825;-7,055;;;
0,6340;0,154;-6,098;;;;2219,000000;-6,899;-7,050;3,170;-6,821;-7,055;;;
0,6342;0,154;-6,068;;;;2219,700000;-6,899;-7,050;3,171;-6,830;-7,055;;;
0,6344;0,159;-6,029;;;;2220,400000;-6,904;-7,055;3,172;-6,830;-7,050;;;
0,6346;0,159;-5,990;;;;2221,100000;-6,899;-7,050;3,173;-6,835;-7,055;;;
0,6348;0,164;-5,956;;;;2221,800000;-6,904;-7,060;3,174;-6,835;-7,050;;;
0,6350;0,164;-5,917;;;;2222,500000;-6,904;-7,050;3,175;-6,830;-7,050;;;
0,6352;0,164;-5,883;;;;2223,200000;-6,908;-7,055;3,176;-6,835;-7,055;;;
0,6354;0,164;-5,849;;;;2223,900000;-6,904;-7,055;3,177;-6,835;-7,045;;;
0,6356;0,168;-5,810;;;;2224,600000;-6,904;-7,050;3,178;-6,840;-7,050;;;
0,6358;0,164;-5,775;;;;2225,300000;-6,904;-7,050;3,179;-6,835;-7,050;;;
0,6360;0,168;-5,731;;;;2226,000000;-6,908;-7,050;3,180;-6,840;-7,055;;;
0,6362;0,168;-5,692;;;;2226,700000;-6,904;-7,050;3,181;-6,845;-7,060;;;
0,6364;0,178;-5,653;;;;2227,400000;-6,904;-7,050;3,182;-6,845;-7,050;;;
0,6366;0,183;-5,614;;;;2228,100000;-6,908;-7,050;3,183;-6,845;-7,055;;;
0,6368;0,178;-5,575;;;;2228,800000;-6,908;-7,050;3,184;-6,855;-7,050;;;
0,6370;0,178;-5,536;;;;2229,500000;-6,908;-7,050;3,185;-6,845;-7,050;;;
0,6372;0,178;-5,497;;;;2230,200000;-6,908;-7,055;3,186;-6,845;-7,055;;;
0,6374;0,178;-5,453;;;;2230,900000;-6,908;-7,050;3,187;-6,850;-7,050;;;
0,6376;0,183;-5,419;;;;2231,600000;-6,913;-7,055;3,188;-6,850;-7,050;;;
0,6378;0,183;-5,370;;;;2232,300000;-6,904;-7,050;3,189;-6,855;-7,055;;;
0,6380;0,183;-5,331;;;;2233,000000;-6,913;-7,055;3,190;-6,850;-7,055;;;
0,6382;0,193;-5,292;;;;2233,700000;-6,908;-7,055;3,191;-6,855;-7,055;;;
0,6384;0,188;-5,253;;;;2234,400000;-6,913;-7,050;3,192;-6,860;-7,050;;;
0,6386;0,188;-5,214;;;;2235,100000;-6,913;-7,050;3,193;-6,860;-7,050;;;
0,6388;0,188;-5,170;;;;2235,800000;-6,908;-7,050;3,194;-6,864;-7,050;;;
