Laatste: Tijd (s),Laatste: Potential 1 (V),Laatste: Potential 2 (V)
0.785,7.607,7.705
0.7859999999999999,7.602,7.705
0.787,7.612,7.709
0.7879999999999999,7.602,7.705
0.789,7.602,7.709
0.79,7.602,7.709
0.7909999999999999,7.607,7.705
0.792,7.607,7.7139999999999995
0.7929999999999999,7.607,7.705
0.794,7.607,7.709
0.795,7.607,7.709
0.7959999999999999,7.607,7.705
0.797,7.612,7.7139999999999995
0.7979999999999999,7.607,7.709
0.799,7.607,7.709
0.8,7.607,7.709
0.8009999999999999,7.602,7.705
0.802,7.607,7.709
0.8029999999999999,7.612,7.709
0.804,7.607,7.709
0.805,7.612,7.705
0.8059999999999999,7.602,7.709
0.807,7.607,7.709
0.8079999999999999,7.612,7.709
0.809,7.607,7.705
0.81,7.612,7.709
0.8109999999999999,7.612,7.705
0.812,7.612,7.7139999999999995
0.813,7.617000000000001,7.709
0.8140000000000001,7.607,7.705
0.815,7.617000000000001,7.709
0.816,7.612,7.709
0.8170000000000001,7.612,7.709
0.818,7.612,7.709
0.8190000000000001,7.612,7.709
0.82,7.617000000000001,7.709
0.821,7.612,7.7
0.8220000000000001,7.612,7.709
0.823,7.612,7.705
0.8240000000000001,7.607,7.705
0.825,7.617000000000001,7.709
0.826,7.617000000000001,7.709
0.8270000000000001,7.612,7.709
0.828,7.617000000000001,7.709
0.8290000000000001,7.607,7.705
0.83,7.612,7.709
0.831,7.612,7.705
0.8320000000000001,7.612,7.709
0.833,7.612,7.709
0.8340000000000001,7.612,7.705
0.835,7.617000000000001,7.718999999999999
0.836,7.617000000000001,7.709
0.8370000000000001,7.612,7.7139999999999995
0.838,7.617000000000001,7.705
0.8390000000000001,7.617000000000001,7.705
0.84,7.612,7.709
0.841,7.612,7.705
0.8420000000000001,7.612,7.705
0.843,7.621,7.709
0.8440000000000001,7.617000000000001,7.705
0.845,7.617000000000001,7.709
0.846,7.617000000000001,7.709
0.847,7.612,7.705
0.848,7.621,7.709
0.8490000000000001,7.617000000000001,7.705
0.85,7.617000000000001,7.709
0.851,7.621,7.705
0.852,7.617000000000001,7.705
0.853,7.621,7.709
0.8540000000000001,7.617000000000001,7.705
0.855,7.617000000000001,7.709
0.856,7.617000000000001,7.709
0.857,7.617000000000001,7.709
0.858,7.621,7.709
0.8590000000000001,7.617000000000001,7.705
0.86,7.621,7.7139999999999995
0.861,7.612,7.709
0.862,7.612,7.709
0.863,7.621,7.709
0.8640000000000001,7.617000000000001,7.709
0.865,7.621,7.7139999999999995
0.866,7.621,7.705
0.867,7.612,7.705
0.868,7.621,7.709
0.8690000000000001,7.621,7.705
0.87,7.621,7.709
0.871,7.621,7.709
0.872,7.617000000000001,7.709
0.873,7.626,7.709
0.8740000000000001,7.621,7.705
0.875,7.621,7.709
0.8759999999999999,7.621,7.709
0.877,7.617000000000001,7.705
0.878,7.631,7.7139999999999995
0.879,7.621,7.705
0.88,7.617000000000001,7.709
0.8809999999999999,7.617000000000001,7.709
0.882,7.617000000000001,7.7
0.883,7.626,7.709
0.884,7.621,7.705
0.885,7.621,7.709
0.8859999999999999,7.621,7.709
0.887,7.617000000000001,7.705
0.888,7.621,7.709
0.889,7.621,7.705
0.89,7.621,7.709
0.8909999999999999,7.621,7.709
0.892,7.612,7.7
0.893,7.626,7.7139999999999995
0.894,7.621,7.705
0.895,7.621,7.7139999999999995
0.8959999999999999,7.626,7.709
0.897,7.617000000000001,7.709
0.898,7.626,7.7139999999999995
0.899,7.617000000000001,7.709
0.9,7.617000000000001,7.705
0.9009999999999999,7.626,7.705
0.902,7.617000000000001,7.7
0.903,7.626,7.709
0.904,7.621,7.705
0.905,7.621,7.705
0.9059999999999999,7.626,7.705
0.907,7.621,7.705
0.9079999999999999,7.626,7.709
0.909,7.621,7.709
0.91,7.621,7.709
