"Laatste: Tijd (s)";"Laatste: Potential 1 (V)";"Laatste: Potential 2 (V)";"Latest: Time (s)";"Latest: Potential 1 (V)";"Latest: Potential 2 (V)";"Meting 1: Tijd (ms)";"Meting 1: Potential 1 (V)";"Meting 1: Potential 2 (V)";"Meting 2: Tijd (s)";"Meting 2: Potential 1 (V)";"Meting 2: Potential 2 (V)";"Meting 3: Tijd (ms)";"Meting 3: Potential 1 (V)";"Meting 3: Potential 2 (V)"
0,0000;-0,037;-6,650;0,000;5,629;-0,027;0,000000;7,475;7,705;0,000;-6,967;-7,055;0,0;-1,043;-2,557
0,0005;-0,042;-6,664;0,004;-7,817;-0,081;0,700000;7,480;7,700;0,001;-6,972;-7,050;0,2;-1,023;-2,752
0,0010;-0,042;-6,679;0,008;-7,792;-0,056;1,400000;7,475;7,705;0,002;-6,967;-7,055;0,4;-1,023;-2,952
0,0015;-0,042;-6,689;0,012;-4,037;0,012;2,100000;7,475;7,695;0,003;-6,972;-7,055;0,6;-1,023;-3,143
0,0020;-0,042;-6,698;0,016;8,442;0,071;2,800000;7,480;7,700;0,004;-6,967;-7,050;0,8;-1,009;-3,333
0,0025;-0,042;-6,718;0,020;7,353;-0,032;3,500000;7,475;7,700;0,005;-6,967;-7,055;1,0;-1,009;-3,519
0,0030;-0,042;-6,723;0,024;1,380;-0,066;4,200000;7,485;7,700;0,006;-6,972;-7,055;1,2;-0,994;-3,705
0,0035;-0,042;-6,737;0,028;-8,266;-0,051;4,900000;7,475;7,700;0,007;-6,967;-7,045;1,4;-0,984;-3,885
0,0040;-0,042;-6,752;0,032;-6,650;0,017;5,600000;7,485;7,700;0,008;-6,977;-7,050;1,6;-0,974;-4,061
0,0045;-0,037;-6,762;0,036;2,181;0,037;6,300000;7,480;7,705;0,009;-6,962;-7,050;1,8;-0,960;-4,242
0,0050;-0,042;-6,767;0,040;8,110;-0,037;7,000000;7,485;7,700;0,010;-6,972;-7,060;2,0;-0,955;-4,413
0,0055;-0,042;-6,791;0,044;5,531;-0,061;7,700000;7,490;7,705;0,011;-6,972;-7,050;2,2;-0,945;-4,593
0,0060;-0,042;-6,801;0,048;-8,208;-0,042;8,400000;7,485;7,700;0,012;-6,967;-7,055;2,4;-0,930;-4,755
0,0065;-0,042;-6,811;0,052;-7,778;0,017;9,100000;7,485;7,700;0,013;-6,972;-7,055;2,6;-0,916;-4,916
0,0070;-0,046;-6,825;0,056;-3,968;0,037;9,800000;7,485;7,700;0,014;-6,972;-7,050;2,8;-0,901;-5,077
0,0075;-0,037;-6,835;0,060;8,437;-0,032;10,500000;7,490;7,700;0,015;-6,967;-7,050;3,0;-0,886;-5,228
0,0080;-0,037;-6,845;0,064;7,319;-0,071;11,200000;7,490;7,705;0,016;-6,972;-7,050;3,2;-0,867;-5,380
0,0085;-0,042;-6,855;0,068;1,194;-0,017;11,900000;7,490;7,695;0,017;-6,967;-7,050;3,4;-0,847;-5,526
0,0090;-0,037;-6,869;0,072;-8,252;0,017;12,600000;7,495;7,700;0,018;-6,972;-7,055;3,6;-0,833;-5,673
0,0095;-0,037;-6,874;0,076;-6,611;0,042;13,300000;7,485;7,700;0,019;-6,967;-7,045;3,8;-0,818;-5,814
0,0100;-0,042;-6,884;0,080;2,454;-0,061;14,000000;7,499;7,700;0,020;-6,972;-7,055;4,0;-0,803;-5,956
0,0105;-0,037;-6,908;0,084;8,090;-0,076;14,700000;7,495;7,700;0,021;-6,972;-7,060;4,2;-0,789;-6,078
0,0110;-0,032;-6,908;0,088;5,458;-0,027;15,400000;7,495;7,700;0,022;-6,972;-7,050;4,4;-0,759;-6,205
0,0115;-0,042;-6,923;0,092;-8,457;0,037;16,100000;7,499;7,705;0,023;-6,977;-7,055;4,6;-0,740;-6,322
0,0120;-0,037;-6,938;0,096;-7,753;0,046;16,800000;7,490;7,700;0,024;-6,967;-7,045;4,8;-0,711;-6,440
0,0125;-0,032;-6,943;0,100;-3,827;-0,066;17,500000;7,499;7,705;0,025;-6,972;-7,050;5,0;-0,696;-6,557
0,0130;-0,037;-6,952;0,104;8,432;-0,066;18,200000;7,495;7,700;0,026;-6,972;-7,050;5,2;-0,672;-6,664
0,0135;-0,042;-6,972;0,108;7,289;-0,032;18,900000;7,499;7,700;0,027;-6,967;-7,050;5,4;-0,652;-6,762
0,0140;-0,037;-6,977;0,112;0,974;0,056;19,600000;7,499;7,705;0,028;-6,972;-7,055;5,6;-0,632;-6,864
0,0145;-0,037;-6,987;0,116;-8,242;0,046;20,300000;7,495;7,690;0,029;-6,967;-7,050;5,8;-0,598;-6,947
0,0150;-0,042;-7,006;0,120;-6,562;-0,071;21,000000;7,504;7,705;0,030;-6,972;-7,055;6,0;-0,579;-7,035
0,0155;-0,037;-7,011;0,124;2,772;-0,110;21,700000;7,499;7,695;0,031;-6,972;-7,055;6,2;-0,554;-7,109
0,0160;-0,042;-7,016;0,128;8,081;-0,027;22,400000;7,504;7,700;0,032;-6,967;-7,055;6,4;-0,525;-7,192
0,0165;-0,042;-7,035;0,132;5,360;0,056;23,100000;7,499;7,700;0,033;-6,977;-7,060;6,6;-0,501;-7,260
0,0170;-0,037;-7,045;0,136;-8,457;0,071;23,800000;7,504;7,700;0,034;-6,967;-7,050;6,8;-0,481;-7,324
0,0175;-0,032;-7,050;0,140;-7,734;-0,056;24,500000;7,504;7,700;0,035;-6,972;-7,060;7,0;-0,452;-7,387
0,0180;-0,037;-7,060;0,144;-3,719;-0,100;25,200000;7,509;7,690;0,036;-6,972;-7,050;7,2;-0,422;-7,431
0,0185;-0,037;-7,079;0,148;8,427;-0,027;25,900000;7,509;7,705;0,037;-6,967;-7,050;7,4;-0,393;-7,480
0,0190;-0,032;-7,079;0,152;7,250;0,051;26,600000;7,504;7,700;0,038;-6,977;-7,055;7,6;-0,369;-7,524
0,0195;-0,037;-7,094;0,156;0,857;0,085;27,300000;7,509;7,700;0,039;-6,967;-7,050;7,8;-0,339;-7,558
0,0200;-0,037;-7,104;0,160;-8,232;-0,056;28,000000;7,509;7,705;0,040;-6,972;-7,050;8,0;-0,310;-7,587
0,0205;-0,037;-7,109;0,164;-6,498;-0,090;28,700000;7,514;7,705;0,041;-6,972;-7,050;8,2;-0,291;-7,617
0,0210;-0,037;-7,118;0,168;2,996;-0,051;29,400000;7,509;7,705;0,042;-6,972;-7,055;8,4;-0,266;-7,636
0,0215;-0,032;-7,128;0,172;8,066;0,046;30,100000;7,509;7,695;0,043;-6,977;-7,055;8,6;-0,232;-7,641
0,0220;-0,032;-7,133;0,176;5,297;0,076;30,800000;7,514;7,705;0,044;-6,972;-7,045;8,8;-0,193;-7,636
0,0225;-0,037;-7,148;0,180;-8,452;-0,046;31,500000;7,509;7,695;0,045;-6,972;-7,055;9,0;-0,154;-7,626
0,0230;-0,037;-7,158;0,184;-7,700;-0,090;32,200000;7,514;7,700;0,046;-6,977;-7,050;9,2;-0,115;-7,612
0,0235;-0,027;-7,167;0,188;-3,592;-0,051;32,900000;7,509;7,700;0,047;-6,967;-7,050;9,4;-0,085;-7,592
0,0240;-0,032;-7,167;0,192;8,422;0,051;33,600000;7,514;7,695;0,048;-6,972;-7,055;9,6;-0,051;-7,568
0,0245;-0,037;-7,187;0,196;7,231;0,081;34,300000;7,514;7,705;0,049;-6,972;-7,050;9,8;-0,027;-7,538
0,0250;-0,037;-7,197;0,200;0,589;-0,027;35,000000;7,514;7,700;0,050;-6,972;-7,060;10,0;0,007;-7,509
0,0255;-0,032;-7,201;0,204;-8,227;-0,100;35,700000;7,524;7,700;0,051;-6,972;-7,050;10,2;0,037;-7,465
0,0260;-0,037;-7,216;0,208;-6,454;-0,056;36,400000;7,519;7,700;0,052;-6,967;-7,055;10,4;0,071;-7,411
0,0265;-0,037;-7,226;0,212;3,368;0,012;37,100000;7,519;7,705;0,053;-6,977;-7,060;10,6;0,100;-7,353
0,0270;-0,032;-7,226;0,216;8,061;0,071;37,800000;7,519;7,705;0,054;-6,972;-7,050;10,8;0,129;-7,294
0,0275;-0,037;-7,241;0,220;5,194;-0,027;38,500000;7,524;7,700;0,055;-6,977;-7,055;11,0;0,164;-7,231
0,0280;-0,032;-7,245;0,224;-8,447;-0,081;39,200000;7,519;7,700;0,056;-6,972;-7,050;11,2;0,193;-7,158
0,0285;-0,032;-7,255;0,228;-7,690;-0,061;39,900000;7,524;7,695;0,057;-6,967;-7,050;11,4;0,222;-7,084
0,0290;-0,032;-7,265;0,232;-3,446;0,002;40,600000;7,529;7,705;0,058;-6,977;-7,050;11,6;0,247;-7,001
0,0295;-0,037;-7,280;0,236;8,418;0,071;41,300000;7,519;7,700;0,059;-6,972;-7,050;11,8;0,276;-6,918
0,0300;-0,027;-7,280;0,240;7,187;-0,037;42,000000;7,524;7,705;0,060;-6,977;-7,055;12,0;0,305;-6,816
0,0305;-0,037;-7,284;0,244;0,413;-0,056;42,700000;7,524;7,705;0,061;-6,977;-7,055;12,2;0,339;-6,718
0,0310;-0,037;-7,294;0,248;-8,212;-0,051;43,400000;7,524;7,700;0,062;-6,972;-7,055;12,4;0,369;-6,611
0,0315;-0,027;-7,304;0,252;-6,386;0,012;44,100000;7,529;7,700;0,063;-6,977;-7,055;12,6;0,398;-6,498
0,0320;-0,037;-7,314;0,256;3,587;0,046;44,800000;7,524;7,700;0,064;-6,967;-7,045;12,8;0,422;-6,386
0,0325;-0,032;-7,324;0,260;8,032;-0,027;45,500000;7,534;7,705;0,065;-6,972;-7,055;13,0;0,452;-6,269
0,0330;-0,027;-7,328;0,264;5,096;-0,066;46,200000;7,524;7,700;0,066;-6,972;-7,050;13,2;0,476;-6,147
0,0335;-0,032;-7,333;0,268;-8,447;-0,046;46,900000;7,529;7,700;0,067;-6,972;-7,050;13,4;0,501;-6,015
0,0340;-0,037;-7,353;0,272;-7,656;0,022;47,600000;7,529;7,705;0,068;-6,972;-7,055;13,6;0,530;-5,878
0,0345;-0,032;-7,348;0,276;-3,353;0,037;48,300000;7,524;7,695;0,069;-6,967;-7,050;13,8;0,559;-5,736
0,0350;-0,032;-7,363;0,280;8,403;-0,037;49,000000;7,534;7,705;0,070;-6,972;-7,060;14,0;0,584;-5,590
0,0355;-0,032;-7,372;0,284;7,138;-0,066;49,700000;7,529;7,700;0,071;-6,977;-7,055;14,2;0,613;-5,438
0,0360;-0,032;-7,377;0,288;0,217;-0,007;50,400000;7,529;7,700;0,072;-6,972;-7,055;14,4;0,637;-5,292
0,0365;-0,027;-7,382;0,292;-8,208;0,017;51,100000;7,529;7,700;0,073;-6,977;-7,055;14,6;0,657;-5,136
0,0370;-0,037;-7,397;0,296;-6,347;0,042;51,800000;7,534;7,705;0,074;-6,972;-7,050;14,8;0,676;-4,979
0,0375;-0,027;-7,397;0,300;3,968;-0,076;52,500000;7,534;7,700;0,075;-6,972;-7,055;15,0;0,696;-4,813
0,0380;-0,032;-7,407;0,304;8,017;-0,081;53,200000;7,534;7,690;0,076;-6,972;-7,050;15,2;0,725;-4,637
0,0385;-0,032;-7,411;0,308;5,033;-0,022;53,900000;7,538;7,700;0,077;-6,972;-7,050;15,4;0,745;-4,466
0,0390;-0,032;-7,421;0,312;-8,437;0,027;54,600000;7,534;7,700;0,078;-6,977;-7,055;15,6;0,769;-4,291
0,0395;-0,027;-7,421;0,316;-7,636;0,046;55,300000;7,538;7,705;0,079;-6,972;-7,055;15,8;0,789;-4,110
0,0400;-0,032;-7,431;0,320;-3,182;-0,066;56,000000;7,534;7,705;0,080;-6,977;-7,060;16,0;0,803;-3,934
0,0405;-0,027;-7,441;0,324;8,393;-0,066;56,700000;7,538;7,709;0,081;-6,977;-7,055;16,2;0,823;-3,753
0,0410;-0,027;-7,441;0,328;7,104;-0,022;57,400000;7,534;7,709;0,082;-6,972;-7,055;16,4;0,842;-3,563
0,0415;-0,032;-7,451;0,332;-0,061;0,051;58,100000;7,538;7,690;0,083;-6,977;-7,055;16,6;0,852;-3,372
0,0420;-0,027;-7,465;0,336;-8,193;0,042;58,800000;7,548;7,705;0,084;-6,972;-7,055;16,8;0,877;-3,182
0,0425;-0,027;-7,470;0,340;-6,278;-0,066;59,500000;7,538;7,700;0,085;-6,972;-7,055;17,0;0,886;-2,982
0,0430;-0,032;-7,470;0,344;4,208;-0,100;60,200000;7,543;7,700;0,086;-6,977;-7,050;17,2;0,906;-2,786
0,0435;-0,027;-7,485;0,348;8,012;-0,022;60,900000;7,538;7,705;0,087;-6,972;-7,055;17,4;0,921;-2,591
0,0440;-0,027;-7,480;0,352;4,911;0,051;61,600000;7,543;7,700;0,088;-6,982;-7,055;17,6;0,930;-2,391
0,0445;-0,027;-7,485;0,356;-8,432;0,046;62,300000;7,538;7,705;0,089;-6,972;-7,050;17,8;0,940;-2,195
0,0450;-0,037;-7,499;0,360;-7,617;-0,061;63,000000;7,543;7,700;0,090;-6,972;-7,060;18,0;0,950;-2,000
0,0455;-0,027;-7,504;0,364;-3,079;-0,115;63,700000;7,548;7,705;0,091;-6,977;-7,055;18,2;0,965;-1,790
0,0460;-0,032;-7,509;0,368;8,393;-0,027;64,400000;7,538;7,705;0,092;-6,972;-7,055;18,4;0,974;-1,585
0,0465;-0,032;-7,519;0,372;7,070;0,051;65,100000;7,548;7,705;0,093;-6,982;-7,055;18,6;0,984;-1,375
0,0470;-0,027;-7,529;0,376;-0,154;0,085;65,800000;7,543;7,705;0,094;-6,972;-7,050;18,8;0,994;-1,170
0,0475;-0,027;-7,524;0,380;-8,183;-0,066;66,500000;7,548;7,705;0,095;-6,977;-7,060;19,0;0,999;-0,965
0,0480;-0,032;-7,534;0,384;-6,239;-0,100;67,200000;7,543;7,705;0,096;-6,977;-7,050;19,2;1,004;-0,759
0,0485;-0,027;-7,538;0,388;4,505;-0,061;67,900000;7,543;7,700;0,097;-6,972;-7,050;19,4;1,004;-0,554
0,0490;-0,027;-7,538;0,392;7,988;0,046;68,600000;7,548;7,705;0,098;-6,982;-7,055;19,6;1,009;-0,354
0,0495;-0,032;-7,548;0,396;4,877;0,085;69,300000;7,543;7,700;0,099;-6,977;-7,050;19,8;1,013;-0,144
0,0500;-0,022;-7,553;0,400;-8,427;-0,056;70,000000;7,548;7,700;0,100;-6,977;-7,060;20,0;1,018;0,066
0,0505;-0,022;-7,558;0,404;-7,587;-0,095;70,700000;7,543;7,700;0,101;-6,977;-7,055;20,2;1,023;0,276
0,0510;-0,027;-7,563;0,408;-2,947;-0,061;71,400000;7,548;7,700;0,102;-6,972;-7,055;20,4;1,028;0,481
0,0515;-0,027;-7,573;0,412;8,383;0,042;72,100000;7,548;7,705;0,103;-6,982;-7,060;20,6;1,023;0,686
0,0520;-0,022;-7,573;0,416;7,040;0,066;72,800000;7,548;7,700;0,104;-6,972;-7,045;20,8;1,023;0,886
0,0525;-0,027;-7,578;0,420;-0,388;-0,022;73,500000;7,553;7,700;0,105;-6,977;-7,055;21,0;1,028;1,092
0,0530;-0,027;-7,592;0,424;-8,168;-0,095;74,200000;7,548;7,695;0,106;-6,977;-7,050;21,2;1,018;1,297
0,0535;-0,022;-7,587;0,428;-6,181;-0,051;74,900000;7,553;7,705;0,107;-6,972;-7,050;21,4;1,028;1,502
0,0540;-0,027;-7,592;0,432;4,818;0,017;75,600000;7,548;7,709;0,108;-6,982;-7,050;21,6;1,023;1,707
0,0545;-0,022;-7,607;0,436;7,978;0,076;76,300000;7,548;7,700;0,109;-6,972;-7,045;21,8;1,023;1,907
0,0550;-0,027;-7,607;0,440;4,764;-0,032;77,000000;7,558;7,705;0,110;-6,977;-7,060;22,0;1,023;2,112
0,0555;-0,022;-7,607;0,444;-8,422;-0,095;77,700000;7,548;7,700;0,111;-6,977;-7,055;22,2;1,018;2,303
0,0560;-0,032;-7,617;0,448;-7,568;-0,051;78,400000;7,553;7,705;0,112;-6,977;-7,055;22,4;1,009;2,503
0,0565;-0,022;-7,617;0,452;-2,791;0,017;79,100000;7,553;7,705;0,113;-6,977;-7,060;22,6;0,999;2,689
0,0570;-0,027;-7,621;0,456;8,388;0,081;79,800000;7,558;7,705;0,114;-6,977;-7,050;22,8;0,989;2,889
0,0575;-0,027;-7,631;0,460;6,996;-0,032;80,500000;7,553;7,709;0,115;-6,972;-7,055;23,0;0,994;3,079
0,0580;-0,027;-7,631;0,464;-0,564;-0,061;81,200000;7,548;7,695;0,116;-6,977;-7,055;23,2;0,984;3,270
0,0585;-0,027;-7,631;0,468;-8,168;-0,051;81,900000;7,558;7,705;0,117;-6,972;-7,050;23,4;0,979;3,455
0,0590;-0,027;-7,641;0,472;-6,142;0,012;82,600000;7,553;7,700;0,118;-6,972;-7,055;23,6;0,969;3,636
0,0595;-0,027;-7,641;0,476;5,018;0,046;83,300000;7,558;7,700;0,119;-6,972;-7,050;23,8;0,955;3,817
0,0600;-0,022;-7,641;0,480;7,963;-0,027;84,000000;7,553;7,705;0,120;-6,977;-7,050;24,0;0,945;3,998
0,0605;-0,027;-7,651;0,484;4,672;-0,061;84,700000;7,558;7,695;0,121;-6,982;-7,055;24,2;0,930;4,168
0,0610;-0,022;-7,656;0,488;-8,422;-0,051;85,400000;7,563;7,705;0,122;-6,972;-7,055;24,4;0,926;4,339
0,0615;-0,017;-7,656;0,492;-7,543;0,022;86,100000;7,553;7,700;0,123;-6,977;-7,060;24,6;0,911;4,515
0,0620;-0,027;-7,656;0,496;-2,718;0,037;86,800000;7,563;7,700;0,124;-6,977;-7,050;24,8;0,901;4,686
0,0625;-0,022;-7,670;0,500;8,379;-0,037;87,500000;7,558;7,700;0,125;-6,972;-7,050;25,0;0,891;4,852
0,0630;-0,022;-7,665;0,504;6,957;-0,066;88,200000;7,558;7,700;0,126;-6,982;-7,050;25,2;0,877;5,009
0,0635;-0,022;-7,670;0,508;-0,794;-0,012;88,900000;7,558;7,705;0,127;-6,967;-7,045;25,4;0,857;5,160
0,0640;-0,022;-7,675;0,512;-8,149;0,022;89,600000;7,558;7,700;0,128;-6,972;-7,055;25,6;0,842;5,311
0,0645;-0,022;-7,675;0,516;-6,078;0,046;90,300000;7,563;7,709;0,129;-6,977;-7,050;25,8;0,823;5,463
0,0650;-0,022;-7,680;0,520;5,346;-0,071;91,000000;7,563;7,700;0,130;-6,972;-7,055;26,0;0,808;5,609
0,0655;-0,022;-7,690;0,524;7,934;-0,076;91,700000;7,563;7,700;0,131;-6,982;-7,060;26,2;0,794;5,751
0,0660;-0,022;-7,685;0,528;4,598;-0,017;92,400000;7,558;7,700;0,132;-6,972;-7,055;26,4;0,784;5,893
0,0665;-0,022;-7,690;0,532;-8,418;0,017;93,100000;7,563;7,705;0,133;-6,977;-7,060;26,6;0,764;6,029
0,0670;-0,022;-7,695;0,536;-7,519;0,046;93,800000;7,563;7,709;0,134;-6,977;-7,050;26,8;0,745;6,156
0,0675;-0,022;-7,700;0,540;-2,557;-0,071;94,500000;7,563;7,705;0,135;-6,972;-7,055;27,0;0,720;6,278
0,0680;-0,022;-7,700;0,544;8,359;-0,066;95,200000;7,568;7,705;0,136;-6,977;-7,050;27,2;0,701;6,400
0,0685;-0,027;-7,705;0,548;6,923;-0,027;95,900000;7,563;7,700;0,137;-6,967;-7,050;27,4;0,676;6,508
0,0690;-0,022;-7,705;0,552;-1,053;0,056;96,600000;7,568;7,700;0,138;-6,972;-6,889;27,6;0,662;6,625
0,0695;-0,022;-7,700;0,556;-8,149;0,046;97,300000;7,563;7,705;0,139;-6,894;7,641;27,8;0,642;6,733
0,0700;-0,027;-7,709;0,560;-6,015;-0,066;98,000000;7,573;7,705;0,140;-6,747;7,631;28,0;0,618;6,835
0,0705;-0,017;-7,709;0,564;5,639;-0,100;98,700000;7,568;7,709;0,141;-6,606;7,636;28,2;0,598;6,938
0,0710;-0,022;-7,709;0,568;7,929;-0,027;99,400000;7,563;7,700;0,142;-6,459;7,641;28,4;0,574;7,026
0,0715;-0,027;-7,714;0,572;4,486;0,046;100,100000;7,568;7,709;0,143;-6,327;7,631;28,6;0,554;7,114
0,0720;-0,022;-7,719;0,576;-8,413;0,051;100,800000;7,563;7,700;0,144;-6,186;7,631;28,8;0,525;7,192
0,0725;-0,017;-7,719;0,580;-7,499;-0,066;101,500000;7,573;7,700;0,145;-6,044;7,636;29,0;0,501;7,265
0,0730;-0,022;-7,719;0,584;-2,420;-0,110;102,200000;7,563;7,705;0,146;-5,907;7,636;29,2;0,481;7,343
0,0735;-0,017;-7,729;0,588;8,354;-0,027;102,900000;7,568;7,700;0,147;-5,775;7,641;29,4;0,457;7,416
0,0740;-0,017;-7,729;0,592;6,874;0,042;103,600000;7,568;7,709;0,148;-5,639;7,636;29,6;0,432;7,475
0,0745;-0,022;-7,729;0,596;-1,199;0,081;104,300000;7,568;7,700;0,149;-5,507;7,636;29,8;0,408;7,534
0,0750;-0,017;-7,734;0,600;-8,129;-0,061;105,000000;7,573;7,700;0,150;-5,375;7,636;30,0;0,383;7,587
0,0755;-0,017;-7,734;0,604;-5,946;-0,100;105,700000;7,563;7,705;0,151;-5,253;7,626;30,2;0,359;7,626
0,0760;-0,022;-7,734;0,608;5,897;-0,042;106,400000;7,573;7,700;0,152;-5,121;7,641;30,4;0,330;7,665
0,0765;-0,017;-7,744;0,612;7,900;0,051;107,100000;7,573;7,709;0,153;-4,994;7,636;30,6;0,305;7,709
0,0770;-0,017;-7,739;0,616;4,418;0,085;107,800000;7,578;7,700;0,154;-4,872;7,641;30,8;0,281;7,739
0,0775;-0,017;-7,744;0,620;-8,413;-0,066;108,500000;7,573;7,705;0,155;-4,745;7,641;31,0;0,256;7,768
0,0780;-0,022;-7,748;0,624;-7,470;-0,105;109,200000;7,568;7,700;0,156;-4,628;7,641;31,2;0,237;7,797
0,0785;-0,017;-7,748;0,628;-2,303;-0,056;109,900000;7,573;7,700;0,157;-4,501;7,641;31,4;0,208;7,802
0,0790;-0,022;-7,739;0,632;8,349;0,046;110,600000;7,573;7,700;0,158;-4,379;7,641;31,6;0,168;7,797
0,0795;-0,017;-7,748;0,636;6,850;0,085;111,300000;7,573;7,705;0,159;-4,261;7,636;31,8;0,134;7,792
0,0800;-0,017;-7,748;0,640;-1,414;-0,022;112,000000;7,573;7,705;0,160;-4,139;7,641;32,0;0,100;7,783
0,0805;-0,017;-7,744;0,644;-8,125;-0,100;112,700000;7,573;7,700;0,161;-4,022;7,636;32,2;0,066;7,768
0,0810;-0,022;-7,748;0,648;-5,897;-0,061;113,400000;7,578;7,705;0,162;-3,910;7,641;32,4;0,046;7,753
0,0815;-0,012;-7,744;0,652;6,264;0,022;114,100000;7,568;7,700;0,163;-3,792;7,641;32,6;0,012;7,729
0,0820;-0,017;-7,739;0,656;7,905;0,076;114,800000;7,573;7,700;0,164;-3,685;7,641;32,8;-0,017;7,695
0,0825;-0,017;-7,744;0,660;4,315;-0,017;115,500000;7,568;7,705;0,165;-3,563;7,641;33,0;-0,042;7,656
0,0830;-0,007;-7,744;0,664;-8,398;-0,095;116,200000;7,578;7,705;0,166;-3,460;7,636;33,2;-0,076;7,617
0,0835;-0,007;-7,739;0,668;-7,451;-0,051;116,900000;7,578;7,709;0,167;-3,348;7,641;33,4;-0,100;7,568
0,0840;-0,012;-7,739;0,672;-2,147;0,017;117,600000;7,573;7,700;0,168;-3,236;7,641;33,6;-0,134;7,514
0,0845;-0,012;-7,744;0,676;8,349;0,066;118,300000;7,573;7,700;0,169;-3,133;7,641;33,8;-0,154;7,465
0,0850;-0,007;-7,739;0,680;6,806;-0,027;119,000000;7,573;7,700;0,170;-3,021;7,646;34,0;-0,183;7,402
0,0855;-0,017;-7,734;0,684;-1,639;-0,061;119,700000;7,582;7,705;0,171;-2,913;7,636;34,2;-0,208;7,338
0,0860;-0,012;-7,739;0,688;-8,110;-0,046;120,400000;7,573;7,700;0,172;-2,816;7,641;34,4;-0,232;7,270
0,0865;-0,012;-7,729;0,692;-5,824;0,017;121,100000;7,573;7,700;0,173;-2,708;7,641;34,6;-0,256;7,192
0,0870;-0,012;-7,734;0,696;6,508;0,056;121,800000;7,578;7,705;0,174;-2,606;7,636;34,8;-0,286;7,109
0,0875;-0,012;-7,729;0,700;7,875;-0,027;122,500000;7,582;7,700;0,175;-2,503;7,651;35,0;-0,315;7,016
0,0880;-0,007;-7,724;0,704;4,222;-0,061;123,200000;7,582;7,705;0,176;-2,400;7,646;35,2;-0,339;6,928
0,0885;-0,012;-7,719;0,708;-8,398;-0,046;123,900000;7,573;7,705;0,177;-2,303;7,651;35,4;-0,364;6,835
0,0890;-0,017;-7,724;0,712;-7,416;0,022;124,600000;7,582;7,705;0,178;-2,200;7,646;35,6;-0,388;6,737
0,0895;-0,012;-7,714;0,716;-2,010;0,042;125,300000;7,573;7,700;0,179;-2,107;7,651;35,8;-0,413;6,635
0,0900;-0,012;-7,709;0,720;8,344;-0,027;126,000000;7,578;7,700;0,180;-2,010;7,651;36,0;-0,437;6,523
0,0905;-0,012;-7,709;0,724;6,762;-0,056;126,700000;7,578;7,709;0,181;-1,912;7,651;36,2;-0,466;6,405
0,0910;-0,007;-7,709;0,728;-1,873;-0,012;127,400000;7,582;7,705;0,182;-1,819;7,651;36,4;-0,491;6,283
0,0915;-0,002;-7,700;0,732;-8,100;0,022;128,100000;7,582;7,700;0,183;-1,726;7,651;36,6;-0,515;6,156
0,0920;-0,012;-7,705;0,736;-5,775;0,042;128,800000;7,573;7,700;0,184;-1,634;7,646;36,8;-0,540;6,034
0,0925;-0,007;-7,700;0,740;6,855;-0,061;129,500000;7,582;7,705;0,185;-1,541;7,651;37,0;-0,554;5,902
0,0930;-0,012;-7,690;0,744;7,856;-0,066;130,200000;7,582;7,700;0,186;-1,448;7,651;37,2;-0,579;5,770
0,0935;-0,012;-7,690;0,748;4,115;-0,017;130,900000;7,582;7,695;0,187;-1,360;7,651;37,4;-0,598;5,634
0,0940;-0,012;-7,695;0,752;-8,388;0,022;131,600000;7,582;7,705;0,188;-1,263;7,656;37,6;-0,623;5,487
0,0945;-0,007;-7,690;0,756;-7,387;0,046;132,300000;7,573;7,700;0,189;-1,175;7,646;37,8;-0,642;5,341
0,0950;-0,012;-7,685;0,760;-1,814;-0,066;133,000000;7,582;7,705;0,190;-1,092;7,656;38,0;-0,667;5,184
0,0955;-0,007;-7,690;0,764;8,330;-0,071;133,700000;7,582;7,705;0,191;-1,004;7,651;38,2;-0,691;5,033
0,0960;-0,007;-7,675;0,768;6,708;-0,022;134,400000;7,582;7,700;0,192;-0,926;7,651;38,4;-0,706;4,877
0,0965;-0,012;-7,675;0,772;-2,230;0,051;135,100000;7,582;7,705;0,193;-0,833;7,656;38,6;-0,725;4,720
0,0970;-0,007;-7,680;0,776;-8,085;0,046;135,800000;7,582;7,695;0,194;-0,750;7,646;38,8;-0,745;4,554
0,0975;-0,007;-7,665;0,780;-5,692;-0,066;136,500000;7,582;7,705;0,195;-0,672;7,651;39,0;-0,764;4,388
0,0980;-0,007;-7,665;0,784;7,226;-0,085;137,200000;7,578;7,700;0,196;-0,584;7,656;39,2;-0,774;4,212
0,0985;-0,007;-7,665;0,788;7,832;-0,022;137,900000;7,587;7,705;0,197;-0,505;7,651;39,4;-0,799;4,042
0,0990;-0,002;-7,656;0,792;3,968;0,061;138,600000;7,582;7,705;0,198;-0,422;7,656;39,6;-0,818;3,866
0,0995;-0,007;-7,646;0,796;-8,383;0,051;139,300000;7,587;7,700;0,199;-0,344;7,661;39,8;-0,838;3,675
0,1000;-0,017;-7,651;0,800;-7,363;-0,066;140,000000;7,587;7,709;0,200;-0,266;7,656;40,0;-0,852;3,504
0,1005;-0,007;-7,646;0,804;-1,648;-0,110;140,700000;7,587;7,700;0,201;-0,183;7,656;40,2;-0,867;3,324
0,1010;-0,007;-7,641;0,808;8,325;-0,027;141,400000;7,587;7,705;0,202;-0,110;7,651;40,4;-0,877;3,133
