"Laatste: Tijd (s)";"Laatste: Potential 1 (V)";"Laatste: Potential 2 (V)";"Latest: Time (s)";"Latest: Potential 1 (V)";"Latest: Potential 2 (V)";"Meting 1: Tijd (ms)";"Meting 1: Potential 1 (V)";"Meting 1: Potential 2 (V)";"Meting 2: Tijd (s)";"Meting 2: Potential 1 (V)";"Meting 2: Potential 2 (V)";"Meting 3: Tijd (ms)";"Meting 3: Potential 1 (V)";"Meting 3: Potential 2 (V)"
0,7185;-0,056;4,740;;;;1005,900000;7,626;7,709;1,437;-6,821;-7,045;;;
0,7190;-0,051;4,720;;;;1006,600000;7,626;7,705;1,438;-6,821;-7,050;;;
0,7195;-0,046;4,711;;;;1007,300000;7,621;7,709;1,439;-6,816;-7,050;;;
0,7200;-0,051;4,691;;;;1008,000000;7,617;7,705;1,440;-6,825;-7,055;;;
0,7205;-0,051;4,662;;;;1008,700000;7,631;7,709;1,441;-6,825;-7,050;;;
0,7210;-0,046;4,652;;;;1009,400000;7,621;7,705;1,442;-6,825;-7,050;;;
0,7215;-0,046;4,632;;;;1010,100000;7,626;7,705;1,443;-6,830;-7,055;;;
0,7220;-0,046;4,603;;;;1010,800000;7,621;7,705;1,444;-6,825;-7,050;;;
0,7225;-0,051;4,589;;;;1011,500000;7,621;7,700;1,445;-6,830;-7,050;;;
0,7230;-0,051;4,574;;;;1012,200000;7,631;7,709;1,446;-6,830;-7,045;;;
0,7235;-0,051;4,545;;;;1012,900000;7,621;7,705;1,447;-6,835;-7,050;;;
0,7240;-0,051;4,530;;;;1013,600000;7,631;7,709;1,448;-6,840;-7,055;;;
0,7245;-0,051;4,510;;;;1014,300000;7,621;7,705;1,449;-6,840;-7,050;;;
0,7250;-0,056;4,491;;;;1015,000000;7,626;7,709;1,450;-6,840;-7,060;;;
0,7255;-0,051;4,471;;;;1015,700000;7,626;7,714;1,451;-6,840;-7,050;;;
0,7260;-0,056;4,452;;;;1016,400000;7,626;7,705;1,452;-6,835;-7,050;;;
0,7265;-0,056;4,432;;;;1017,100000;7,631;7,705;1,453;-6,845;-7,055;;;
0,7270;-0,051;4,413;;;;1017,800000;7,626;7,705;1,454;-6,840;-7,045;;;
0,7275;-0,051;4,393;;;;1018,500000;7,626;7,709;1,455;-6,845;-7,045;;;
0,7280;-0,056;4,374;;;;1019,200000;7,626;7,705;1,456;-6,845;-7,050;;;
0,7285;-0,051;4,354;;;;1019,900000;7,626;7,705;1,457;-6,845;-7,050;;;
0,7290;-0,051;4,335;;;;1020,600000;7,626;7,705;1,458;-6,845;-7,050;;;
0,7295;-0,056;4,310;;;;1021,300000;7,621;7,700;1,459;-6,850;-7,045;;;
0,7300;-0,056;4,291;;;;1022,000000;7,626;7,709;1,460;-6,850;-7,050;;;
0,7305;-0,051;4,281;;;;1022,700000;7,621;7,709;1,461;-6,855;-7,055;;;
0,7310;-0,051;4,256;;;;1023,400000;7,626;7,705;1,462;-6,855;-7,050;;;
0,7315;-0,051;4,237;;;;1024,100000;7,621;7,705;1,463;-6,855;-7,055;;;
0,7320;-0,051;4,212;;;;1024,800000;7,626;7,700;1,464;-6,855;-7,045;;;
0,7325;-0,056;4,188;;;;1025,500000;7,631;7,709;1,465;-6,855;-7,050;;;
0,7330;-0,046;4,164;;;;1026,200000;7,621;7,705;1,466;-6,855;-7,050;;;
0,7335;-0,051;4,149;;;;1026,900000;7,626;7,709;1,467;-6,855;-7,050;;;
0,7340;-0,056;4,129;;;;1027,600000;7,626;7,714;1,468;-6,864;-7,050;;;
0,7345;-0,051;4,105;;;;1028,300000;7,626;7,709;1,469;-6,860;-7,050;;;
0,7350;-0,051;4,085;;;;1029,000000;7,626;7,709;1,470;-6,864;-7,055;;;
0,7355;-0,056;4,066;;;;1029,700000;7,621;7,705;1,471;-6,869;-7,055;;;
0,7360;-0,056;4,042;;;;1030,400000;7,626;7,705;1,472;-6,860;-7,050;;;
0,7365;-0,051;4,027;;;;1031,100000;7,621;7,705;1,473;-6,869;-7,055;;;
0,7370;-0,051;4,007;;;;1031,800000;7,626;7,705;1,474;-6,869;-7,055;;;
0,7375;-0,056;3,983;;;;1032,500000;7,626;7,709;1,475;-6,869;-7,050;;;
0,7380;-0,051;3,968;;;;1033,200000;7,626;7,695;1,476;-6,869;-7,050;;;
0,7385;-0,051;3,954;;;;1033,900000;7,626;7,709;1,477;-6,864;-7,050;;;
0,7390;-0,056;3,924;;;;1034,600000;7,621;7,705;1,478;-6,869;-7,055;;;
0,7395;-0,051;3,910;;;;1035,300000;7,626;7,709;1,479;-6,869;-7,045;;;
0,7400;-0,051;3,890;;;;1036,000000;7,621;7,709;1,480;-6,874;-7,050;;;
0,7405;-0,056;3,861;;;;1036,700000;7,626;7,705;1,481;-6,879;-7,050;;;
0,7410;-0,051;3,841;;;;1037,400000;7,626;7,705;1,482;-6,874;-7,050;;;
0,7415;-0,051;3,827;;;;1038,100000;7,626;7,705;1,483;-6,874;-7,060;;;
0,7420;-0,056;3,802;;;;1038,800000;7,626;7,709;1,484;-6,879;-7,050;;;
0,7425;-0,051;3,778;;;;1039,500000;7,621;7,709;1,485;-6,874;-7,050;;;
0,7430;-0,046;3,763;;;;1040,200000;7,626;7,705;1,486;-6,884;-7,050;;;
0,7435;-0,056;3,734;;;;1040,900000;7,626;7,705;1,487;-6,874;-7,045;;;
0,7440;-0,051;3,709;;;;1041,600000;7,626;7,705;1,488;-6,879;-7,060;;;
0,7445;-0,051;3,695;;;;1042,300000;7,626;7,705;1,489;-6,884;-7,050;;;
0,7450;-0,056;3,675;;;;1043,000000;7,621;7,705;1,490;-6,884;-7,050;;;
0,7455;-0,056;3,646;;;;1043,700000;7,626;7,705;1,491;-6,889;-7,055;;;
0,7460;-0,056;3,626;;;;1044,400000;7,621;7,705;1,492;-6,884;-7,050;;;
0,7465;-0,056;3,607;;;;1045,100000;7,626;7,709;1,493;-6,884;-7,055;;;
0,7470;-0,056;3,578;;;;1045,800000;7,626;7,714;1,494;-6,884;-7,050;;;
0,7475;-0,056;3,563;;;;1046,500000;7,621;7,705;1,495;-6,884;-7,045;;;
0,7480;-0,051;3,543;;;;1047,200000;7,626;7,709;1,496;-6,894;-7,050;;;
0,7485;-0,051;3,524;;;;1047,900000;7,621;7,700;1,497;-6,889;-7,045;;;
0,7490;-0,051;3,499;;;;1048,600000;7,626;7,709;1,498;-6,894;-7,050;;;
0,7495;-0,056;3,485;;;;1049,300000;7,621;7,705;1,499;-6,894;-7,050;;;
0,7500;-0,061;3,455;;;;1050,000000;7,626;7,700;1,500;-6,889;-7,050;;;
0,7505;-0,051;3,436;;;;1050,700000;7,621;7,709;1,501;-6,894;-7,055;;;
0,7510;-0,051;3,421;;;;1051,400000;7,621;7,700;1,502;-6,894;-7,050;;;
0,7515;-0,056;3,392;;;;1052,100000;7,626;7,709;1,503;-6,894;-7,050;;;
0,7520;-0,056;3,377;;;;1052,800000;7,621;7,705;1,504;-6,899;-7,050;;;
0,7525;-0,051;3,353;;;;1053,500000;7,626;7,705;1,505;-6,894;-7,045;;;
0,7530;-0,061;3,328;;;;1054,200000;7,626;7,705;1,506;-6,894;-7,055;;;
0,7535;-0,056;3,304;;;;1054,900000;7,621;7,700;1,507;-6,899;-7,050;;;
0,7540;-0,056;3,284;;;;1055,600000;7,631;7,714;1,508;-6,894;-7,050;;;
0,7545;-0,061;3,260;;;;1056,300000;7,621;7,705;1,509;-6,904;-7,050;;;
0,7550;-0,056;3,241;;;;1057,000000;7,631;7,709;1,510;-6,894;-7,050;;;
0,7555;-0,051;3,221;;;;1057,700000;7,621;7,705;1,511;-6,899;-7,060;;;
0,7560;-0,061;3,197;;;;1058,400000;7,626;7,705;1,512;-6,904;-7,055;;;
0,7565;-0,056;3,172;;;;1059,100000;7,626;7,709;1,513;-6,899;-7,050;;;
0,7570;-0,056;3,148;;;;1059,800000;7,621;7,709;1,514;-6,908;-7,050;;;
0,7575;-0,056;3,128;;;;1060,500000;7,626;7,705;1,515;-6,899;-7,050;;;
0,7580;-0,056;3,104;;;;1061,200000;7,617;7,709;1,516;-6,904;-7,055;;;
0,7585;-0,051;3,089;;;;1061,900000;7,626;7,705;1,517;-6,904;-7,050;;;
0,7590;-0,056;3,065;;;;1062,600000;7,626;7,709;1,518;-6,899;-7,050;;;
0,7595;-0,056;3,040;;;;1063,300000;7,626;7,700;1,519;-6,908;-7,050;;;
0,7600;-0,056;3,021;;;;1064,000000;7,631;7,709;1,520;-6,908;-7,045;;;
0,7605;-0,056;3,001;;;;1064,700000;7,621;7,705;1,521;-6,908;-7,050;;;
0,7610;-0,061;2,977;;;;1065,400000;7,626;7,709;1,522;-6,908;-7,050;;;
0,7615;-0,051;2,957;;;;1066,100000;7,626;7,709;1,523;-6,904;-7,050;;;
0,7620;-0,056;2,938;;;;1066,800000;7,626;7,705;1,524;-6,913;-7,055;;;
0,7625;-0,061;2,904;;;;1067,500000;7,626;7,709;1,525;-6,913;-7,045;;;
0,7630;-0,056;2,889;;;;1068,200000;7,621;7,700;1,526;-6,908;-7,045;;;
0,7635;-0,061;2,869;;;;1068,900000;7,621;7,709;1,527;-6,913;-7,050;;;
0,7640;-0,066;2,840;;;;1069,600000;7,626;7,709;1,528;-6,908;-7,050;;;
0,7645;-0,051;2,821;;;;1070,300000;7,626;7,705;1,529;-6,908;-7,055;;;
0,7650;-0,056;2,801;;;;1071,000000;7,626;7,709;1,530;-6,913;-7,050;;;
0,7655;-0,061;2,772;;;;1071,700000;7,626;7,700;1,531;-6,913;-7,050;;;
0,7660;-0,061;2,752;;;;1072,400000;7,626;7,705;1,532;-6,923;-7,055;;;
0,7665;-0,056;2,733;;;;1073,100000;7,626;7,705;1,533;-6,913;-7,045;;;
0,7670;-0,061;2,708;;;;1073,800000;7,626;7,705;1,534;-6,913;-7,055;;;
0,7675;-0,056;2,684;;;;1074,500000;7,621;7,700;1,535;-6,918;-7,050;;;
0,7680;-0,051;2,664;;;;1075,200000;7,626;7,700;1,536;-6,913;-7,045;;;
0,7685;-0,056;2,640;;;;1075,900000;7,626;7,709;1,537;-6,923;-7,050;;;
0,7690;-0,061;2,620;;;;1076,600000;7,626;7,700;1,538;-6,913;-7,045;;;
0,7695;-0,056;2,601;;;;1077,300000;7,631;7,709;1,539;-6,918;-7,050;;;
0,7700;-0,056;2,571;;;;1078,000000;7,626;7,700;1,540;-6,923;-7,050;;;
0,7705;-0,056;2,547;;;;1078,700000;7,626;7,709;1,541;-6,918;-7,050;;;
0,7710;-0,051;2,527;;;;1079,400000;7,621;7,705;1,542;-6,923;-7,055;;;
0,7715;-0,056;2,508;;;;1080,100000;7,631;7,700;1,543;-6,918;-7,050;;;
0,7720;-0,056;2,479;;;;1080,800000;7,631;7,709;1,544;-6,918;-7,050;;;
0,7725;-0,061;2,459;;;;1081,500000;7,621;7,705;1,545;-6,928;-7,050;;;
0,7730;-0,056;2,444;;;;1082,200000;7,626;7,705;1,546;-6,918;-7,045;;;
0,7735;-0,066;2,410;;;;1082,900000;7,621;7,705;1,547;-6,923;-7,055;;;
0,7740;-0,056;2,391;;;;1083,600000;7,626;7,705;1,548;-6,923;-7,045;;;
0,7745;-0,056;2,371;;;;1084,300000;7,621;7,709;1,549;-6,918;-7,050;;;
0,7750;-0,061;2,337;;;;1085,000000;7,626;7,695;1,550;-6,928;-7,055;;;
0,7755;-0,056;2,322;;;;1085,700000;7,631;7,705;1,551;-6,923;-7,050;;;
0,7760;-0,056;2,303;;;;1086,400000;7,621;7,705;1,552;-6,928;-7,055;;;
0,7765;-0,066;2,274;;;;1087,100000;7,631;7,705;1,553;-6,923;-7,050;;;
0,7770;-0,056;2,254;;;;1087,800000;7,626;7,709;1,554;-6,923;-7,050;;;
0,7775;-0,056;2,230;;;;1088,500000;7,626;7,705;1,555;-6,928;-7,055;;;
0,7780;-0,061;2,210;;;;1089,200000;7,631;7,705;1,556;-6,928;-7,045;;;
0,7785;-0,056;2,176;;;;1089,900000;7,621;7,705;1,557;-6,928;-7,050;;;
0,7790;-0,051;2,161;;;;1090,600000;7,626;7,705;1,558;-6,928;-7,050;;;
0,7795;-0,056;2,142;;;;1091,300000;7,621;7,705;1,559;-6,923;-7,050;;;
0,7800;-0,056;2,112;;;;1092,000000;7,626;7,700;1,560;-6,933;-7,055;;;
0,7805;-0,061;2,093;;;;1092,700000;7,626;7,709;1,561;-6,933;-7,045;;;
0,7810;-0,061;2,068;;;;1093,400000;7,621;7,705;1,562;-6,933;-7,050;;;
0,7815;-0,061;2,044;;;;1094,100000;7,631;7,705;1,563;-6,938;-7,050;;;
0,7820;-0,056;2,024;;;;1094,800000;7,621;7,705;1,564;-6,928;-7,050;;;
0,7825;-0,056;2,005;;;;1095,500000;7,626;7,705;1,565;-6,933;-7,055;;;
0,7830;-0,061;1,976;;;;1096,200000;7,621;7,705;1,566;-6,933;-7,045;;;
0,7835;-0,061;1,956;;;;1096,900000;7,626;7,709;1,567;-6,933;-7,045;;;
0,7840;-0,061;1,937;;;;1097,600000;7,631;7,709;1,568;-6,933;-7,050;;;
0,7845;-0,061;1,907;;;;1098,300000;7,621;7,700;1,569;-6,928;-7,050;;;
0,7850;-0,061;1,883;;;;1099,000000;7,631;7,705;1,570;-6,933;-7,055;;;
0,7855;-0,061;1,858;;;;1099,700000;7,626;7,705;1,571;-6,938;-7,055;;;
0,7860;-0,066;1,834;;;;1100,400000;7,626;7,705;1,572;-6,933;-7,050;;;
0,7865;-0,061;1,814;;;;1101,100000;7,626;7,709;1,573;-6,938;-7,050;;;
0,7870;-0,061;1,795;;;;1101,800000;7,626;7,700;1,574;-6,933;-7,040;;;
0,7875;-0,061;1,766;;;;1102,500000;7,626;7,705;1,575;-6,938;-7,045;;;
0,7880;-0,061;1,746;;;;1103,200000;7,621;7,700;1,576;-6,938;-7,050;;;
0,7885;-0,056;1,722;;;;1103,900000;7,626;7,705;1,577;-6,933;-7,045;;;
0,7890;-0,061;1,702;;;;1104,600000;7,621;7,700;1,578;-6,938;-7,055;;;
0,7895;-0,061;1,668;;;;1105,300000;7,626;7,705;1,579;-6,938;-7,050;;;
0,7900;-0,056;1,653;;;;1106,000000;7,626;7,709;1,580;-6,938;-7,050;;;
0,7905;-0,061;1,629;;;;1106,700000;7,626;7,700;1,581;-6,943;-7,055;;;
0,7910;-0,056;1,604;;;;1107,400000;7,631;7,705;1,582;-6,938;-7,050;;;
0,7915;-0,056;1,585;;;;1108,100000;7,626;7,705;1,583;-6,938;-7,055;;;
0,7920;-0,061;1,560;;;;1108,800000;7,626;7,705;1,584;-6,938;-7,050;;;
0,7925;-0,056;1,531;;;;1109,500000;7,626;7,714;1,585;-6,938;-7,050;;;
0,7930;-0,056;1,516;;;;1110,200000;7,626;7,700;1,586;-6,943;-7,050;;;
0,7935;-0,061;1,487;;;;1110,900000;7,631;7,705;1,587;-6,943;-7,045;;;
0,7940;-0,066;1,463;;;;1111,600000;7,621;7,705;1,588;-6,943;-7,050;;;
0,7945;-0,061;1,438;;;;1112,300000;7,626;7,705;1,589;-6,943;-7,050;;;
0,7950;-0,056;1,419;;;;1113,000000;7,626;7,705;1,590;-6,943;-7,055;;;
0,7955;-0,061;1,394;;;;1113,700000;7,626;7,709;1,591;-6,938;-7,055;;;
0,7960;-0,061;1,365;;;;1114,400000;7,621;7,709;1,592;-6,943;-7,045;;;
0,7965;-0,056;1,346;;;;1115,100000;7,621;7,700;1,593;-6,943;-7,050;;;
0,7970;-0,066;1,321;;;;1115,800000;7,631;7,709;1,594;-6,943;-7,050;;;
0,7975;-0,061;1,292;;;;1116,500000;7,626;7,714;1,595;-6,943;-7,050;;;
0,7980;-0,061;1,277;;;;1117,200000;7,626;7,709;1,596;-6,943;-7,055;;;
0,7985;-0,061;1,253;;;;1117,900000;7,626;7,709;1,597;-6,943;-7,050;;;
0,7990;-0,056;1,223;;;;1118,600000;7,631;7,700;1,598;-6,943;-7,050;;;
0,7995;-0,056;1,204;;;;1119,300000;7,626;7,705;1,599;-6,947;-7,050;;;
0,8000;-0,061;1,184;;;;1120,000000;7,621;7,705;1,600;-6,943;-7,050;;;
0,8005;-0,066;1,155;;;;1120,700000;7,626;7,709;1,601;-6,943;-7,060;;;
0,8010;-0,056;1,136;;;;1121,400000;7,621;7,705;1,602;-6,947;-7,050;;;
0,8015;-0,056;1,111;;;;1122,100000;7,621;7,700;1,603;-6,947;-7,050;;;
0,8020;-0,066;1,087;;;;1122,800000;7,626;7,709;1,604;-6,952;-7,055;;;
0,8025;-0,061;1,062;;;;1123,500000;7,626;7,705;1,605;-6,943;-7,045;;;
0,8030;-0,056;1,038;;;;1124,200000;7,631;7,709;1,606;-6,947;-7,055;;;
0,8035;-0,066;1,013;;;;1124,900000;7,621;7,705;1,607;-6,952;-7,050;;;
0,8040;-0,056;0,994;;;;1125,600000;7,626;7,705;1,608;-6,943;-7,050;;;
0,8045;-0,061;0,969;;;;1126,300000;7,621;7,705;1,609;-6,947;-7,050;;;
0,8050;-0,066;0,940;;;;1127,000000;7,626;7,709;1,610;-6,947;-7,050;;;
0,8055;-0,061;0,916;;;;1127,700000;7,626;7,709;1,611;-6,952;-7,055;;;
0,8060;-0,061;0,896;;;;1128,400000;7,621;7,705;1,612;-6,947;-7,055;;;
0,8065;-0,066;0,872;;;;1129,100000;7,626;7,700;1,613;-6,947;-7,050;;;
0,8070;-0,061;0,842;;;;1129,800000;7,621;7,700;1,614;-6,952;-7,050;;;
0,8075;-0,061;0,823;;;;1130,500000;7,621;7,705;1,615;-6,947;-7,045;;;
0,8080;-0,056;0,803;;;;1131,200000;7,621;7,705;1,616;-6,947;-7,045;;;
0,8085;-0,061;0,779;;;;1131,900000;7,621;7,705;1,617;-6,947;-7,050;;;
0,8090;-0,056;0,755;;;;1132,600000;7,621;7,709;1,618;-6,947;-7,050;;;
0,8095;-0,061;0,730;;;;1133,300000;7,621;7,700;1,619;-6,952;-7,055;;;
0,8100;-0,061;0,701;;;;1134,000000;7,631;7,705;1,620;-6,952;-7,050;;;
0,8105;-0,056;0,686;;;;1134,700000;7,621;7,700;1,621;-6,947;-7,050;;;
0,8110;-0,061;0,662;;;;1135,400000;7,626;7,705;1,622;-6,952;-7,055;;;
0,8115;-0,061;0,628;;;;1136,100000;7,621;7,705;1,623;-6,952;-7,050;;;
0,8120;-0,056;0,613;;;;1136,800000;7,626;7,705;1,624;-6,952;-7,060;;;
0,8125;-0,061;0,593;;;;1137,500000;7,631;7,709;1,625;-6,952;-7,050;;;
0,8130;-0,066;0,559;;;;1138,200000;7,621;7,700;1,626;-6,947;-7,050;;;
0,8135;-0,066;0,540;;;;1138,900000;7,626;7,705;1,627;-6,952;-7,050;;;
0,8140;-0,061;0,515;;;;1139,600000;7,621;7,705;1,628;-6,952;-7,045;;;
0,8145;-0,066;0,491;;;;1140,300000;7,626;7,705;1,629;-6,952;-7,050;;;
0,8150;-0,061;0,462;;;;1141,000000;7,621;7,709;1,630;-6,957;-7,055;;;
0,8155;-0,061;0,442;;;;1141,700000;7,621;7,705;1,631;-6,952;-7,050;;;
0,8160;-0,061;0,418;;;;1142,400000;7,631;7,705;1,632;-6,952;-7,060;;;
0,8165;-0,061;0,393;;;;1143,100000;7,621;7,700;1,633;-6,957;-7,055;;;
0,8170;-0,061;0,374;;;;1143,800000;7,626;7,709;1,634;-6,952;-7,055;;;
0,8175;-0,066;0,344;;;;1144,500000;7,621;7,705;1,635;-6,957;-7,055;;;
0,8180;-0,061;0,325;;;;1145,200000;7,621;7,700;1,636;-6,952;-7,050;;;
0,8185;-0,056;0,300;;;;1145,900000;7,626;7,709;1,637;-6,952;-7,060;;;
0,8190;-0,061;0,276;;;;1146,600000;7,621;7,705;1,638;-6,957;-7,050;;;
0,8195;-0,061;0,256;;;;1147,300000;7,631;7,705;1,639;-6,952;-7,050;;;
0,8200;-0,056;0,232;;;;1148,000000;7,621;7,700;1,640;-6,962;-7,055;;;
0,8205;-0,061;0,208;;;;1148,700000;7,626;7,705;1,641;-6,952;-7,050;;;
0,8210;-0,061;0,178;;;;1149,400000;7,621;7,705;1,642;-6,962;-7,060;;;
0,8215;-0,056;0,159;;;;1150,100000;7,626;7,700;1,643;-6,957;-7,045;;;
0,8220;-0,061;0,134;;;;1150,800000;7,626;7,709;1,644;-6,957;-7,050;;;
0,8225;-0,066;0,105;;;;1151,500000;7,621;7,700;1,645;-6,962;-7,050;;;
0,8230;-0,056;0,085;;;;1152,200000;7,621;7,705;1,646;-6,952;-7,050;;;
0,8235;-0,061;0,071;;;;1152,900000;7,626;7,705;1,647;-6,957;-7,055;;;
0,8240;-0,066;0,037;;;;1153,600000;7,626;7,705;1,648;-6,957;-7,045;;;
0,8245;-0,061;0,012;;;;1154,300000;7,626;7,709;1,649;-6,957;-7,050;;;
0,8250;-0,056;-0,007;;;;1155,000000;7,626;7,705;1,650;-6,957;-7,050;;;
0,8255;-0,066;-0,037;;;;1155,700000;7,626;7,705;1,651;-6,952;-7,050;;;
0,8260;-0,061;-0,056;;;;1156,400000;7,621;7,705;1,652;-6,957;-7,055;;;
0,8265;-0,056;-0,081;;;;1157,100000;7,626;7,705;1,653;-6,957;-7,050;;;
0,8270;-0,061;-0,110;;;;1157,800000;7,626;7,709;1,654;-6,962;-7,050;;;
0,8275;-0,061;-0,129;;;;1158,500000;7,626;7,705;1,655;-6,962;-7,050;;;
0,8280;-0,056;-0,154;;;;1159,200000;7,621;7,709;1,656;-6,957;-7,045;;;
0,8285;-0,066;-0,178;;;;1159,900000;7,626;7,705;1,657;-6,957;-7,055;;;
0,8290;-0,061;-0,208;;;;1160,600000;7,631;7,705;1,658;-6,957;-7,050;;;
0,8295;-0,056;-0,222;;;;1161,300000;7,617;7,709;1,659;-6,957;-7,050;;;
0,8300;-0,061;-0,247;;;;1162,000000;7,621;7,705;1,660;-6,967;-7,050;;;
0,8305;-0,061;-0,281;;;;1162,700000;7,626;7,705;1,661;-6,957;-7,050;;;
0,8310;-0,061;-0,295;;;;1163,400000;7,621;7,705;1,662;-6,962;-7,060;;;
0,8315;-0,066;-0,320;;;;1164,100000;7,631;7,709;1,663;-6,962;-7,050;;;
0,8320;-0,066;-0,349;;;;1164,800000;7,626;7,700;1,664;-6,957;-7,050;;;
0,8325;-0,056;-0,369;;;;1165,500000;7,631;7,705;1,665;-6,962;-7,050;;;
0,8330;-0,061;-0,393;;;;1166,200000;7,621;7,705;1,666;-6,957;-7,050;;;
0,8335;-0,066;-0,422;;;;1166,900000;7,626;7,705;1,667;-6,957;-7,055;;;
0,8340;-0,061;-0,442;;;;1167,600000;7,626;7,714;1,668;-6,957;-7,050;;;
0,8345;-0,066;-0,462;;;;1168,300000;7,626;7,700;1,669;-6,962;-7,050;;;
0,8350;-0,066;-0,491;;;;1169,000000;7,626;7,705;1,670;-6,962;-7,055;;;
0,8355;-0,061;-0,515;;;;1169,700000;7,621;7,705;1,671;-6,957;-7,050;;;
0,8360;-0,061;-0,540;;;;1170,400000;7,626;7,705;1,672;-6,962;-7,050;;;
0,8365;-0,066;-0,569;;;;1171,100000;7,626;7,705;1,673;-6,957;-7,050;;;
0,8370;-0,061;-0,584;;;;1171,800000;7,626;7,700;1,674;-6,962;-7,050;;;
0,8375;-0,066;-0,608;;;;1172,500000;7,626;7,705;1,675;-6,962;-7,050;;;
0,8380;-0,066;-0,637;;;;1173,200000;7,621;7,700;1,676;-6,957;-7,045;;;
0,8385;-0,061;-0,657;;;;1173,900000;7,626;7,705;1,677;-6,962;-7,055;;;
0,8390;-0,056;-0,681;;;;1174,600000;7,626;7,705;1,678;-6,962;-7,050;;;
0,8395;-0,066;-0,706;;;;1175,300000;7,626;7,700;1,679;-6,957;-7,050;;;
0,8400;-0,061;-0,735;;;;1176,000000;7,626;7,709;1,680;-6,967;-7,050;;;
0,8405;-0,061;-0,750;;;;1176,700000;7,626;7,700;1,681;-6,957;-7,045;;;
0,8410;-0,061;-0,774;;;;1177,400000;7,626;7,709;1,682;-6,962;-7,055;;;
0,8415;-0,056;-0,803;;;;1178,100000;7,621;7,705;1,683;-6,962;-7,050;;;
0,8420;-0,056;-0,823;;;;1178,800000;7,626;7,705;1,684;-6,962;-7,050;;;
0,8425;-0,066;-0,847;;;;1179,500000;7,626;7,705;1,685;-6,967;-7,055;;;
0,8430;-0,066;-0,877;;;;1180,200000;7,621;7,700;1,686;-6,962;-7,045;;;
0,8435;-0,061;-0,896;;;;1180,900000;7,621;7,709;1,687;-6,962;-7,050;;;
0,8440;-0,061;-0,916;;;;1181,600000;7,621;7,700;1,688;-6,967;-7,050;;;
0,8445;-0,066;-0,950;;;;1182,300000;7,626;7,705;1,689;-6,957;-7,050;;;
0,8450;-0,061;-0,969;;;;1183,000000;7,626;7,705;1,690;-6,962;-7,055;;;
0,8455;-0,061;-0,989;;;;1183,700000;7,626;7,705;1,691;-6,962;-7,045;;;
0,8460;-0,066;-1,013;;;;1184,400000;7,626;7,705;1,692;-6,967;-7,050;;;
0,8465;-0,061;-1,043;;;;1185,100000;7,621;7,700;1,693;-6,967;-7,050;;;
0,8470;-0,061;-1,062;;;;1185,800000;7,626;7,709;1,694;-6,962;-7,050;;;
0,8475;-0,066;-1,092;;;;1186,500000;7,617;7,705;1,695;-6,962;-7,055;;;
0,8480;-0,061;-1,111;;;;1187,200000;7,626;7,709;1,696;-6,962;-7,045;;;
0,8485;-0,061;-1,131;;;;1187,900000;7,621;7,705;1,697;-6,962;-7,050;;;
0,8490;-0,066;-1,160;;;;1188,600000;7,626;7,705;1,698;-6,967;-7,050;;;
0,8495;-0,056;-1,179;;;;1189,300000;7,621;7,709;1,699;-6,962;-7,045;;;
0,8500;-0,056;-1,204;;;;1190,000000;7,621;7,700;1,700;-6,962;-7,055;;;
0,8505;-0,061;-1,228;;;;1190,700000;7,626;7,709;1,701;-6,967;-7,050;;;
0,8510;-0,061;-1,258;;;;1191,400000;7,621;7,700;1,702;-6,962;-7,055;;;
0,8515;-0,056;-1,277;;;;1192,100000;7,626;7,705;1,703;-6,972;-7,055;;;
0,8520;-0,061;-1,302;;;;1192,800000;7,621;7,700;1,704;-6,962;-7,045;;;
0,8525;-0,066;-1,331;;;;1193,500000;7,626;7,700;1,705;-6,967;-7,050;;;
0,8530;-0,056;-1,346;;;;1194,200000;7,626;7,705;1,706;-6,967;-7,045;;;
0,8535;-0,066;-1,375;;;;1194,900000;7,621;7,700;1,707;-6,962;-7,050;;;
0,8540;-0,061;-1,399;;;;1195,600000;7,626;7,705;1,708;-6,967;-7,055;;;
0,8545;-0,061;-1,424;;;;1196,300000;7,621;7,705;1,709;-6,962;-7,050;;;
0,8550;-0,066;-1,443;;;;1197,000000;7,626;7,705;1,710;-6,967;-7,050;;;
0,8555;-0,066;-1,473;;;;1197,700000;7,626;7,705;1,711;-6,972;-7,055;;;
0,8560;-0,061;-1,492;;;;1198,400000;7,626;7,700;1,712;-6,962;-7,050;;;
0,8565;-0,061;-1,512;;;;1199,100000;7,621;7,705;1,713;-6,967;-7,050;;;
0,8570;-0,066;-1,541;;;;1199,800000;7,621;7,700;1,714;-6,967;-7,050;;;
0,8575;-0,061;-1,560;;;;1200,500000;7,621;7,705;1,715;-6,962;-7,045;;;
0,8580;-0,061;-1,585;;;;1201,200000;7,626;7,705;1,716;-6,967;-7,050;;;
0,8585;-0,061;-1,609;;;;1201,900000;7,626;7,700;1,717;-6,967;-7,045;;;
0,8590;-0,061;-1,634;;;;1202,600000;7,621;7,705;1,718;-6,967;-7,055;;;
0,8595;-0,056;-1,653;;;;1203,300000;7,621;7,700;1,719;-6,967;-7,050;;;
0,8600;-0,066;-1,683;;;;1204,000000;7,621;7,705;1,720;-6,967;-7,050;;;
0,8605;-0,061;-1,702;;;;1204,700000;7,621;7,705;1,721;-6,967;-7,050;;;
