"Laatste: Tijd (ms)";"Laatste: Potential 1 (V)";"Laatste: Potential 2 (V)";"Latest: Time (s)";"Latest: Potential 1 (V)";"Latest: Potential 2 (V)";"Meting 1: Tijd (ms)";"Meting 1: Potential 1 (V)";"Meting 1: Potential 2 (V)";"Meting 2: Tijd (s)";"Meting 2: Potential 1 (V)";"Meting 2: Potential 2 (V)"
;;;;;;1030,400000;7,626;7,705;1,472;-6,860;-7,050
;;;;;;1031,100000;7,621;7,705;1,473;-6,869;-7,055
;;;;;;1031,800000;7,626;7,705;1,474;-6,869;-7,055
;;;;;;1032,500000;7,626;7,709;1,475;-6,869;-7,050
;;;;;;1033,200000;7,626;7,695;1,476;-6,869;-7,050
;;;;;;1033,900000;7,626;7,709;1,477;-6,864;-7,050
;;;;;;1034,600000;7,621;7,705;1,478;-6,869;-7,055
;;;;;;1035,300000;7,626;7,709;1,479;-6,869;-7,045
;;;;;;1036,000000;7,621;7,709;1,480;-6,874;-7,050
;;;;;;1036,700000;7,626;7,705;1,481;-6,879;-7,050
;;;;;;1037,400000;7,626;7,705;1,482;-6,874;-7,050
;;;;;;1038,100000;7,626;7,705;1,483;-6,874;-7,060
;;;;;;1038,800000;7,626;7,709;1,484;-6,879;-7,050
;;;;;;1039,500000;7,621;7,709;1,485;-6,874;-7,050
;;;;;;1040,200000;7,626;7,705;1,486;-6,884;-7,050
;;;;;;1040,900000;7,626;7,705;1,487;-6,874;-7,045
;;;;;;1041,600000;7,626;7,705;1,488;-6,879;-7,060
;;;;;;1042,300000;7,626;7,705;1,489;-6,884;-7,050
;;;;;;1043,000000;7,621;7,705;1,490;-6,884;-7,050
;;;;;;1043,700000;7,626;7,705;1,491;-6,889;-7,055
;;;;;;1044,400000;7,621;7,705;1,492;-6,884;-7,050
;;;;;;1045,100000;7,626;7,709;1,493;-6,884;-7,055
;;;;;;1045,800000;7,626;7,714;1,494;-6,884;-7,050
;;;;;;1046,500000;7,621;7,705;1,495;-6,884;-7,045
;;;;;;1047,200000;7,626;7,709;1,496;-6,894;-7,050
;;;;;;1047,900000;7,621;7,700;1,497;-6,889;-7,045
;;;;;;1048,600000;7,626;7,709;1,498;-6,894;-7,050
;;;;;;1049,300000;7,621;7,705;1,499;-6,894;-7,050
;;;;;;1050,000000;7,626;7,700;1,500;-6,889;-7,050
;;;;;;1050,700000;7,621;7,709;1,501;-6,894;-7,055
;;;;;;1051,400000;7,621;7,700;1,502;-6,894;-7,050
;;;;;;1052,100000;7,626;7,709;1,503;-6,894;-7,050
;;;;;;1052,800000;7,621;7,705;1,504;-6,899;-7,050
;;;;;;1053,500000;7,626;7,705;1,505;-6,894;-7,045
;;;;;;1054,200000;7,626;7,705;1,506;-6,894;-7,055
;;;;;;1054,900000;7,621;7,700;1,507;-6,899;-7,050
;;;;;;1055,600000;7,631;7,714;1,508;-6,894;-7,050
;;;;;;1056,300000;7,621;7,705;1,509;-6,904;-7,050
;;;;;;1057,000000;7,631;7,709;1,510;-6,894;-7,050
;;;;;;1057,700000;7,621;7,705;1,511;-6,899;-7,060
;;;;;;1058,400000;7,626;7,705;1,512;-6,904;-7,055
;;;;;;1059,100000;7,626;7,709;1,513;-6,899;-7,050
;;;;;;1059,800000;7,621;7,709;1,514;-6,908;-7,050
;;;;;;1060,500000;7,626;7,705;1,515;-6,899;-7,050
;;;;;;1061,200000;7,617;7,709;1,516;-6,904;-7,055
;;;;;;1061,900000;7,626;7,705;1,517;-6,904;-7,050
;;;;;;1062,600000;7,626;7,709;1,518;-6,899;-7,050
;;;;;;1063,300000;7,626;7,700;1,519;-6,908;-7,050
;;;;;;1064,000000;7,631;7,709;1,520;-6,908;-7,045
;;;;;;1064,700000;7,621;7,705;1,521;-6,908;-7,050
;;;;;;1065,400000;7,626;7,709;1,522;-6,908;-7,050
;;;;;;1066,100000;7,626;7,709;1,523;-6,904;-7,050
;;;;;;1066,800000;7,626;7,705;1,524;-6,913;-7,055
;;;;;;1067,500000;7,626;7,709;1,525;-6,913;-7,045
;;;;;;1068,200000;7,621;7,700;1,526;-6,908;-7,045
;;;;;;1068,900000;7,621;7,709;1,527;-6,913;-7,050
;;;;;;1069,600000;7,626;7,709;1,528;-6,908;-7,050
;;;;;;1070,300000;7,626;7,705;1,529;-6,908;-7,055
;;;;;;1071,000000;7,626;7,709;1,530;-6,913;-7,050
;;;;;;1071,700000;7,626;7,700;1,531;-6,913;-7,050
;;;;;;1072,400000;7,626;7,705;1,532;-6,923;-7,055
;;;;;;1073,100000;7,626;7,705;1,533;-6,913;-7,045
;;;;;;1073,800000;7,626;7,705;1,534;-6,913;-7,055
;;;;;;1074,500000;7,621;7,700;1,535;-6,918;-7,050
;;;;;;1075,200000;7,626;7,700;1,536;-6,913;-7,045
;;;;;;1075,900000;7,626;7,709;1,537;-6,923;-7,050
;;;;;;1076,600000;7,626;7,700;1,538;-6,913;-7,045
;;;;;;1077,300000;7,631;7,709;1,539;-6,918;-7,050
;;;;;;1078,000000;7,626;7,700;1,540;-6,923;-7,050
;;;;;;1078,700000;7,626;7,709;1,541;-6,918;-7,050
;;;;;;1079,400000;7,621;7,705;1,542;-6,923;-7,055
;;;;;;1080,100000;7,631;7,700;1,543;-6,918;-7,050
;;;;;;1080,800000;7,631;7,709;1,544;-6,918;-7,050
;;;;;;1081,500000;7,621;7,705;1,545;-6,928;-7,050
;;;;;;1082,200000;7,626;7,705;1,546;-6,918;-7,045
;;;;;;1082,900000;7,621;7,705;1,547;-6,923;-7,055
;;;;;;1083,600000;7,626;7,705;1,548;-6,923;-7,045
;;;;;;1084,300000;7,621;7,709;1,549;-6,918;-7,050
;;;;;;1085,000000;7,626;7,695;1,550;-6,928;-7,055
;;;;;;1085,700000;7,631;7,705;1,551;-6,923;-7,050
;;;;;;1086,400000;7,621;7,705;1,552;-6,928;-7,055
;;;;;;1087,100000;7,631;7,705;1,553;-6,923;-7,050
;;;;;;1087,800000;7,626;7,709;1,554;-6,923;-7,050
;;;;;;1088,500000;7,626;7,705;1,555;-6,928;-7,055
;;;;;;1089,200000;7,631;7,705;1,556;-6,928;-7,045
;;;;;;1089,900000;7,621;7,705;1,557;-6,928;-7,050
;;;;;;1090,600000;7,626;7,705;1,558;-6,928;-7,050
;;;;;;1091,300000;7,621;7,705;1,559;-6,923;-7,050
;;;;;;1092,000000;7,626;7,700;1,560;-6,933;-7,055
;;;;;;1092,700000;7,626;7,709;1,561;-6,933;-7,045
;;;;;;1093,400000;7,621;7,705;1,562;-6,933;-7,050
;;;;;;1094,100000;7,631;7,705;1,563;-6,938;-7,050
;;;;;;1094,800000;7,621;7,705;1,564;-6,928;-7,050
;;;;;;1095,500000;7,626;7,705;1,565;-6,933;-7,055
;;;;;;1096,200000;7,621;7,705;1,566;-6,933;-7,045
;;;;;;1096,900000;7,626;7,709;1,567;-6,933;-7,045
;;;;;;1097,600000;7,631;7,709;1,568;-6,933;-7,050
;;;;;;1098,300000;7,621;7,700;1,569;-6,928;-7,050
;;;;;;1099,000000;7,631;7,705;1,570;-6,933;-7,055
;;;;;;1099,700000;7,626;7,705;1,571;-6,938;-7,055
;;;;;;1100,400000;7,626;7,705;1,572;-6,933;-7,050
;;;;;;1101,100000;7,626;7,709;1,573;-6,938;-7,050
;;;;;;1101,800000;7,626;7,700;1,574;-6,933;-7,040
;;;;;;1102,500000;7,626;7,705;1,575;-6,938;-7,045
;;;;;;1103,200000;7,621;7,700;1,576;-6,938;-7,050
;;;;;;1103,900000;7,626;7,705;1,577;-6,933;-7,045
;;;;;;1104,600000;7,621;7,700;1,578;-6,938;-7,055
;;;;;;1105,300000;7,626;7,705;1,579;-6,938;-7,050
;;;;;;1106,000000;7,626;7,709;1,580;-6,938;-7,050
;;;;;;1106,700000;7,626;7,700;1,581;-6,943;-7,055
;;;;;;1107,400000;7,631;7,705;1,582;-6,938;-7,050
;;;;;;1108,100000;7,626;7,705;1,583;-6,938;-7,055
;;;;;;1108,800000;7,626;7,705;1,584;-6,938;-7,050
;;;;;;1109,500000;7,626;7,714;1,585;-6,938;-7,050
;;;;;;1110,200000;7,626;7,700;1,586;-6,943;-7,050
;;;;;;1110,900000;7,631;7,705;1,587;-6,943;-7,045
;;;;;;1111,600000;7,621;7,705;1,588;-6,943;-7,050
;;;;;;1112,300000;7,626;7,705;1,589;-6,943;-7,050
;;;;;;1113,000000;7,626;7,705;1,590;-6,943;-7,055
;;;;;;1113,700000;7,626;7,709;1,591;-6,938;-7,055
;;;;;;1114,400000;7,621;7,709;1,592;-6,943;-7,045
;;;;;;1115,100000;7,621;7,700;1,593;-6,943;-7,050
;;;;;;1115,800000;7,631;7,709;1,594;-6,943;-7,050
;;;;;;1116,500000;7,626;7,714;1,595;-6,943;-7,050
;;;;;;1117,200000;7,626;7,709;1,596;-6,943;-7,055
;;;;;;1117,900000;7,626;7,709;1,597;-6,943;-7,050
;;;;;;1118,600000;7,631;7,700;1,598;-6,943;-7,050
;;;;;;1119,300000;7,626;7,705;1,599;-6,947;-7,050
;;;;;;1120,000000;7,621;7,705;1,600;-6,943;-7,050
;;;;;;1120,700000;7,626;7,709;1,601;-6,943;-7,060
;;;;;;1121,400000;7,621;7,705;1,602;-6,947;-7,050
;;;;;;1122,100000;7,621;7,700;1,603;-6,947;-7,050
;;;;;;1122,800000;7,626;7,709;1,604;-6,952;-7,055
;;;;;;1123,500000;7,626;7,705;1,605;-6,943;-7,045
;;;;;;1124,200000;7,631;7,709;1,606;-6,947;-7,055
;;;;;;1124,900000;7,621;7,705;1,607;-6,952;-7,050
;;;;;;1125,600000;7,626;7,705;1,608;-6,943;-7,050
;;;;;;1126,300000;7,621;7,705;1,609;-6,947;-7,050
;;;;;;1127,000000;7,626;7,709;1,610;-6,947;-7,050
;;;;;;1127,700000;7,626;7,709;1,611;-6,952;-7,055
;;;;;;1128,400000;7,621;7,705;1,612;-6,947;-7,055
;;;;;;1129,100000;7,626;7,700;1,613;-6,947;-7,050
;;;;;;1129,800000;7,621;7,700;1,614;-6,952;-7,050
;;;;;;1130,500000;7,621;7,705;1,615;-6,947;-7,045
;;;;;;1131,200000;7,621;7,705;1,616;-6,947;-7,045
;;;;;;1131,900000;7,621;7,705;1,617;-6,947;-7,050
;;;;;;1132,600000;7,621;7,709;1,618;-6,947;-7,050
;;;;;;1133,300000;7,621;7,700;1,619;-6,952;-7,055
;;;;;;1134,000000;7,631;7,705;1,620;-6,952;-7,050
;;;;;;1134,700000;7,621;7,700;1,621;-6,947;-7,050
;;;;;;1135,400000;7,626;7,705;1,622;-6,952;-7,055
;;;;;;1136,100000;7,621;7,705;1,623;-6,952;-7,050
;;;;;;1136,800000;7,626;7,705;1,624;-6,952;-7,060
;;;;;;1137,500000;7,631;7,709;1,625;-6,952;-7,050
;;;;;;1138,200000;7,621;7,700;1,626;-6,947;-7,050
;;;;;;1138,900000;7,626;7,705;1,627;-6,952;-7,050
;;;;;;1139,600000;7,621;7,705;1,628;-6,952;-7,045
;;;;;;1140,300000;7,626;7,705;1,629;-6,952;-7,050
;;;;;;1141,000000;7,621;7,709;1,630;-6,957;-7,055
;;;;;;1141,700000;7,621;7,705;1,631;-6,952;-7,050
;;;;;;1142,400000;7,631;7,705;1,632;-6,952;-7,060
;;;;;;1143,100000;7,621;7,700;1,633;-6,957;-7,055
;;;;;;1143,800000;7,626;7,709;1,634;-6,952;-7,055
;;;;;;1144,500000;7,621;7,705;1,635;-6,957;-7,055
;;;;;;1145,200000;7,621;7,700;1,636;-6,952;-7,050
;;;;;;1145,900000;7,626;7,709;1,637;-6,952;-7,060
;;;;;;1146,600000;7,621;7,705;1,638;-6,957;-7,050
;;;;;;1147,300000;7,631;7,705;1,639;-6,952;-7,050
;;;;;;1148,000000;7,621;7,700;1,640;-6,962;-7,055
;;;;;;1148,700000;7,626;7,705;1,641;-6,952;-7,050
;;;;;;1149,400000;7,621;7,705;1,642;-6,962;-7,060
;;;;;;1150,100000;7,626;7,700;1,643;-6,957;-7,045
;;;;;;1150,800000;7,626;7,709;1,644;-6,957;-7,050
;;;;;;1151,500000;7,621;7,700;1,645;-6,962;-7,050
;;;;;;1152,200000;7,621;7,705;1,646;-6,952;-7,050
;;;;;;1152,900000;7,626;7,705;1,647;-6,957;-7,055
;;;;;;1153,600000;7,626;7,705;1,648;-6,957;-7,045
;;;;;;1154,300000;7,626;7,709;1,649;-6,957;-7,050
;;;;;;1155,000000;7,626;7,705;1,650;-6,957;-7,050
;;;;;;1155,700000;7,626;7,705;1,651;-6,952;-7,050
;;;;;;1156,400000;7,621;7,705;1,652;-6,957;-7,055
;;;;;;1157,100000;7,626;7,705;1,653;-6,957;-7,050
;;;;;;1157,800000;7,626;7,709;1,654;-6,962;-7,050
;;;;;;1158,500000;7,626;7,705;1,655;-6,962;-7,050
;;;;;;1159,200000;7,621;7,709;1,656;-6,957;-7,045
;;;;;;1159,900000;7,626;7,705;1,657;-6,957;-7,055
;;;;;;1160,600000;7,631;7,705;1,658;-6,957;-7,050
;;;;;;1161,300000;7,617;7,709;1,659;-6,957;-7,050
;;;;;;1162,000000;7,621;7,705;1,660;-6,967;-7,050
;;;;;;1162,700000;7,626;7,705;1,661;-6,957;-7,050
;;;;;;1163,400000;7,621;7,705;1,662;-6,962;-7,060
;;;;;;1164,100000;7,631;7,709;1,663;-6,962;-7,050
;;;;;;1164,800000;7,626;7,700;1,664;-6,957;-7,050
;;;;;;1165,500000;7,631;7,705;1,665;-6,962;-7,050
;;;;;;1166,200000;7,621;7,705;1,666;-6,957;-7,050
;;;;;;1166,900000;7,626;7,705;1,667;-6,957;-7,055
;;;;;;1167,600000;7,626;7,714;1,668;-6,957;-7,050
;;;;;;1168,300000;7,626;7,700;1,669;-6,962;-7,050
;;;;;;1169,000000;7,626;7,705;1,670;-6,962;-7,055
;;;;;;1169,700000;7,621;7,705;1,671;-6,957;-7,050
;;;;;;1170,400000;7,626;7,705;1,672;-6,962;-7,050
;;;;;;1171,100000;7,626;7,705;1,673;-6,957;-7,050
;;;;;;1171,800000;7,626;7,700;1,674;-6,962;-7,050
;;;;;;1172,500000;7,626;7,705;1,675;-6,962;-7,050
;;;;;;1173,200000;7,621;7,700;1,676;-6,957;-7,045
;;;;;;1173,900000;7,626;7,705;1,677;-6,962;-7,055
;;;;;;1174,600000;7,626;7,705;1,678;-6,962;-7,050
;;;;;;1175,300000;7,626;7,700;1,679;-6,957;-7,050
;;;;;;1176,000000;7,626;7,709;1,680;-6,967;-7,050
;;;;;;1176,700000;7,626;7,700;1,681;-6,957;-7,045
;;;;;;1177,400000;7,626;7,709;1,682;-6,962;-7,055
;;;;;;1178,100000;7,621;7,705;1,683;-6,962;-7,050
;;;;;;1178,800000;7,626;7,705;1,684;-6,962;-7,050
;;;;;;1179,500000;7,626;7,705;1,685;-6,967;-7,055
;;;;;;1180,200000;7,621;7,700;1,686;-6,962;-7,045
;;;;;;1180,900000;7,621;7,709;1,687;-6,962;-7,050
;;;;;;1181,600000;7,621;7,700;1,688;-6,967;-7,050
;;;;;;1182,300000;7,626;7,705;1,689;-6,957;-7,050
;;;;;;1183,000000;7,626;7,705;1,690;-6,962;-7,055
;;;;;;1183,700000;7,626;7,705;1,691;-6,962;-7,045
;;;;;;1184,400000;7,626;7,705;1,692;-6,967;-7,050
;;;;;;1185,100000;7,621;7,700;1,693;-6,967;-7,050
;;;;;;1185,800000;7,626;7,709;1,694;-6,962;-7,050
;;;;;;1186,500000;7,617;7,705;1,695;-6,962;-7,055
;;;;;;1187,200000;7,626;7,709;1,696;-6,962;-7,045
;;;;;;1187,900000;7,621;7,705;1,697;-6,962;-7,050
;;;;;;1188,600000;7,626;7,705;1,698;-6,967;-7,050
;;;;;;1189,300000;7,621;7,709;1,699;-6,962;-7,045
;;;;;;1190,000000;7,621;7,700;1,700;-6,962;-7,055
;;;;;;1190,700000;7,626;7,709;1,701;-6,967;-7,050
;;;;;;1191,400000;7,621;7,700;1,702;-6,962;-7,055
;;;;;;1192,100000;7,626;7,705;1,703;-6,972;-7,055
;;;;;;1192,800000;7,621;7,700;1,704;-6,962;-7,045
;;;;;;1193,500000;7,626;7,700;1,705;-6,967;-7,050
;;;;;;1194,200000;7,626;7,705;1,706;-6,967;-7,045
;;;;;;1194,900000;7,621;7,700;1,707;-6,962;-7,050
;;;;;;1195,600000;7,626;7,705;1,708;-6,967;-7,055
;;;;;;1196,300000;7,621;7,705;1,709;-6,962;-7,050
;;;;;;1197,000000;7,626;7,705;1,710;-6,967;-7,050
;;;;;;1197,700000;7,626;7,705;1,711;-6,972;-7,055
;;;;;;1198,400000;7,626;7,700;1,712;-6,962;-7,050
;;;;;;1199,100000;7,621;7,705;1,713;-6,967;-7,050
;;;;;;1199,800000;7,621;7,700;1,714;-6,967;-7,050
;;;;;;1200,500000;7,621;7,705;1,715;-6,962;-7,045
;;;;;;1201,200000;7,626;7,705;1,716;-6,967;-7,050
;;;;;;1201,900000;7,626;7,700;1,717;-6,967;-7,045
;;;;;;1202,600000;7,621;7,705;1,718;-6,967;-7,055
;;;;;;1203,300000;7,621;7,700;1,719;-6,967;-7,050
;;;;;;1204,000000;7,621;7,705;1,720;-6,967;-7,050
;;;;;;1204,700000;7,621;7,705;1,721;-6,967;-7,050
;;;;;;1205,400000;7,626;7,705;1,722;-6,967;-7,050
;;;;;;1206,100000;7,621;7,705;1,723;-6,967;-7,055
;;;;;;1206,800000;7,626;7,705;1,724;-6,972;-7,050
;;;;;;1207,500000;7,626;7,709;1,725;-6,967;-7,050
;;;;;;1208,200000;7,626;7,700;1,726;-6,967;-7,050
;;;;;;1208,900000;7,626;7,705;1,727;-6,967;-7,045
;;;;;;1209,600000;7,621;7,705;1,728;-6,967;-7,055
;;;;;;1210,300000;7,626;7,700;1,729;-6,967;-7,050
;;;;;;1211,000000;7,621;7,705;1,730;-6,962;-7,050
;;;;;;1211,700000;7,626;7,700;1,731;-6,967;-7,060
;;;;;;1212,400000;7,626;7,705;1,732;-6,967;-7,050
;;;;;;1213,100000;7,621;7,700;1,733;-6,962;-7,055
;;;;;;1213,800000;7,626;7,700;1,734;-6,972;-7,055
;;;;;;1214,500000;7,621;7,705;1,735;-6,967;-7,050
;;;;;;1215,200000;7,626;7,709;1,736;-6,967;-7,050
;;;;;;1215,900000;7,621;7,709;1,737;-6,967;-7,050
;;;;;;1216,600000;7,621;7,700;1,738;-6,962;-7,050
;;;;;;1217,300000;7,626;7,709;1,739;-6,972;-7,055
;;;;;;1218,000000;7,621;7,705;1,740;-6,967;-7,050
;;;;;;1218,700000;7,626;7,705;1,741;-6,967;-7,050
;;;;;;1219,400000;7,621;7,705;1,742;-6,972;-7,055
;;;;;;1220,100000;7,621;7,705;1,743;-6,962;-7,050
;;;;;;1220,800000;7,626;7,709;1,744;-6,967;-7,055
;;;;;;1221,500000;7,621;7,705;1,745;-6,972;-7,050
;;;;;;1222,200000;7,631;7,709;1,746;-6,967;-7,045
;;;;;;1222,900000;7,621;7,705;1,747;-6,972;-7,050
;;;;;;1223,600000;7,626;7,700;1,748;-6,962;-7,050
;;;;;;1224,300000;7,621;7,705;1,749;-6,967;-7,055
;;;;;;1225,000000;7,621;7,705;1,750;-6,972;-7,045
;;;;;;1225,700000;7,626;7,709;1,751;-6,972;-7,055
;;;;;;1226,400000;7,621;7,705;1,752;-6,972;-7,055
;;;;;;1227,100000;7,626;7,705;1,753;-6,967;-7,050
;;;;;;1227,800000;7,621;7,705;1,754;-6,967;-7,055
;;;;;;1228,500000;7,626;7,705;1,755;-6,972;-7,050
;;;;;;1229,200000;7,621;7,709;1,756;-6,967;-7,055
;;;;;;1229,900000;7,626;7,700;1,757;-6,977;-7,055
;;;;;;1230,600000;7,626;7,705;1,758;-6,962;-7,045
;;;;;;1231,300000;7,621;7,700;1,759;-6,967;-7,050
;;;;;;1232,000000;7,626;7,705;1,760;-6,967;-7,050
;;;;;;1232,700000;7,626;7,705;1,761;-6,967;-7,055
;;;;;;1233,400000;7,626;7,705;1,762;-6,972;-7,055
;;;;;;1234,100000;7,626;7,705;1,763;-6,967;-7,045
;;;;;;1234,800000;7,617;7,700;1,764;-6,972;-7,050
;;;;;;1235,500000;7,626;7,709;1,765;-6,972;-7,050
;;;;;;1236,200000;7,621;7,705;1,766;-6,962;-7,050
;;;;;;1236,900000;7,626;7,709;1,767;-6,972;-7,050
;;;;;;1237,600000;7,626;7,705;1,768;-6,972;-7,045
;;;;;;1238,300000;7,621;7,705;1,769;-6,972;-7,050
;;;;;;1239,000000;7,631;7,705;1,770;-6,977;-7,055
;;;;;;1239,700000;7,621;7,705;1,771;-6,967;-7,055
;;;;;;1240,400000;7,631;7,705;1,772;-6,972;-7,060
;;;;;;1241,100000;7,621;7,705;1,773;-6,967;-7,050
;;;;;;1241,800000;7,621;7,705;1,774;-6,972;-7,050
;;;;;;1242,500000;7,626;7,709;1,775;-6,972;-7,055
;;;;;;1243,200000;7,626;7,700;1,776;-6,967;-7,045
;;;;;;1243,900000;7,631;7,709;1,777;-6,972;-7,055
;;;;;;1244,600000;7,621;7,705;1,778;-6,972;-7,050
;;;;;;1245,300000;7,626;7,700;1,779;-6,972;-7,050
;;;;;;1246,000000;7,626;7,709;1,780;-6,972;-7,055
;;;;;;1246,700000;7,626;7,705;1,781;-6,972;-7,050
;;;;;;1247,400000;7,626;7,709;1,782;-6,972;-7,055
;;;;;;1248,100000;7,621;7,700;1,783;-6,972;-7,045
;;;;;;1248,800000;7,626;7,705;1,784;-6,972;-7,055
;;;;;;1249,500000;7,621;7,705;1,785;-6,977;-7,050
;;;;;;1250,200000;7,626;7,705;1,786;-6,972;-7,050
;;;;;;1250,900000;7,626;7,705;1,787;-6,972;-7,055
;;;;;;1251,600000;7,621;7,700;1,788;-6,977;-7,055
;;;;;;1252,300000;7,621;7,705;1,789;-6,967;-7,055
;;;;;;1253,000000;7,621;7,705;1,790;-6,972;-7,055
;;;;;;1253,700000;7,626;7,705;1,791;-6,972;-7,050
;;;;;;1254,400000;7,621;7,705;1,792;-6,972;-7,055
;;;;;;1255,100000;7,626;7,705;1,793;-6,977;-7,055
;;;;;;1255,800000;7,621;7,705;1,794;-6,972;-7,050
;;;;;;1256,500000;7,626;7,705;1,795;-6,972;-7,055
;;;;;;1257,200000;7,631;7,709;1,796;-6,972;-7,050
;;;;;;1257,900000;7,621;7,700;1,797;-6,972;-7,050
;;;;;;1258,600000;7,626;7,705;1,798;-6,977;-7,055
;;;;;;1259,300000;7,621;7,705;1,799;-6,972;-7,050
;;;;;;1260,000000;7,631;7,709;1,800;-6,972;-7,060
;;;;;;1260,700000;7,621;7,705;1,801;-6,972;-7,045
;;;;;;1261,400000;7,626;7,700;1,802;-6,967;-7,055
;;;;;;1262,100000;7,631;7,705;1,803;-6,977;-7,050
;;;;;;1262,800000;7,621;7,705;1,804;-6,972;-7,050
;;;;;;1263,500000;7,626;7,705;1,805;-6,972;-7,050
;;;;;;1264,200000;7,617;7,705;1,806;-6,972;-7,050
;;;;;;1264,900000;7,621;7,705;1,807;-6,972;-7,050
;;;;;;1265,600000;7,626;7,709;1,808;-6,977;-7,055
;;;;;;1266,300000;7,621;7,705;1,809;-6,967;-7,055
;;;;;;1267,000000;7,626;7,705;1,810;-6,972;-7,060
;;;;;;1267,700000;7,626;7,705;1,811;-6,977;-7,055
;;;;;;1268,400000;7,626;7,709;1,812;-6,972;-7,050
;;;;;;1269,100000;7,626;7,700;1,813;-6,977;-7,050
;;;;;;1269,800000;7,626;7,700;1,814;-6,967;-7,050
;;;;;;1270,500000;7,621;7,705;1,815;-6,972;-7,055
;;;;;;1271,200000;7,617;7,700;1,816;-6,972;-7,045
;;;;;;1271,900000;7,621;7,705;1,817;-6,972;-7,050
;;;;;;1272,600000;7,621;7,705;1,818;-6,977;-7,055
;;;;;;1273,300000;7,626;7,705;1,819;-6,972;-7,050
;;;;;;1274,000000;7,621;7,705;1,820;-6,972;-7,060
;;;;;;1274,700000;7,626;7,700;1,821;-6,977;-7,055
;;;;;;1275,400000;7,626;7,709;1,822;-6,972;-7,050
;;;;;;1276,100000;7,621;7,705;1,823;-6,977;-7,055
;;;;;;1276,800000;7,626;7,705;1,824;-6,972;-7,050
;;;;;;1277,500000;7,626;7,705;1,825;-6,972;-7,050
;;;;;;1278,200000;7,626;7,705;1,826;-6,972;-7,050
;;;;;;1278,900000;7,621;7,709;1,827;-6,972;-7,050
;;;;;;1279,600000;7,626;7,705;1,828;-6,977;-7,055
;;;;;;1280,300000;7,626;7,709;1,829;-6,972;-7,050
;;;;;;1281,000000;7,621;7,700;1,830;-6,977;-7,055
;;;;;;1281,700000;7,626;7,700;1,831;-6,977;-7,050
;;;;;;1282,400000;7,617;7,709;1,832;-6,972;-7,055
;;;;;;1283,100000;7,621;7,700;1,833;-6,982;-7,050
;;;;;;1283,800000;7,626;7,705;1,834;-6,972;-7,045
;;;;;;1284,500000;7,617;7,700;1,835;-6,972;-7,055
;;;;;;1285,200000;7,626;7,705;1,836;-6,972;-7,050
;;;;;;1285,900000;7,621;7,705;1,837;-6,972;-7,050
;;;;;;1286,600000;7,626;7,705;1,838;-6,977;-7,060
;;;;;;1287,300000;7,626;7,709;1,839;-6,972;-7,050
;;;;;;1288,000000;7,626;7,700;1,840;-6,977;-7,055
;;;;;;1288,700000;7,626;7,709;1,841;-6,977;-7,055
;;;;;;1289,400000;7,621;7,700;1,842;-6,972;-7,050
;;;;;;1290,100000;7,631;7,705;1,843;-6,977;-7,060
;;;;;;1290,800000;7,621;7,700;1,844;-6,972;-7,050
;;;;;;1291,500000;7,621;7,705;1,845;-6,972;-7,050
;;;;;;1292,200000;7,626;7,705;1,846;-6,977;-7,055
;;;;;;1292,900000;7,626;7,705;1,847;-6,972;-7,045
;;;;;;1293,600000;7,626;7,709;1,848;-6,982;-7,055
;;;;;;1294,300000;7,621;7,705;1,849;-6,977;-7,050
;;;;;;1295,000000;7,626;7,705;1,850;-6,977;-7,055
;;;;;;1295,700000;7,621;7,705;1,851;-6,977;-7,055
;;;;;;1296,400000;7,621;7,709;1,852;-6,972;-7,050
;;;;;;1297,100000;7,626;7,709;1,853;-6,972;-7,050
;;;;;;1297,800000;7,621;7,705;1,854;-6,977;-7,050
;;;;;;1298,500000;7,626;7,709;1,855;-6,977;-7,050
;;;;;;1299,200000;7,617;7,700;1,856;-6,977;-7,055
;;;;;;1299,900000;7,626;7,705;1,857;-6,972;-7,050
;;;;;;1300,600000;7,621;7,709;1,858;-6,972;-7,050
;;;;;;1301,300000;7,621;7,705;1,859;-6,977;-7,055
;;;;;;1302,000000;7,621;7,709;1,860;-6,972;-7,050
;;;;;;1302,700000;7,621;7,700;1,861;-6,982;-7,055
;;;;;;1303,400000;7,626;7,705;1,862;-6,977;-7,050
;;;;;;1304,100000;7,621;7,709;1,863;-6,977;-7,055
;;;;;;1304,800000;7,626;7,705;1,864;-6,977;-7,050
;;;;;;1305,500000;7,621;7,705;1,865;-6,972;-7,050
;;;;;;1306,200000;7,626;7,700;1,866;-6,977;-7,055
;;;;;;1306,900000;7,626;7,709;1,867;-6,972;-7,026
;;;;;;1307,600000;7,621;7,705;1,868;-6,938;7,636
;;;;;;1308,300000;7,626;7,705;1,869;-6,796;7,641
;;;;;;1309,000000;7,621;7,700;1,870;-6,650;7,636
;;;;;;1309,700000;7,626;7,700;1,871;-6,508;7,626
;;;;;;1310,400000;7,626;7,709;1,872;-6,366;7,641
;;;;;;1311,100000;7,626;7,700;1,873;-6,225;7,636
;;;;;;1311,800000;7,626;7,705;1,874;-6,093;7,636
;;;;;;1312,500000;7,617;7,705;1,875;-5,956;7,641
;;;;;;1313,200000;7,626;7,709;1,876;-5,819;7,636
;;;;;;1313,900000;7,621;7,705;1,877;-5,683;7,636
